playerid,awardid,yearid,lgid,tie,notes
medwijo01,TSN Guide MVP,1937,NL,,
boggswa01,TSN All-Star,1994,AL,,3B
ottme01,Baseball Magazine All-Star,1934,NL,,CF
bondsba01,Most Valuable Player,1993,NL,,
kellyge01,Baseball Magazine All-Star,1921,NL,,1B
valvejo01,TSN Reliever of the Year,2007,NL,,
kaatji01,TSN All-Star,1966,AL,,P
scottge02,Gold Glove,1971,AL,,1B
kenneve01,Baseball Magazine All-Star,1936,ML,,P4
jacksre01,TSN All-Star,1973,AL,,OF
benchjo01,Gold Glove,1968,NL,,C
marisro01,TSN Player of the Year,1961,AL,,
loftoke01,Gold Glove,1995,AL,,OF
robindo01,Silver Slugger,1989,NL,,P
willite01,Baseball Magazine All-Star,1948,AL,,LF
mantlmi01,Most Valuable Player,1962,AL,,
portuma01,Silver Slugger,1994,NL,,P
dawsoan01,Gold Glove,1988,NL,,OF
coopewi01,Baseball Magazine All-Star,1921,NL,,P3
furilca01,TSN All-Star,1953,ML,,OF
jenkife01,TSN All-Star,1972,NL,,RHP
hornsro01,Baseball Magazine All-Star,1926,NL,,2B
kluszte01,TSN All-Star,1954,ML,,1B
buehrma01,Gold Glove,2011,AL,,P
smallro02,TSN All-Star,1979,AL,,SS
gonzaju03,Silver Slugger,2001,AL,,OF
simmoal01,TSN All-Star,1927,ML,,OF
clarkfr01,Baseball Magazine All-Star,1908,ML,,LF
garcida01,Silver Slugger,1982,AL,,2B
camparo01,Most Valuable Player,1955,NL,,
webbbr01,Cy Young Award,2006,NL,,
pujolal01,Hank Aaron Award,2003,NL,,
hinespa01,Triple Crown,1878,NL,,
batteea01,Gold Glove,1962,AL,,C
thomafr04,TSN All-Star,2003,AL,,DH
youngro01,Baseball Magazine All-Star,1921,NL,,OF
robinbr01,TSN All-Star,1966,AL,,3B
rolfere01,Baseball Magazine All-Star,1938,ML,,3B
sandbry01,Silver Slugger,1991,NL,,2B
ruthba01,Baseball Magazine All-Star,1929,ML,,RF
donovbi01,Baseball Magazine All-Star,1908,AL,,P5
bondsba01,Gold Glove,1994,NL,,OF
jeterde01,Silver Slugger,2008,AL,,SS
mcdowja01,Cy Young Award,1993,AL,,
gehrilo01,Triple Crown,1934,AL,,
perezto01,Lou Gehrig Memorial Award,1980,ML,,
daviser01,Gold Glove,1987,NL,,OF
munsoth01,TSN All-Star,1975,AL,,C
niekrph01,Gold Glove,1982,NL,,P
averiea01,TSN All-Star,1936,ML,,OF
willibi01,TSN All-Star,1964,NL,,OF
burksel01,Silver Slugger,1996,NL,,OF
griffke02,Gold Glove,1990,AL,,OF
murraed02,Silver Slugger,1983,AL,,1B
daubeja01,Baseball Magazine All-Star,1911,NL,,1B
gehrich01,TSN All-Star,1935,ML,,2B
lordha01,Baseball Magazine All-Star,1909,ML,,3B
johnswa01,Baseball Magazine All-Star,1912,AL,,P1
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
cavarph01,TSN All-Star,1945,ML,,1B
putzjj01,Rolaids Relief Man Award,2007,AL,,
kellge01,Baseball Magazine All-Star,1950,AL,,3B
gehrilo01,TSN All-Star,1928,ML,,1B
ruthba01,Baseball Magazine All-Star,1927,ML,,LF
soriara01,Rolaids Relief Man Award,2010,AL,,
klingjo01,Baseball Magazine All-Star,1909,NL,,C1
bendech01,Baseball Magazine All-Star,1910,ML,,P4
rosenal01,TSN All-Star,1953,ML,,3B
ferrewe01,Baseball Magazine All-Star,1935,AL,,P2
cabremi01,Silver Slugger,2005,NL,,OF
ferrida01,TSN All-Star,1945,ML,,P
grovele01,TSN All-Star,1930,ML,,P
boonebo01,Gold Glove,1978,NL,,C
gibsobo01,Cy Young Award,1970,NL,,
polleho01,Baseball Magazine All-Star,1946,ML,,P3
newhoha01,TSN Pitcher of the Year,1945,AL,,
hubbeca01,Most Valuable Player,1936,NL,,
mathech01,Baseball Magazine All-Star,1908,NL,,P2
mayswi01,TSN All-Star,1958,ML,,OF
kochbi01,TSN Reliever of the Year,2002,AL,,
clemero02,Pitching Triple Crown,1997,AL,,
jacksre01,TSN Major League Player of the Year,1973,ML,,
vanceda01,Baseball Magazine All-Star,1925,ML,,P2
carewro01,TSN All-Star,1974,AL,,2B
cartega01,All-Star Game MVP,1984,ML,,
maddugr01,Gold Glove,1992,NL,,P
wynnea01,TSN Pitcher of the Year,1959,AL,,
griffal01,Rookie of the Year,1979,AL,Y,
rudijo01,Gold Glove,1975,AL,,OF
grangwa01,TSN Fireman of the Year,1969,NL,,
penaca01,Comeback Player of the Year,2007,AL,,
felscha01,Baseball Magazine All-Star,1917,AL,,OF
earnsge01,TSN All-Star,1931,ML,,P
deandi01,Baseball Magazine All-Star,1936,NL,,P2
ruthba01,Baseball Magazine All-Star,1930,AL,,RF
smithoz01,NLCS MVP,1985,NL,,
kinerra01,TSN Player of the Year,1950,NL,,
loberha01,Baseball Magazine All-Star,1911,NL,,3B
aparilu01,Gold Glove,1966,AL,,SS
randowi01,TSN All-Star,1977,AL,,2B
musiast01,TSN All-Star,1954,ML,,OF
gibsobo01,Gold Glove,1968,NL,,P
willite01,Most Valuable Player,1949,AL,,
carewro01,Most Valuable Player,1977,AL,,
wellsve01,TSN All-Star,2003,AL,,OF
thompro01,Gold Glove,1993,NL,,2B
greenha01,Most Valuable Player,1940,AL,,
gwynnto01,TSN All-Star,1994,NL,,OF
sandbry01,Gold Glove,1987,NL,,2B
mantlmi01,TSN All-Star,1962,AL,,OF
bumbral01,Rookie of the Year,1973,AL,,
thomafr04,Most Valuable Player,1993,AL,,
maddugr01,TSN Pitcher of the Year,1993,NL,,
woodwi01,TSN All-Star,1972,AL,,LHP
hubbeca01,Baseball Magazine All-Star,1929,NL,,P4
glaustr01,Silver Slugger,2001,AL,,3B
cobbty01,Baseball Magazine All-Star,1921,ML,,OF
roushed01,Baseball Magazine All-Star,1926,NL,,OF
murraed02,Gold Glove,1984,AL,,1B
gedmari01,TSN All-Star,1986,AL,,C
musiast01,TSN All-Star,1951,ML,,OF
vanceda01,Baseball Magazine All-Star,1923,NL,,P4
coopewa01,Baseball Magazine All-Star,1943,NL,,C
baineha01,Silver Slugger,1989,AL,,DH
smithle02,Rolaids Relief Man Award,1991,NL,,
johnswa01,Baseball Magazine All-Star,1924,ML,,P2
parkeda01,Silver Slugger,1986,NL,,OF
sandbry01,Gold Glove,1984,NL,,2B
uhlege01,Baseball Magazine All-Star,1926,AL,,P1
olivato01,TSN All-Star,1966,AL,,OF
mcgeewi01,Silver Slugger,1985,NL,,OF
boggswa01,Silver Slugger,1986,AL,,3B
bergewa01,Baseball Magazine All-Star,1935,ML,,CF
greggve01,Baseball Magazine All-Star,1911,AL,,P3
kalinal01,Gold Glove,1965,AL,,OF
cansejo01,Most Valuable Player,1988,AL,,
carewro01,TSN All-Star,1972,AL,,2B
venturo01,Gold Glove,1992,AL,,3B
daubeja01,Baseball Magazine All-Star,1916,NL,,1B
raderdo02,Gold Glove,1973,NL,,3B
maddoga01,Roberto Clemente Award,1986,ML,,
gordosi01,Baseball Magazine All-Star,1949,NL,,3B
richabo01,TSN All-Star,1964,AL,,2B
schmimi01,Gold Glove,1986,NL,,3B
robinfr02,TSN All-Star,1967,AL,,OF
sandbry01,TSN All-Star,1984,NL,,2B
robinfr02,TSN Player of the Year,1966,AL,,
smithle02,TSN Fireman of the Year,1994,AL,,
spahnwa01,TSN All-Star,1960,ML,,P
wilsoha01,Baseball Magazine All-Star,1926,NL,,OF
terrybi01,Baseball Magazine All-Star,1929,NL,,1B
ripkeca01,TSN Major League Player of the Year,1983,ML,,
winfida01,Gold Glove,1983,AL,,OF
nehfar01,Baseball Magazine All-Star,1921,NL,,P2
archeji01,Baseball Magazine All-Star,1914,NL,,C1
bushdo01,Baseball Magazine All-Star,1911,AL,,SS
chancde01,TSN Pitcher of the Year,1964,AL,,
johnswa01,Most Valuable Player,1913,AL,,
grovele01,TSN All-Star,1928,ML,,P
pendlte01,TSN All-Star,1991,NL,,3B
rootch01,Baseball Magazine All-Star,1927,NL,,P1
quiseda01,TSN Fireman of the Year,1982,AL,,
erstada01,Gold Glove,2000,AL,,OF
puckeki01,TSN All-Star,1987,AL,,OF
righeda01,TSN Fireman of the Year,1986,AL,,
musiast01,Baseball Magazine All-Star,1948,ML,,RF
turlebo01,TSN Major League Player of the Year,1958,ML,,
garcida01,TSN All-Star,1982,AL,,2B
violafr01,Cy Young Award,1988,AL,,
traynpi01,Baseball Magazine All-Star,1928,NL,,3B
donlimi01,Baseball Magazine All-Star,1908,NL,,CF
willibe02,Silver Slugger,2002,AL,,OF
cuccito01,Baseball Magazine All-Star,1945,AL,,3B
