provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
1,Prov. Apex Key, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
4,Prov. Apex Need, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
5,Prov. Apex Oper, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
7,Prov. Apex Ques, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
8,Prov. Apex Rest, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
17,Prov. Boston Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,5,
18,Prov. Boston Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
19,Prov. Boston Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
24,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
29,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
30,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
34,Prov. Driven Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
38,Prov. Driven Re, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
41,Prov. Expert Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
46,Prov. Expert Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
49,Prov. Expert Sa, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
53,Prov. Famous Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
60,Prov. Famous Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
61,Prov. Giant Key, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,3,
63,Prov. Giant Mac, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
67,Prov. Giant Que, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
68,Prov. Giant Res, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
69,Prov. Giant Sai, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
71,Prov. Humble Ke, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
72,Prov. Humble Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
75,Prov. Humble Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
76,Prov. Humble Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
77,Prov. Humble Qu, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
80,Prov. Humble Tr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
83,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
84,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
88,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
89,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
90,Prov. Imperial, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
93,Prov. Just Mach, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
