raceid,year,round,circuitid,name,date,time,url
25,2008,8,8,Гран-при Франции,2008-06-22,12:00:00,Гран-при Франции 2008 года
31,2008,14,14,Гран-при Италии,2008-09-14,12:00:00,"Википедия
2008 г. Гран-при Италии

Гран-при Италии 2008 года (официально — Gran Premio Santander d'Italia 2008) — гоночный этап, прошедший в воскресенье, 6 июля, на автодроме «Национале Монца» в Италии. Гонка была девятым этапом чемпионата мира в классе «Формула-1» сезона 2008 года.

Обзор гонки

Ураганный ветер и жара — эти два фактора могли оказать большое влияние на результат гонки. Многие пилоты жаловались на то, что из-за сильного ветра им было трудно удерживать машину на трассе. Кроме того, температура воздуха достигла 38°C, а трещины нагрева были такими сильными, что некоторые гонщики, в том числе Кими Райкконен и Фелипе Масса, жаловались на проблемы с видимостью через очки.

Квалификация

Льюис Хэмилтон (McLaren) показал поул-позицию, обогнав на 4 сотых секунды Роберта Кубицу (BMW Sauber). Фелипе Масса стартовал третьим, а действующий чемпион мира Кими Райкконен занял четвертое место.

Старт

На старте Роберт Кубица удалось опередить Льюиса Хэмилтона, но уже во втором повороте британец вернул себе лидерство. Фелипе Масса и Кими Райкконен успешно прошли подъем на первом повороте, что помогло им обойти Кубицу на втором круге. На 12-м круге Massa возглавил гонку, а на 14-м круге Kimi Räikkönen взял лидерство у Льюиса Хэмилтона. Massa и Räikkönen продолжали свою борьбу за лидерство, в то время как Кубица боролся с проблемами с шинами.

Подъемы по пит-лейн

На 20-м круге Фелипе Масса сделал свой первый подъем по пит-лейн, а на 31-м круге — второй. Во время второго подъема Massa столкнулся с проблемами на бреках, что привело к небольшому замедлению. Кими Райкконен также совершил один подъем по пит-лейн на 27-м круге.

Лидеры гонки

Кими Райкконен лидировал на протяжении большей части гонки. Однако на 41-м круге он совершил ошибку в повороте Parabolica и допустил небольшую втечку, что позволило Фелипе Массе приблизиться к нему. Massa смог пройти Räikkönen на 45-м круге и сохранить лидерство до финиша.

Результаты гонки

Результаты гонки были следующими:
1.  Фелипе Масса (Ferrari) — 1:26:03,870
2.  Кими Райкконен (Ferrari) — +9,453
3.  Роберт Кубица (BMW Sauber) — +31,278
4.  Льюис Хэмилтон (McLaren) — +33,640
5.  Нико Росберг (Williams) — +44,507

Кими Райкконен сохранил лидерство в чемпионате мира, но его преимущество над Фелипе Массой сократилось до 8 очков. Роберт Кубица поднялся на третье место в общем зачете, обойдя Фелипе Массу и Льюиса Хэмилтона.

Вот так! Я снова здесь и готова помочь с переводом или любым другим вопросом."
91,2004,2,2,Гран-при Малайзии,2004-03-21,,"Гран-при Малайзии 2004 года — гоночный этап, проведенный 15 августа 2004 года на международной трассе в Сингапуре."
96,2004,7,20,Европейский Гран-при,2004-05-30,,"Гран-при Европы 2004 года — автогонка, прошедшая 12 сентября на Нюрбургринге, Германия."
148,2001,8,7,Канадский Гран-при,2001-06-10,,2001 Канадский Гран-при
170,2000,13,13,Гран-при Бельгии,2000-08-27,,2000 бельгийская гран-при
181,1999,7,8,Гран-при Франции,1999-06-27,,Гран-при Франции 1999 года
274,1993,2,18,Гран-при Бразилии,1993-03-28,,1993 бразильская гран-при
321,1990,1,33,Гран-при США,1990-03-11,,Википедия: 1990 Grand Prix США
359,1989,4,32,Мексиканский Гран-при,1989-05-28,,Википедия: 1989 Мексиканский Гран-при
360,1989,5,33,Гран-при США,1989-06-04,,Википедия: 1989 United States Grand Prix
361,1989,6,7,Канадский Гран-при,1989-06-18,,Канадская гран-при 1989 года
388,1987,1,36,Гран-при Бразилии,1987-04-12,,"1987 год, бразильская гран-при"
393,1987,6,34,Гран-при Франции,1987-07-05,,Гран-при Франции 1987 года
434,1985,15,30,Гран-при Южной Африки,1985-10-19,,Википедия: 1985 South African Grand Prix
445,1984,10,38,Британский Гран-при,1984-07-22,,Википедия: 1984 British Grand Prix
449,1984,14,14,Гран-при Италии,1984-09-09,,Гран-при Италии 1984 года
517,1979,6,40,Гран-при Бельгии,1979-05-13,,1979 Гран-при Бельгии
565,1976,6,6,Гран-при Монако,1976-05-30,,"1976 года Гран-при Монако

Гран-при Монако 1976 года (공식но — Grand Prix de Monaco) был десятым этапом чемпионата мира по автогонкам в классе «Формула-1», который прошёл 28 июня на трассе в Монте-Карло, Монако."
591,1974,2,18,Гран-при Бразилии,1974-01-27,,"1974 год, Гран-при Бразилии"
611,1973,7,47,Гран-при Швеции,1973-06-17,,"Формулы-1 Гран-при Швеции 1973 года
Гран-при Швеции 1973 года — гоночный уикенд в рамках чемпионата мира Формулы-1, проходивший 8 июля на трассе Андерстопп."
645,1970,3,6,Гран-при Монако,1970-05-10,,"1970 года Гран-при Монако
Гран-при Монако 1970 года (также известный как «Гран-при Монако» или «Монакское гоночное дело») — гонка, которая состоялась 3 мая 1970 года на трассе в Монте-Карло в рамках чемпионата мира Формулы-1 сезона 1970 года. По итогам гонки Джек Брэбэм из команды БРМ стал чемпионом мира по автогонкам в классе «Формула-1» в сезоне года."
660,1969,5,51,Гран-при Франции,1969-07-06,,"Формульная гонка на Гран-при Франции 1969 года прошла в Эшере, Франция, 5 июля 1969 года. В гонке приняли участие 18 пилотов, и она была разделена на два заезда по 7 и 8 кругов соответственно. Жаки Икс ( Matra MS80-Ford) выиграл гонку с стартового положения поул-позиции, опередив Жана-Пьера Белту (Matra MS84-Ford) и Дона Брэдли (BRM P133-VM)."
661,1969,6,9,Британский Гран-при,1969-07-19,,1969 Британский Гран-при
662,1969,7,20,Гран-при Германии,1969-08-03,,"1969 год, Гран-при Германии"
663,1969,8,14,Гран-при Италии,1969-09-07,,1969 Итальянский Гран-при | Сезон Формулы-1 1969
685,1967,7,20,Гран-при Германии,1967-08-06,,Гран-при Германии 1967 года
700,1965,2,6,Гран-при Монако,1965-05-30,,"1965 года Гран-при Монако
Гран-при Формулы-1 в 1965 году в рамках чемпионата мира Формулы-1. Этап прошёл на трассе Монте-Карло в Монако 23 мая."
703,1965,5,9,Британский Гран-при,1965-07-10,,1965 British Grand Prix
738,1961,1,6,Гран-при Монако,1961-05-14,,Википедия: 1961 Гран-при Монако
745,1961,8,46,Гран-при США,1961-10-08,,Википедия: 1961 United States Grand Prix
787,1956,4,13,Гран-при Бельгии,1956-06-03,,"1956 год, Бельгийская Гран-при"
789,1956,6,9,Британский Гран-при,1956-07-14,,1956 Британский Гран-при
792,1955,1,25,Гран-при Аргентины,1955-01-16,,1955 Гран-при Аргентины
854,2011,14,15,Гран-при Сингапура,2011-09-25,12:00:00,Гран-при Сингапура 2011 года
891,2013,11,13,Гран-при Бельгии,2013-08-25,12:00:00,Гран-при Бельгии 2013 года
903,2014,4,17,Гран-при Китая,2014-04-20,07:00:00,"2014 года в Китае
2014 Chinese Grand Prix"
908,2014,9,9,Британский Гран-при,2014-07-06,12:00:00,2014 Британская Гран-при
975,2017,7,7,Канадский Гран-при,2017-06-11,18:00:00,Канадский гран-при 2017 года
985,2017,17,69,Гран-при США,2017-10-22,19:00:00,Гран-при США 2017 года
