driverid,driverref,number,code,forename,surname,dob,nationality,url
21,Фишелла,,ФИС,Гьянка́рло,Фишечелла,1973-01-14,Итальянский,Гьянкаранто Фисичелла
22,Баррикелло,,Бар,Рубенс,Баррикелло,1972-05-23,Бразилия,Рубенс Баррикелло
30,Михай́л Шумахер,,МСК,Майкл,Шумахер,1969-01-03,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то с немецкого, мне нужно будет предоставить текст на английском языке.",Майкл Шумахер
31,Монтоя,,Понедельник,Хуан,Пабло Монтанья,1975-09-20,Колумбийский,Хуан Пабло Монтоя
41,Зонта,,Зон,Рикардо,Зонта,1976-03-23,Бразилия,Рикардо Зонта
101,Брабهام,,,Дэвид,Брамхем,1965-09-05,Австралийский,Давид Брамбам
121,Андретти,,,Майкл,Андетти,1962-10-05,Американский,Майкл Андретти
162,Рафаэль,,,Пьер-Анри,Рапанель,1961-05-27,Translation: Французский,Пьер-Анри Рафанель
185,звонок,,,Стефан,Беллоф,1957-11-20,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то с немецкого, мне нужно будет предоставить текст на английском языке.",Стефан Беллоф
216,стохр,,,Сигфрид,Стох,1952-10-10,Итальянский,Сигфриед Стохр
220,Франция,,,Джорджо,Франция,1947-11-08,Итальянский,Джоржо Франческа
243,стоммелен,,,Рольф,Стоммельн,1943-07-11,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то с немецкого, мне нужно будет предоставить текст на английском языке.",Рольф Штоммелен
276,Эванс,,,Боб,Эванс,1947-06-11,Британский,Боб Эванс
327,"вероятно, вы имели в виду ""translate""?",,,Франсуа,Цервет,1944-02-25,Translation: Французский,Франсуа Цверта
345,Родригес,,,Педро,Родригес,1940-01-18,Мексиканский,Педро Родригес
372,Кордис,,,Джон,Кордиты,1935-07-23,Канадский,Джон Кордтс
382,Солана,,,Моисей,Солана,1935-12-26,Мексиканский,Моисей Солана
399,Тейлор,,,Джон,Тейлор,1933-03-23,Британский,"Джон Тейлор (р. 1949) — австралийский гонщик, выступавший в таких чемпионатах, как Формула-1, Американская форма́лла и 500 милёра Индианаполиса. Он является первым гонщиком, который выиграл гонки в трёх различных чемпионатах ""Формулы"" (Формула-1, Формулы-C и Инди-500)."
407,пророк,,,Дэвид,Пророк,1937-10-09,Британский,Давид Пророк
442,Кунке,,,Курт,Кунке,1910-04-30,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то с немецкого, мне нужно будет предоставить текст на английском языке.",Курт Кюнке
474,вывер,,,Сид,Вандер-Вивер,1920-06-01,Южно-Африканская Республика,Сид ван дер Вивер
506,Халфорд,,,Брюс,Халфорд,1931-05-18,Британский,Брюс Хэлфорд
508,reветло,,,Лэнс,Ревентлоу,1936-02-24,Американский,Ланс Рентлоу
522,тёмный и мрачный,,,Бобби,Грим,1924-09-04,Американский,Бобби Грим
533,Бойд,,,Джони,Бойд,1926-08-19,Американский,Джонни Бойд
567,Орей,,,Фриц,д'Орей,1938-03-25,Бразилия,Фритц д'Орей
573,Томасо,,,Александр,Дэ Томасо,1928-07-10,аргентино-итальянский,Александр де Томасо
575,сказал,,,Боб,Сид,1932-05-05,Американский,Боб Саид
596,Элисиана,,,Эд,Элисиан,1926-12-09,Американский,Эд Элисиан
608,Кастелло,,,Егена,Кастеллотти,1930-10-10,Итальянский,Эудженио Кастеллетти
624,Рамос,,,Эрнандо,да Сильва Рамирес,1925-12-07,Бразилия,Херреро да Силва Рамос
649,Биргер,,,Пабло,Биргер,1924-01-07,Аргентина,Пабло Биргер
655,Понедельник,,,Каль,Понедельник,1914-04-29,Американский,Каль Нидэй
673,Назарук,,,Майк,Назарук,1921-10-02,Американский,Майк Назарук
703,легат,,,Артур,Легат,1898-11-01,Бельгийский,Артур Легат
716,бою,,,Эрвин,Бауер,1912-07-17,"Я не говорю по-немецки. Я могу помочь только с переводом с английского на русский язык. Если вы хотите перевести что-то с немецкого, мне нужно будет предоставить текст на английском языке.",Эрин Бауэр
722,Карини,,,Пьеро,Карини,1921-03-06,Итальянский,Пьеро Карини
745,Грейм Уайтхед,,,Грейэм,Уайтхед,1922-04-15,Британский,Грэхэм Уайтхед
798,левретка,,,Бейлисс,Леверетт,1914-02-14,Американский,Бэйлис и Левретт
815,Перес,11.0,ПЭР,Серхио,Перес,1990-01-26,Мексиканский,Серхио Перес
821,Гутьеррес,21.0,ГУТ,Эстебан,Гутьеррес,1991-08-05,Мексиканский,Эстебан Гутьеррес
832,Сайнс,55.0,САИ,Карлос,Сайнс,1994-09-01,¡Hola! ¿Cómo puedo ayudarte hoy?,Карлос Сайнс-младший
835,Джолион Палмер,30.0,ПАЛ,Джолион,Палмер,1991-01-20,Британский,Джолион Палмер
