playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
jonesni01,Ник,Райан,Nicholas,Джонс,,,,Ник,G,0.0,0.0,74.0,190.0,Орегон,,1945-03-28,,,,Джон Маршалл,Портленд,ИЛИ,США,0000-00-00,B
linsle01,,Лерой,,Линзы,,,,,G,0.0,0.0,73.0,175.0,Рутгеры,,1913-06-21,,,,,,,,0000-00-00,W
grayaa01,Аарон,Аарон,Michael,Серый,,,,,C,0.0,0.0,84.0,270.0,Питтсбург,,1984-12-07,Тарзана,КА,США,Эммаус,Эммаус,ПА,США,0000-00-00,W
schafbo01,Боб,Роберт,Thomas,Шейфер,,,,"Боб, Датч",G,0.0,0.0,75.0,195.0,Вильянова,,1933-03-29,,,,Римская католическая,Филадельфия,ПА,США,2005-02-15,W
sanchpe01,Пепе,Хуан,Ignacio,Санчес,,,,Пепе,G,0.0,0.0,76.0,195.0,Храм,,1977-05-08,Баия Бланка,,ARG,ЕЭМ No 3,,,ARG,0000-00-00,W
salmojo01,Джон,Джон,Rashall,Лосося,,,,,G-F,0.0,0.0,78.0,210.0,Майами (ФЛ),,1979-12-12,Филадельфия,ПА,США,Плимут Уайтмарш,Плимутская встреча,ПА,США,0000-00-00,B
seideal01,,Алан,,Сейден,,,,,G,0.0,0.0,71.0,170.0,Сент-Джонс (НЙ),,1937-05-01,Бруклин,Нью-Йорк,США,Чили,Чили,Нью-Йорк,США,2008-05-03,W
jacksst02,Стивен,Стивен,Jesse,Джексон,,,,,G-F,0.0,0.0,80.0,218.0,Butler Co CC (DNP),,1978-04-05,Хьюстон,TX,США,Академия Линкольн/Оук Хилл,Порт-Артур/Рут Уилсона,TX/VA,США,0000-00-00,B
kemptti01,Тим,Тимоти,Joseph,Кэмптон,,,,Тим,Ф-С,0.0,0.0,82.0,245.0,Нотр-Дам,,1964-01-25,Чили,Нью-Йорк,США,Сент-Доминик,Устричный залив,Нью-Йорк,США,0000-00-00,W
flynnmi01,Майк,Майкл,David,Флинн,,,,Майк,G,0.0,0.0,74.0,180.0,Кентукки,,1953-07-31,Касабланка,,МОР,Джефферсонвилль,Джефферсонвилль,ВНУТРЕННИЕ,США,0000-00-00,W
brackcr01,Крейг,Крейг,Lee,Краски,,,,,F,0.0,0.0,82.0,230.0,Состояние Айовы,,1987-10-09,Ланкастер,КА,США,Палмдейл (DNP) / Мальчики для мужчин Акад / Брюстер Акад,Палмдейл/Чикаго/ Вольфеборо,CA/IL/ NH,США,0000-00-00,B
wareji01,Джим,Джеймс,Edward,Продажа,,,,"Джим, прыгай.",F,0.0,0.0,79.0,210.0,Город Оклахома,,1944-05-02,Натчез,MS,США,,,,,0000-00-00,B
brownma02,,Маршалл,Earl,Коричневый,,,,,F,0.0,0.0,75.0,170.0,Техасские технологии,"Лон Моррис, JC (TX.)",1918-06-28,Уайтхаус,TX,США,Уайтхаус,Уайтхаус,TX,США,2008-08-20,W
mcmilji01,Джим,Джеймс,M.,Макмиллиан,,,,Джим,F,0.0,0.0,77.0,215.0,Колумбия,,1948-03-11,Рэйфорд,НС,США,Томас Джефферсон,Бруклин,Нью-Йорк,США,0000-00-00,B
robiner01,Эрмер,Эрмер,Buster,Робинсон,,,,,,,,,,,,1922-11-24,,Хорошо.,США,,,,,1982-12-29,B
walkebi01,Билл,Уильям,Henry ,Уолкер,,,,Билл,G-F,0.0,0.0,78.0,220.0,Государство Канзас,,1987-10-09,Хантингтон,WV,США,Хантингтон / Северный колледж Хилл,Хантингтон/Цинциннати,WV/OH,США,0000-00-00,B
fergude01,Десмонд,Десмонд,,Фергюсон,,,,,F,0.0,0.0,79.0,210.0,Детройт,Миссури,1977-07-22,Детройт,МИ,США,Эверетт,Лансинг,МИ,США,0000-00-00,B
kerbeot01,,Отто,,Кербер,,,,,G,0.0,0.0,74.0,175.0,Де Поль,,0000-00-00,,,,Lane Tech,Чикаго,Ил,США,0000-00-00,W
abdulta01,Тарик,Тарик,,Абдул-Вахад,,Оливье Майкл Сен-Джин,,,G-F,0.0,0.0,78.0,223.0,Сан-Хосе,Мичиган,1974-11-03,Measons Alfort,,ОЛР,Лица Аристида Брайан,Эврё,,ОЛР,0000-00-00,B
cottoja02,Джеймс,Джеймс,Wesley,Хлопок,,,,,G-F,0.0,0.0,77.0,220.0,Государство Лонг-Бич,,1975-12-14,Лос-Анджелес,КА,США,Сент-Джон Боско,Цветок,КА,США,0000-00-00,B
flickgo01,,Гордон,P.,Флик,,,,,Ф-С,0.0,0.0,75.0,200.0,Дрейк,,1921-08-13,Миннеаполис,МН,США,,,,,2006-03-22,W
malonbr01,Брендан,Брендан,,Мэлоун,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
garneke01,Кевин,Кевин,Maurice,Гарнетт,,,,"К.Г., Большой билет",F,0.0,0.0,83.0,220.0,нет,,1976-05-19,Маулдин,ПК,США,Академия им. Маулдина/Фарагута,Малдин/Чикаго,СК/ИЛ,США,0000-00-00,B
aleksch01,Чак,Чарльз,,Алексины,,,,Чак,C,0.0,0.0,83.0,260.0,Коннектикут,Кентукки,1959-02-26,Личфилд,КТ,США,Вамого,Личфилд,КТ,США,0000-00-00,W
leecl01,Клайд,Клайд,Wayne,Ли,,,,,Ф-С,0.0,0.0,81.0,200.0,Вандербильт,,1944-03-14,Нэшвилл,TN,США,Дэвид Липскомб,Нэшвилл,TN,США,0000-00-00,W
kenvibi01,Билли,Уильям,McGill,Кенвилл,,,,"Билли, ""Кид""",G-F,0.0,0.0,74.0,187.0,Сент-Бонатура,,1930-12-01,Эльмхёрст,Нью-Йорк,США,ДНП,,,,0000-00-00,W
hendrma01,Марк,Марк,Allan,Хендриксон,,,,,F,0.0,0.0,81.0,220.0,Вашингтон,,1974-06-23,Гора Вернон,WA,США,Гора Вернон,Гора Вернон,WA,США,0000-00-00,W
porteke01,Кевин,Кевин,,Портер,,,,,G,0.0,0.0,72.0,170.0,Сент-Фрэнсис (ПА),,1950-04-17,Чикаго,Ил,США,Регулируемость,Чикаго,Ил,США,0000-00-00,B
kernejo01,Джонатан,Джонатан,,Кернер,,,,,C,0.0,0.0,83.0,245.0,Восточная Каролина,Флорида,1974-06-06,Атланта,GA,США,Сент-Пий X,Атланта,GA,США,0000-00-00,W
felixra01,Рэй,Рэймонд,Darlington,Феликс,,,,Рэй,C,0.0,0.0,83.0,220.0,ЛЮ,,1930-12-10,Нью-Йорк,Нью-Йорк,США,Метрополитен,Нью-Йорк,Нью-Йорк,США,1991-07-28,B
brownke01,Кедрик,Альберт,Kedrick,Коричневый,,,,Кедрик,F,0.0,0.0,79.0,222.0,Окалоса-Уолтон КК,,1981-03-18,Закари,Лос-Анджелес,США,Закари,Закари,Лос-Анджелес,США,0000-00-00,B
kenonla01,Ларри,Ларри,Joe,Кенон,,,,"К, специальный К, д-р К.",F,0.0,0.0,81.0,205.0,Государство Мемфис,Амарильо Дж.К.,1952-12-13,Бирмингем,AL,США,Ульман,Бирмингем,AL,США,0000-00-00,B
reynoje02,Джерри,Джерри,,Рейнольдс,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
magloja01,Джамаал,Джамаал,Dane,Маглуар,,,,Джам,Ф-С,0.0,0.0,82.0,259.0,Кентукки,,1978-05-21,Торонто,ВО ВСТРЕЧЕ,КАН,Восточная школа торговли,Торонто,ВО ВСТРЕЧЕ,КАН,0000-00-00,B
gregoed01,Эд,Эд,,Грегори,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
ellisle02,Лерон,Ле Рон,Perry,Эллис,,,,,Ф-С,0.0,0.0,81.0,225.0,Сиракуз,Кентукки,1969-04-28,Лос-Анджелес,КА,США,Мэтр Дей,Санта-Ана,КА,США,0000-00-00,B
crockdi01,Диллард,Джеймс,Dillard,Крокер,,,,Диллард,Ф-Г,0.0,0.0,76.0,205.0,Западный Мичиган,,1925-01-19,Найлс,МИ,США,Найлс,Найлс,МИ,США,0000-00-00,W
ursojo01,,Джо,,Урсо,,,,,G,0.0,0.0,70.0,170.0,Дюкесне,Питтсбург?,1916-09-17,,,,,,,,1991-04-27,W
wrighbr03,Брендан,Брендан,Keith,Райт,,,,,F,0.0,0.0,81.0,205.0,Северная Каролина,,1987-10-05,Нэшвилл,TN,США,Академия Брентвуда,Брентвуд,TN,США,0000-00-00,B
radmavl01,Владимир,Владимир,,Радманович,,,,,F,0.0,0.0,82.0,227.0,нет,,1980-11-19,Требинье,,ЮГ,,,,,0000-00-00,W
migdate01,,Теодор,,Мигдал,,,,Тед,F,0.0,0.0,69.0,140.0,Майами (ОХ),,1918-02-14,,,,Гарфилд,Акрон,Ооо.,США,1999-11-01,W
mchonmo01,Моррис,Моррис,,МакХон,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
willimi03,Майк,Майкл,George,Уильямс,,,,Майк,F,0.0,0.0,80.0,255.0,Брэдли,Цинциннати,1963-08-14,Чикаго,Ил,США,&lt; &lt; Салле де ла &gt; &gt;,Чикаго,Ил,США,0000-00-00,B
walkewa01,Уолли,Уолтер,Frederick,Уолкер,,,,Уолли,F,0.0,0.0,78.5,190.0,Вирджиния,,1954-07-18,Миллерсвилль,ПА,США,Помещение в Пенсильвании,Миллерсвилль,ПА,США,0000-00-00,W
grossbo01,Боб,Роберт,Edwin,Валовой оклад,,,,Боб,Ф-Г,0.0,0.0,78.0,200.0,Государство Лонг-Бич,Сиэтл/Лос-Анджелесская гавань,1953-08-03,Сан Педро,КА,США,Фермин Лозен,Сан Педро,КА,США,0000-00-00,W
glassge01,Джеральд,Джеральд,Damon,Стекло,,,,Мировой класс,G-F,0.0,0.0,77.0,221.0,Миссисипи,Государство дельта,1967-11-12,Гринвуд,MS,США,Аманда Элзи,Гринвуд,MS,США,0000-00-00,B
abdulka01,Карим,Карим,,Абдул-Джаббар,,Фердинанд Льюис Алсиндор младший.,,"Лью, кэп",C,0.0,0.0,85.0,225.0,ОАКЛА,,1947-04-16,Нью-Йорк,Нью-Йорк,США,Мемориал &lt; &lt; Пауэр мемориал &gt; &gt;,Нью-Йорк,Нью-Йорк,США,0000-00-00,B
archina01,Нейт,Натаниэль,,Арчибальд,,,,"Нейт, маленький",G,0.0,0.0,73.0,150.0,UTEP,&lt; &lt; Аризона &gt; &gt;,1948-09-02,Нью-Йорк,Нью-Йорк,США,ДеВитт Клинтон,Бронкс,Нью-Йорк,США,0000-00-00,B
arizipa01,Пол,Пол,Joseph,Аризин,,,,Пичкает Полом,Ф-Г,0.0,0.0,74.0,190.0,Вильянова,,1928-04-09,Филадельфия,ПА,США,ЛаСалле (ДНП),Филадельфия,ПА,США,2006-12-12,W
barklch01,Чарльз,Чарльз,Wade,Баркли,,,,"Сэр Чарльз, Чак, Чак, Чакстер.",F,0.0,0.0,77.0,250.0,Оберн,,1963-02-20,Лидс,AL,США,Лидс,Лидс,AL,США,0000-00-00,B
barryri01,Рик,Ричард,Francis  Dennis,Барри,,,III,Рик,F,0.0,0.0,79.0,205.0,Майами (ФЛ),,1944-03-28,Элизабет,NJ,США,Парк Розель,Парк Розель,NJ,США,0000-00-00,W
bayloel01,Элгин,Элгин,Gay,Бэйлор,,,,Кролик,F,0.0,0.0,77.0,225.0,Сиэтл,Колледж Айдахо,1934-09-16,Вашингтон,РС,США,Спингарн/Фелпс,Вашингтон,РС,США,0000-00-00,B
beardra01,Ральф,Ральф,Milton,Борода,,,Младший.,,G,0.0,0.0,70.0,175.0,Кентукки,,1927-12-02,Хардинсбург,KY,США,Мужской,Луисвилль,KY,США,2007-11-29,W
bingda01,Дэйв,Дэвид,,Бинг,,,,Дэйв,G,0.0,0.0,75.0,180.0,Сиракуз,,1943-11-24,Вашингтон,РС,США,Спингарн,Вашингтон,РС,США,0000-00-00,B
birdla01,Ларри,Ларри,Joe,Птица,,,,,Ф-Г,0.0,0.0,81.0,220.0,Государство Индиана,Индиана/Нортвудский институт,1956-12-07,Западный Баден,ВНУТРЕННИЕ,США,Долина Спрингс,Французский лик,ВНУТРЕННИЕ,США,0000-00-00,W
bryanko01,Кобе,Кобе,Bean,Брайант,,,,,G,0.0,0.0,78.0,200.0,нет,,1978-08-23,Филадельфия,ПА,США,Нижняя Мерион,Ардмор,ПА,США,0000-00-00,B
chambwi01,Уилт,Уилтон,Norman,Чемберлен,,,,"Уилт, Уилт Стилт, Большой Диппер",C,0.0,0.0,85.0,250.0,Канзас,,1936-08-21,Филадельфия,ПА,США,Овербрук,Филадельфия,ПА,США,1999-10-12,B
cousybo01,Боб,Роберт,Joseph,Кузина,,,,"Боб, Куз, Гудини из Хардвуд",G,0.0,0.0,73.0,175.0,Святой Крест,,1928-08-09,Нью-Йорк,Нью-Йорк,США,Эндрю Джексон,Чили,Нью-Йорк,США,0000-00-00,W
cunnibi01,Билли,Уильям,John,Каннингем,,,,"Билли, Кенгуру Кид.",Ф-С,0.0,0.0,77.0,195.0,Северная Каролина,,1943-06-03,Бруклин,Нью-Йорк,США,Зал Erasmus,Бруклин,Нью-Йорк,США,0000-00-00,W
daviebo01,Боб,Роберт,Edris,Дейвис,,,,"Боб, Харрисбург Гудини, Лил Абнер",G-F,0.0,0.0,73.0,175.0,Сетон-холл,Франклин и Маршалл,1920-01-15,Харрисбург,ПА,США,Джон Харрис,Харрисбург,ПА,США,1990-04-22,W
drexlcl01,Клайд,Клайд,Austin,Дрекслер,,,,Клайд Клейд,G-F,0.0,0.0,79.0,210.0,Хьюстон,,1962-06-22,Новый Орлеан,Лос-Анджелес,США,Стерлинг,Хьюстон,TX,США,0000-00-00,B
duncati01,Тим,Тимоти,Theodore,Дункан,,,,Тим,С-Ф,0.0,0.0,82.0,248.0,Уэйк Форест,,1976-04-25,Санта-Крус,,ISV,Епископальный фильм Святого Дунстана,Санта-Крус,,ISV,0000-00-00,B
duranke01,Кевин,Кевин,Wayne,Дюрант,,,,,F,0.0,0.0,81.0,215.0,Техас,,1988-09-29,Вашингтон,РС,США,Академия Оук Хилл/Монтроуз Кристиан,Уилсон/Роквилль,VA / MD,США,0000-00-00,B
ervinju01,Юлий,Юлий,Winfield,Редактирование,,,II,"Доктор Джей, Доктор",Ф-Г-С,0.0,0.0,78.0,200.0,Массачусетс,,1950-02-22,Рузвельт,Нью-Йорк,США,Рузвельт,Рузвельт,Нью-Йорк,США,0000-00-00,B
ewingpa01,Патрик,Патрик,Aloysius,Ювинг,,,,,С-Ф,0.0,0.0,84.0,240.0,Джорджтаун,,1962-08-05,Кингстон,,ДЖАМ,Кембриджский хребет и латынь,Кембридж,МЭТ,США,0000-00-00,B
foustla01,Ларри,Лоуренс,Michael,Фуст,,,,"Ларри, Большой Лоуренс",С-Ф,0.0,0.0,81.0,215.0,ЛаСалле,,1928-06-24,Пейнсвилль,Ооо.,США,Южно-католическая,Филадельфия,ПА,США,1984-10-27,W
fraziwa01,Уолт,Уолтер,,Фрейзер,,,Младший.,"Уолт, Клайд",G,0.0,0.0,76.0,200.0,Южный Иллинойс,,1945-03-29,Атланта,GA,США,Дэвид Т. Говард,Атланта,GA,США,0000-00-00,B
gallaha01,Гарри,Гарри,Junior,Галлатин,,,,"Лошадь, фермер",Ф-С,0.0,0.0,78.0,210.0,ННО Государство Миссури,,1927-04-26,Роксана,Ил,США,Роксана,Роксана,Ил,США,0000-00-00,W
gervige01,Джордж,Джордж,,Гервин,,,,"Ледяной, ледяной",G-F,0.0,0.0,79.0,180.0,Восточный Мичиган,Государство Лонг-Бич,1952-04-27,Детройт,МИ,США,Мартин Лютер Кинг,Детройт,МИ,США,0000-00-00,B
goodrga01,Гейл,Гейл,Charles,Гудрих,,,Младший.,Пушистый,G,0.0,0.0,73.0,170.0,ОАКЛА,,1943-04-23,Лос-Анджелес,КА,США,Джон Х. Фрэнсис Политехнический,Лос-Анджелес,КА,США,0000-00-00,W
grozaal01,Алекс,Алекс,John,Гроза,,,,,C,0.0,0.0,79.0,218.0,Кентукки,,1926-10-07,Мартинс Ферри,Ооо.,США,Мартинс Ферри,Мартинс Ферри,Ооо.,США,1995-01-21,W
hardaan01,Анферни,Анферни,Deon,Недалеко.,,,,Пенни,G-F,0.0,0.0,79.0,195.0,Государство Мемфис,,1971-07-18,Мемфис,TN,США,Трэдвелл,Мемфис,TN,США,0000-00-00,B
hardati01,Тим,Тимоти,Duane,Недалеко.,,,,"Тим, Жук",G,0.0,0.0,72.0,175.0,UTEP,,1966-09-01,Чикаго,Ил,США,Карвер,Чикаго,Ил,США,0000-00-00,B
