id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
38,1967,0,0,0,HSM,Тони,Етмон,,,Панамериканский,ABA
60,1967,0,0,0,INA,Джин,Вашингтон,,,Штат Мичиган,ABA
92,1967,0,0,0,NJA,Фрэнк,Holloendoner,,,Джорджтаун,ABA
111,1967,0,0,0,OAK,Искусство,Аллен,,,Бетун-Кукман,ABA
279,1968,0,0,0,NYA,Гарри,Лори,,lauriha01,Святого Петра,ABA
282,1968,0,0,0,OAK,Пропустить,Харлика,,harlisk01,Южная Каролина,ABA
302,1969,0,0,0,CAR,Нил,Пойдём,,walkne01,Флорида,ABA
351,1969,0,0,0,KEN,Дик,Гарретт,,,Южный Иллинойс,ABA
435,1970,0,0,0,CAR,Джим,Синьор,,,Нью-Йоркский университет,ABA
447,1970,0,0,0,DNR,Майк,Цена,,pricemi01,Иллинойс,ABA
449,1970,0,0,0,DNR,Фред,Тейлор,,taylofr01,Панамериканцы,ABA
603,1971,0,0,0,DNR,Дэйв,Робиш,,robisda01,Канзас,ABA
611,1971,0,0,0,DNR,Глен,Ричелс,,,Висконсин,ABA
690,1971,0,0,0,MMP,Торп,Вебер,,,Вандербильт,ABA
751,1971,0,0,0,UTS,Мо,Лэйтон,,laytomo01,Южная Калифорния,ABA
758,1971,0,0,0,VIR,Остин,Перевозка,,carrau01,Нотр-Дам,ABA
769,1972,0,0,0,CAR,Дэннис,Вуйчик,,wuycide01,Северная Каролина,ABA
817,1972,0,0,0,DLC,Джефф,Хикман,,,Хьюстон,ABA
1044,1973,1,0,0,VIR,Фил,Смит,,smithph01,Сан-Франциско,ABA
1180,1973,9,0,0,INA,Роберт,Уилсон,,,Государство Вичита (красная рубашка),ABA
1240,1974,2,0,0,KEN,Al,Эберхард,,eberhal01,Миссури,ABA
1363,1974,10,0,0,VIR,Марк,Картрайт,,,Зеленый боулинг,ABA
1365,1975,1,0,0,INA,Дэн,Круглое поле,,roundda01,Центральный Мичиган,ABA
1476,1947,0,0,0,NYK,Эд,Голуб,,,Норфолкский военно-морской учебный центр,NBA
1715,1950,1,2,2,BLB,Дон,Рехфельдт,,rehfedo01,Висконсин,NBA
1831,1950,11,0,0,INO,Джимми,Дойл,,,Батлер,NBA
1963,1952,0,0,0,MNL,Боб,Холт,,,Тулане,NBA
2012,1952,1,5,5,NYK,Ральф,Полсон,,polsora01,Уитворт,NBA
2054,1953,0,0,0,MLH,Джин,Дикер,,dykerge01,Де Поль,NBA
2071,1953,0,0,0,MNL,Гарольд,Кристенсен,,,Бригам Янг,NBA
2134,1953,6,0,0,BOS,Вернон,Стоукс,,,Сент-Фрэнсис (NY),NBA
2328,1955,8,0,0,BOS,Дин,Парсоны,,,Вашингтон,NBA
2436,1957,1,2,2,DET,Чарльз,Тира,,tyrach01,Луисвилль,NBA
2518,1957,15,1,84,PHW,Джерри,Гибсон,,,,NBA
2531,1958,2,4,11,NYK,Джо,Куигг,,,Северная Каролина,NBA
2547,1958,4,4,27,NYK,Джон,Кокс,,coxjo01,Кентукки,NBA
2646,1959,5,7,37,STL,Ник,Богохульство,,mantini01,Северо-западный,NBA
2738,1960,6,6,46,STL,Йорк,Ларес,,laresyo01,Северная Каролина,NBA
2780,1960,14,1,88,CIN,Ларри,Чейни,,,Штат Монтана,NBA
2791,1960,20,1,99,CIN,Тони,Уилкокс,,,Виттенберг,NBA
2904,1962,1,3,3,STL,Зельмо,Бейти,,beatyze01,Вид прерии,NBA
2917,1962,2,9,16,BOS,Джек,Фоли,,foleyja01,Святой Крест,NBA
2994,1962,13,1,93,CHZ,Том,Кеннеди,,,Льюис,NBA
3024,1963,3,5,22,CIN,Джимми,Рэйл,,raylji01,Индианаa,NBA
3052,1963,6,6,50,STL,Al,Сантио,,,Государство Мэриленд,NBA
3064,1963,7,9,62,BOS,Херб,Мэджи,,,Филадельфийский текстиль,NBA
3120,1964,4,8,33,CIN,Счастливый,Hairston,,hairsha01,Нью-Йоркский университет,NBA
3135,1964,6,5,48,LAL,Трой,Кольер,,,Штат Юта,NBA
3276,1965,12,1,87,NYK,Стив,Трупин,,,Йель,NBA
3349,1966,6,1,51,NYK,Джордж,Фишер,,,Юта,NBA
3438,1967,3,9,28,CIN,Сэм,Смит,,smithsa01,Кентукки Уэслиан,NBA
3541,1967,12,8,131,PHI,Хаби,Маршалл,,,ЛаСалле,NBA
3605,1968,3,11,33,BAL,Джек,Томпсон,,thompja01,Восточный Кентукки,NBA
3619,1968,4,11,47,ATL,Боб,Уоррен,,warrebo01,Храмирование,NBA
3649,1968,6,13,77,PHO,Родни,Знания,,knowlro01,Колорадо,NBA
3738,1968,13,6,166,NYK,Кен,Морехед,,,Массачусетс,NBA
3750,1968,14,7,178,LAL,Джон,Годфри,,,Принстон,NBA
3815,1969,2,14,29,BAL,Вилли,Скотт,,scottwi01,Государство Алабама,NBA
3963,1969,13,9,177,NYK,Джеймс,Уайат,,,НВ Луизиана,NBA
4016,1970,1,12,12,PHI,Al,Генрих,,henryal01,Висконсин,NBA
4069,1970,4,14,65,ATL,Фред,Дэвис,,,Говард Пейн,NBA
4110,1970,7,4,106,BOS,Чарли,Скотт,,scottch01,Северная Каролина,NBA
4211,1970,14,4,207,SEA,Дон,Пчеловод,,,Линфилд,NBA
4226,1970,15,9,222,BAL,Тед,Роза,,,Северный Мичиган,NBA
4416,1971,10,16,168,MIL,Дэн,Файф,,,Мичиган,NBA
5138,1975,4,12,66,SEA,Джим,Мур,,,Штат Юта,NBA
5228,1975,9,12,156,CHI,Гэри,Томасевский,,,Сент-Мэри (TX),NBA
5271,1976,2,8,25,NYK,Лонни,Шелтон,,sheltlo01,Государство Орегон,NBA
5327,1976,5,13,81,PHI,Джефф,Коричневый,,,Миссури Вестерн,NBA
5487,1977,3,12,56,BOS,Пропустить,Коричневый,,,Уэйк Форест,NBA
5635,1978,2,12,34,NYK,Грег,Банч,,bunchgr01,Cal State-Fullerton,NBA
5871,1979,4,2,68,BOS,Ник,Гали,,,Сетон-холл,NBA
