playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
lucasje01,Лукас,Джерри,1965,Восточный,NBA,1,23,10.0,,,19.0,0.0,,,,,11.0,4.0,2.0,2.0,,
ricegl01,Рис,Глен,1997,Восточный,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
stackje01,Стэкхаус,Джерри,2000,Восточный,NBA,1,15,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,0.0,1.0,1.0
russebi01,Рассел,Билл,1964,Восточный,NBA,1,33,17.0,,,13.0,5.0,,,,,12.0,7.0,9.0,3.0,,
mcdyean01,МакДикс,Антонио,2000,Западный,NBA,1,15,8.0,3.0,5.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0
danieme01,Дэниелс,Мэл,1971,Западный,ABA,1,26,21.0,1.0,8.0,9.0,1.0,,,1.0,4.0,14.0,8.0,8.0,5.0,0.0,0.0
meschto01,Разновидность,Том,1962,Западный,NBA,1,8,3.0,,,1.0,1.0,,,,,3.0,1.0,2.0,1.0,,
mariosh01,Мэрион,Шон,2005,Западный,NBA,1,17,14.0,4.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,9.0,5.0,7.0,4.0,0.0,0.0
jonesla01,Джонс,Ларри,1967,Западный,ABA,1,28,14.0,3.0,10.0,13.0,2.0,,,3.0,3.0,10.0,6.0,3.0,2.0,0.0,0.0
shuege01,Шу,Джин,1958,Западный,NBA,1,31,13.0,,,4.0,3.0,,,,,11.0,6.0,2.0,1.0,,
mcginge01,МакГиннис,Джордж,1973,Западный,ABA,1,30,14.0,7.0,4.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
oaklech01,Оукли,Чарльз,1993,Восточный,NBA,1,11,2.0,,,3.0,3.0,,,,,3.0,1.0,0.0,0.0,,
dampilo01,Влажнее,Луи,1968,Восточный,ABA,1,38,14.0,0.0,2.0,2.0,6.0,,,2.0,2.0,14.0,5.0,3.0,3.0,4.0,1.0
jabalwa01,Джабали,Уоррен,1973,Западный,ABA,1,24,6.0,1.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,15.0,3.0,1.0,0.0,5.0,0.0
smithad01,Смит,Эдриан,1965,Восточный,NBA,1,26,24.0,,,8.0,3.0,,,,,18.0,9.0,6.0,6.0,,
garneke01,Гарнетт,Кевин,2006,Западный,NBA,1,14,7.0,4.0,2.0,6.0,4.0,1.0,0.0,2.0,1.0,8.0,3.0,2.0,1.0,0.0,0.0
mitchmi01,Митчелл,Майк,1980,Восточный,NBA,1,15,14.0,,,4.0,2.0,,,,,12.0,6.0,2.0,2.0,,
mcgratr01,МакГради,Трейси,2003,Восточный,NBA,1,23,13.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,5.0,4.0,2.0,6.0,1.0
laniebo01,Ланье,Боб,1977,Западный,NBA,1,4,1.0,,,2.0,0.0,,,,,0.0,0.0,2.0,1.0,,
menyade01,Мятежный двор,Девитт,1967,Западный,ABA,1,6,4.0,1.0,1.0,2.0,0.0,,,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0
hardati01,Недалеко.,Тим,1992,Западный,NBA,1,21,16.0,,,6.0,4.0,,,,,9.0,3.0,12.0,9.0,,1.0
willich02,Уильямс,Чак,1972,Западный,ABA,1,16,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0
abdulka01,Абдул-Джаббар,Карим,1987,Западный,NBA,1,14,10.0,,,4.0,0.0,,,,,9.0,4.0,2.0,2.0,,
silasja01,Сайлас,Джеймс,1975,Allstars,ABA,1,23,20.0,,,0.0,5.0,,,,8.0,10.0,6.0,8.0,8.0,0.0,0.0
schaydo01,Шайес,Долф,1961,Восточный,NBA,1,4,0.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,
melchbi01,Мельчионни,Билл,1972,Восточный,ABA,1,24,4.0,3.0,5.0,8.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
thurmna01,Турмонд,Нейт,1969,Западный,NBA,1,99,,,,,,,,,,,,,,,
brownro01,Коричневый,Вас понял.,1970,Западный,ABA,1,28,12.0,1.0,2.0,3.0,3.0,,,4.0,4.0,11.0,3.0,8.0,6.0,2.0,0.0
monroea01,Монро,Эрл,1970,Восточный,NBA,1,18,6.0,,,5.0,2.0,,,,,9.0,3.0,0.0,0.0,,
vanarto01,Ван Арсдейл,Том,1971,Восточный,NBA,1,4,0.0,,,1.0,0.0,,,,,1.0,0.0,0.0,0.0,,
richami01,Ричардсон,Майкл Рэй,1984,Восточный,NBA,1,13,5.0,,,2.0,1.0,,,,,8.0,2.0,2.0,1.0,,
duncati01,Дункан,Тим,2006,Западный,NBA,1,15,4.0,0.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
bakervi01,Бейкер,Вин,1996,Восточный,NBA,1,24,19.0,7.0,5.0,12.0,1.0,0.0,0.0,0.0,2.0,12.0,8.0,4.0,3.0,0.0,0.0
beardbu01,Борода,Бутч,1971,Восточный,NBA,1,7,3.0,,,1.0,0.0,,,,,4.0,1.0,1.0,1.0,,
brownro01,Коричневый,Вас понял.,1969,Восточный,ABA,1,28,15.0,,,6.0,2.0,,,,4.0,10.0,5.0,6.0,5.0,0.0,0.0
reedwi01,Рид,Уиллис,1967,Восточный,NBA,1,25,16.0,,,8.0,1.0,,,,,14.0,7.0,3.0,2.0,,
bryanko01,Брайант,Кобе,2000,Западный,NBA,1,30,19.0,2.0,2.0,4.0,7.0,1.0,0.0,3.0,3.0,17.0,9.0,0.0,0.0,2.0,1.0
greerha01,Грир,Хэл,1968,Восточный,NBA,1,17,4.0,,,3.0,2.0,,,,,1.0,0.0,5.0,4.0,,
willigu01,Уильямс,Гас,1982,Западный,NBA,1,15,6.0,,,1.0,4.0,,,,,9.0,3.0,0.0,0.0,,
westppa01,Вестфал,Пол,1976,Западный,NBA,1,31,20.0,,,1.0,6.0,,,,,16.0,10.0,0.0,0.0,,
robingl01,Робинсон,Гленн,1999,Восточный,NBA,1,17,10.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0
blaylmo01,Блейлок,Муки,1993,Восточный,NBA,1,16,5.0,,,1.0,2.0,,,,,5.0,2.0,0.0,0.0,,
archina01,Арчибальд,Нейт,1972,Западный,NBA,1,27,17.0,,,1.0,5.0,,,,,12.0,6.0,5.0,5.0,,
whitejo01,Белый,Джо Чжо,1971,Восточный,NBA,1,18,12.0,,,4.0,3.0,,,,,15.0,6.0,2.0,0.0,,
mingya01,Минг,Яо,2002,Западный,NBA,1,17,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
pettibo01,Петти,Боб,1956,Западный,NBA,1,31,21.0,,,11.0,2.0,,,,,18.0,8.0,6.0,5.0,,
brownro01,Коричневый,Вас понял.,1971,Западный,ABA,1,25,4.0,1.0,5.0,6.0,2.0,,,2.0,3.0,7.0,2.0,1.0,0.0,2.0,0.0
mchalke01,МакХейл,Кевин,1987,Восточный,NBA,1,14,2.0,,,1.0,1.0,,,,,1.0,0.0,2.0,2.0,,
gallaha01,Галлатин,Гарри,1953,Восточный,NBA,1,28,5.0,,,18.0,3.0,,,,,2.0,0.0,6.0,5.0,,
rochare01,Роша,Красный,1951,Восточный,NBA,1,28,12.0,,,5.0,2.0,,,,,11.0,5.0,2.0,2.0,,
busedo01,Пузырь,Дон,1975,Allstars,ABA,1,14,5.0,,,1.0,3.0,,,,0.0,5.0,2.0,0.0,0.0,2.0,1.0
bayloel01,Бэйлор,Элгин,1968,Западный,NBA,1,32,21.0,,,9.0,5.0,,,,,13.0,5.0,12.0,11.0,,
howelba01,Хауэлл,Бейли,1966,Восточный,NBA,1,14,4.0,,,2.0,1.0,,,,,4.0,1.0,2.0,2.0,,
dandrbo01,Дондридж,Боб,1975,Западный,NBA,1,27,10.0,,,6.0,0.0,,,,,10.0,5.0,0.0,0.0,,
abdulka01,Абдул-Джаббар,Карим,1970,Западный,NBA,1,30,19.0,,,14.0,1.0,,,,,16.0,8.0,4.0,3.0,,
knighbi01,Рыцарь,Билли,1976,Западный,NBA,1,12,4.0,,,5.0,0.0,,,,,5.0,1.0,2.0,2.0,,
