year,lgid,tmid,oppid,w,l,t,otl
1976,NHL,STL,PHI,0,5,0.0,
2010,NHL,EDM,CAL,1,3,,2
1972,NHL,TOR,STL,3,2,0.0,
1990,NHL,BUF,STL,0,3,0.0,
1926,NHL,NYA,CHI,1,2,1.0,
2003,NHL,MTL,DET,1,0,0.0,0
2008,NHL,NYI,NJD,2,4,,0
1998,NHL,TBL,OTT,0,3,1.0,
1971,NHL,TOR,MTL,1,4,1.0,
2010,NHL,NJD,NYR,2,4,,0
1992,NHL,QUE,BUF,4,2,1.0,
1983,NHL,PIT,EDM,0,3,0.0,
2005,NHL,BUF,EDM,1,0,,0
1994,NHL,OTT,PHI,2,1,0.0,
1934,NHL,NYA,MTM,1,4,1.0,
1967,NHL,STL,TOR,2,1,1.0,
1993,NHL,TOR,SJS,0,2,2.0,
1978,NHL,CHI,VAN,1,3,4.0,
2009,NHL,BOS,PHO,0,1,,0
2001,NHL,WAS,NJD,2,1,0.0,1
2005,NHL,LAK,WAS,0,1,,0
1988,NHL,STL,NYI,2,1,0.0,
1995,NHL,HAR,TBL,1,2,1.0,
1994,NHL,CHI,STL,1,1,2.0,
1990,NHL,NYR,WIN,2,1,0.0,
1978,NHL,VAN,STL,4,1,3.0,
1949,NHL,NYR,DET,5,7,2.0,
1978,NHL,STL,CHI,2,5,1.0,
1929,NHL,MTM,OTS,2,3,1.0,
1984,NHL,CAL,STL,0,3,0.0,
1997,NHL,NJD,SJS,1,1,0.0,
2003,NHL,SJS,PHI,1,0,1.0,0
1979,NHL,WAS,MTL,1,2,1.0,
2011,NHL,COL,TBL,1,0,,0
1976,NHL,STL,ATF,1,4,0.0,
1998,NHL,WAS,NYR,2,2,1.0,
1990,NHL,PIT,TOR,2,1,0.0,
1992,NHL,CAL,SJS,8,1,0.0,
2011,NHL,AND,NJD,0,0,,1
1999,NHL,ATL,CAR,0,5,0.0,0
1984,NHL,NYR,CAL,0,2,1.0,
2001,NHL,ATL,NYR,1,3,0.0,0
2008,NHL,DET,MTL,0,1,,0
2008,NHL,CAR,EDM,0,1,,0
2007,NHL,COL,DAL,2,2,,0
1993,NHL,STL,OTT,2,0,0.0,
2011,NHL,PIT,DAL,2,0,,0
1998,NHL,CHI,BUF,1,1,0.0,
1988,NHL,HAR,NYR,2,1,0.0,
1993,NHL,MTL,QUE,4,1,1.0,
1983,NHL,WAS,PHI,4,3,0.0,
2008,NHL,MTL,COL,1,0,,0
2005,NHL,PHI,MIN,1,0,,0
2007,NHL,FLO,ATL,5,2,,1
1970,NHL,LAK,STL,2,4,0.0,
2010,NHL,TOR,ATL,2,1,,1
1989,NHL,NYI,CAL,0,3,0.0,
1980,NHL,PIT,WAS,2,1,1.0,
1998,NHL,WAS,DAL,1,1,0.0,
1974,WHA,QUN,PHR,4,2,0.0,
1980,NHL,NYI,TOR,3,1,0.0,
1991,NHL,QUE,PHI,0,3,0.0,
2008,NHL,STL,SJS,2,1,,1
1942,NHL,BOS,CHI,3,4,3.0,
2007,NHL,MTL,ATL,2,0,,2
1981,NHL,BUF,PHI,1,2,0.0,
1938,NHL,DET,MTL,4,3,1.0,
1999,NHL,NAS,EDM,3,2,0.0,0
1998,NHL,LAK,DET,2,2,0.0,
1979,NHL,HAR,LAK,2,1,1.0,
1996,NHL,OTT,NJD,0,2,2.0,
1995,NHL,VAN,STL,1,1,2.0,
1987,NHL,MTL,NYR,1,1,1.0,
2000,NHL,STL,PIT,1,1,0.0,0
1999,NHL,PHI,DET,0,1,0.0,0
2006,NHL,PIT,FLO,2,2,,0
2008,NHL,VAN,PHI,0,1,,0
1986,NHL,DET,LAK,0,3,0.0,
1991,NHL,NYI,NYR,4,2,1.0,
2008,NHL,WAS,NJD,2,0,,2
2010,NHL,BOS,WAS,3,1,,0
1984,NHL,PIT,MNS,1,2,0.0,
2007,NHL,MTL,NAS,0,0,,1
2003,NHL,PHO,STL,2,1,1.0,0
1922,PCHA,VC1,CAT,1,1,0.0,
1997,NHL,CAL,CHI,1,0,3.0,
1978,WHA,IND,CIN,1,3,0.0,
2006,NHL,WAS,DAL,1,0,,0
2005,NHL,PIT,CBS,0,1,,0
2011,NHL,BOS,COL,0,1,,0
2007,NHL,FLO,NAS,0,1,,0
2008,NHL,TOR,NYI,3,1,,0
1972,WHA,QUN,NEW,3,4,1.0,
1999,NHL,BOS,ATL,3,0,1.0,0
1938,NHL,TOR,NYR,3,4,1.0,
1979,NHL,STL,PHI,0,2,2.0,
1922,PCHA,VAM,SEA,7,4,0.0,
1980,NHL,COR,NYR,3,1,0.0,
2010,NHL,NYR,DAL,1,0,,0
2001,NHL,ATL,BUF,3,1,0.0,0
2003,NHL,WAS,OTT,0,3,1.0,0
2005,NHL,DET,ATL,0,1,,0
1993,NHL,LAK,WAS,0,2,0.0,
1993,NHL,BOS,BUF,1,3,1.0,
1910,NHA,REN,MOC,1,3,0.0,
1996,NHL,BOS,WAS,1,1,2.0,
1930,NHL,MTM,DTF,3,0,1.0,
1967,NHL,STL,OAK,7,0,3.0,
1998,NHL,NYI,DET,1,1,0.0,
1993,NHL,STL,QUE,0,2,0.0,
1999,NHL,CHI,PHI,0,1,0.0,0
1968,NHL,DET,NYR,4,3,1.0,
1987,NHL,MNS,VAN,1,2,0.0,
1987,NHL,VAN,LAK,4,3,1.0,
1974,NHL,BOS,BUF,1,4,1.0,
