playerid,year,stint,tmid,s,g,gdg
visnolu01,2009,1,EDM,1,1,1
petroro02,2005,1,ATL,1,0,0
suttebr03,2011,1,CAR,0,1,0
doansh01,2005,1,PHO,3,1,0
deshada01,2010,1,MTL,2,1,0
greenjo01,2006,1,VAN,3,1,1
kozlovi01,2007,1,WAS,7,3,1
tyutife01,2008,1,CBS,1,1,1
zajactr01,2011,1,NJD,1,1,1
wardja01,2005,1,NYR,1,0,0
sharppa01,2005,2,CHI,2,0,0
frolimi01,2008,1,FLO,6,0,0
nagyla01,2006,2,DAL,2,1,1
zubovse01,2007,1,DAL,5,1,1
downist01,2011,1,TBL,0,1,0
staffdr01,2006,1,BUF,3,2,1
leinovi01,2009,1,DET,3,0,0
pominja01,2005,1,BUF,2,0,0
eratma01,2010,1,NAS,7,2,1
leopojo01,2010,1,BUF,1,0,0
kovalil01,2008,1,ATL,5,1,0
samuemi01,2005,1,DET,1,0,0
kobasch01,2009,2,MIN,1,0,0
blakeja01,2011,1,AND,0,1,0
williju01,2005,1,CAR,2,1,0
kozlovy01,2005,1,ATL,7,5,2
royde01,2006,1,BUF,1,0,0
pyattta01,2006,1,VAN,2,0,0
stemple01,2010,1,PHO,4,1,0
cheecjo01,2006,1,SJS,3,2,1
balasja01,2005,1,CBS,9,6,3
zuccama01,2011,1,NYR,0,1,0
duchema01,2011,1,COL,3,6,1
stlouma01,2011,1,TBL,1,2,0
readma01,2011,1,PHI,4,6,1
gomezsc01,2008,1,NYR,2,0,0
reinpst01,2005,1,CAL,2,1,1
tallihe01,2007,1,BUF,2,1,0
phanedi01,2005,1,CAL,1,0,0
ritaja01,2005,2,PIT,1,0,0
spezzja01,2010,1,OTT,5,1,1
kostian01,2009,1,MTL,4,2,1
fedorse01,2005,2,CBS,4,0,0
boyesbr01,2006,1,BOS,5,0,0
cullema01,2006,1,NYR,8,3,2
demitpa01,2007,1,MIN,4,1,0
recchma01,2005,2,CAR,1,0,0
mitchjo02,2010,1,TOR,1,1,0
franzjo01,2008,1,DET,1,0,0
oneilje01,2005,1,TOR,1,0,0
plekato01,2008,1,MTL,3,0,0
henriad01,2011,1,NJD,1,3,1
stpiema01,2006,1,CHI,1,0,0
backsni02,2007,1,WAS,2,1,0
dawesni01,2007,1,NYR,9,5,2
letowtr01,2005,1,CBS,4,2,1
poulima01,2008,1,EDM,3,1,0
willija01,2007,1,CHI,1,0,0
roberga01,2006,1,FLO,1,0,0
peltovi01,2007,1,FLO,4,0,0
selante01,2005,1,ANA,7,2,0
morribr01,2008,1,AND,1,0,0
antroni01,2011,1,WPG,0,1,0
lupuljo01,2006,1,EDM,2,0,0
sillimi01,2005,2,NAS,1,1,0
gagnesi01,2006,1,PHI,6,1,0
berglpa01,2010,1,STL,3,0,0
brassde01,2011,1,CBS,0,1,0
wheelbl01,2010,1,BOS,2,1,1
stralan01,2009,1,CBS,2,0,0
daiglal02,2005,1,MIN,1,0,0
bergepa01,2006,1,BOS,11,6,1
pecami01,2007,1,CBS,4,1,0
gomezsc01,2011,1,MTL,0,1,0
sturmma01,2005,1,SJS,2,2,0
yipbr01,2010,1,COL,1,1,1
parkri01,2005,1,VAN,1,0,0
charazd01,2008,1,BOS,1,0,0
roenije01,2007,1,SJS,5,4,3
paveljo01,2009,1,SJS,9,3,2
weighdo01,2008,1,NYI,1,0,0
bertuto01,2006,2,DET,3,0,0
callary01,2007,1,NYR,1,0,0
dubinbr01,2010,1,NYR,4,1,1
ryanbo01,2009,1,AND,2,0,0
clarkno02,2006,1,LAK,1,0,0
kunitch01,2008,2,PIT,1,0,0
steenal01,2011,1,STL,0,4,0
fraseco01,2010,1,EDM,1,0,0
hamilje01,2007,1,CAR,4,2,0
alfreda01,2009,1,OTT,7,2,1
latengu01,2009,2,MIN,5,1,1
repikmi01,2010,1,FLO,1,0,0
shanabr01,2008,1,NJD,1,1,1
landean01,2011,1,EDM,0,2,0
willsbr01,2005,1,WAS,9,3,1
sedinda01,2010,1,VAN,5,1,0
langro01,2007,1,CHI,2,1,1
datsypa01,2006,1,DET,10,5,0
richabr01,2009,1,DAL,16,4,0
wellwky01,2008,1,VAN,9,3,0
molleos01,2008,1,LAK,1,0,0
langro01,2005,1,DET,2,0,0
johanry01,2011,1,CBS,0,2,0
boyleda01,2010,1,SJS,3,3,0
huselkr01,2005,2,CAL,2,0,0
kariypa01,2007,1,STL,6,0,0
comrimi01,2009,1,EDM,4,1,1
muellpe01,2009,1,PHO,7,2,0
santomi01,2011,1,FLO,1,3,0
perreya01,2006,1,PHO,4,1,0
selante01,2011,1,AND,5,10,0
marlepa01,2008,1,SJS,2,1,0
sykorpe01,2007,1,PIT,7,2,0
marlepa01,2007,1,SJS,8,4,1
