playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
fergujo01,1965,1,MTL,NHL,L,65.0,11.0,14.0,25.0,153.0,,1,,0,,1,0,,10,2,0,2,44,,,,,,0,
wheelbl01,2011,1,WPG,NHL,R,80.0,17.0,47.0,64.0,55.0,3,6,9,0,0,3,,208,,,,,,,,,,,,
vanbijo01,1986,1,NYR,NHL,G,50.0,0.0,1.0,1.0,18.0,0,0,,0,,0,0,0,4,0,0,0,2,0,0,,0,,0,0
saganro01,1981,1,TOR,NHL,R,65.0,17.0,16.0,33.0,49.0,-16,0,,0,,1,0,100,,,,,,,,,,,,
svehlro01,1994,1,FLO,NHL,D,5.0,1.0,1.0,2.0,0.0,3,1,0,0,0,0,0,6,,,,,,,,,,,,
stientr01,1988,1,QUE,NHL,R,55.0,6.0,3.0,9.0,125.0,-17,1,0,0,0,0,0,65,,,,,,,,,,,,
bernhti01,1984,1,TOR,NHL,G,37.0,0.0,2.0,2.0,4.0,0,0,,0,,0,0,0,,,,,,,,,,,,
tayloda01,1979,1,LAK,NHL,R,61.0,37.0,53.0,90.0,72.0,39,12,,0,,7,2,170,4,2,1,3,4,,0,,0,,0,
hughefr01,1975,1,HOU,WHA,R,80.0,31.0,45.0,76.0,26.0,12,12,,0,,6,,165,17,5,1,6,20,-6,,,,,,
hillse01,1999,1,CAR,NHL,D,62.0,13.0,31.0,44.0,59.0,3,8,18,0,2,2,0,150,,,,,,,,,,,,
ingarea01,1958,1,NYR,NHL,C,35.0,1.0,2.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,
stlauan01,1976,1,NYI,NHL,C,72.0,10.0,13.0,23.0,55.0,8,2,,0,,3,1,96,12,1,2,3,6,,0,,0,,1,
federbe01,1976,1,STL,NHL,C,31.0,14.0,9.0,23.0,15.0,-6,6,,0,,3,0,67,4,1,1,2,2,,0,,0,,0,
dilloce01,1934,1,NYR,NHL,R,48.0,25.0,9.0,34.0,4.0,,,,,,,,,4,2,1,3,0,,,,,,,
drucejo01,1997,1,PHI,NHL,R,23.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,18,2,0,0,0,2,-1,0,0,0,0,0,3
lebeapa01,1990,1,MTL,NHL,L,2.0,1.0,1.0,2.0,0.0,0,0,1,0,0,0,0,3,,,,,,,,,,,,
henryal01,2008,1,MTL,NHL,D,2.0,0.0,0.0,0.0,10.0,-2,0,0,0,0,0,,0,,,,,,,,,,,,
rucinmi02,1997,1,CAR,NHL,D,9.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,3,,,,,,,,,,,,
chevral01,1987,1,NJD,NHL,G,45.0,0.0,1.0,1.0,8.0,0,0,,0,,0,0,0,,,,,,,,,,,,
messima01,2001,1,NYR,NHL,C,41.0,7.0,16.0,23.0,32.0,-1,2,6,0,1,2,0,69,,,,,,,,,,,,
hatoued01,1969,1,DET,NHL,R,5.0,0.0,2.0,2.0,2.0,1,0,,0,,0,0,1,,,,,,,,,,,,
wilsowa01,1947,1,BOS,NHL,C,53.0,11.0,8.0,19.0,18.0,,,,,,,,,1,0,0,0,0,,,,,,,
heaslma01,1977,1,NYR,NHL,R,29.0,5.0,10.0,15.0,34.0,3,0,,0,,0,1,32,3,0,0,0,0,,0,,0,,0,
eklunpe01,1990,1,PHI,NHL,C,73.0,19.0,50.0,69.0,14.0,-2,8,20,0,1,4,1,131,,,,,,,,,,,,
jonsske01,1995,2,NYI,NHL,D,16.0,0.0,4.0,4.0,10.0,-5,0,3,0,0,0,0,40,,,,,,,,,,,,
blakeja01,2001,1,NYI,NHL,C,82.0,8.0,10.0,18.0,36.0,-11,0,0,0,4,1,0,136,7,0,1,1,13,-2,0,0,0,0,0,15
kozakdo01,1972,1,LAK,NHL,R,72.0,14.0,6.0,20.0,104.0,-25,4,,0,,4,1,78,,,,,,,,,,,,
macgrbr01,1960,1,DET,NHL,C,12.0,0.0,1.0,1.0,0.0,,,,,,,,,8,1,2,3,6,,,,,,1,
lachel01,1953,1,MTL,NHL,C,48.0,5.0,20.0,25.0,28.0,,,,,,,,,4,0,2,2,0,,,,,,,
belanke01,1995,1,NYI,NHL,L,7.0,0.0,0.0,0.0,27.0,-2,0,0,0,0,0,0,0,,,,,,,,,,,,
municr01,1993,2,BUF,NHL,D,73.0,2.0,8.0,10.0,62.0,28,0,0,1,1,2,0,39,7,0,0,0,4,1,0,0,0,0,0,6
armstmu01,1938,1,TOR,NHL,C,3.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
lundypa01,1945,1,DET,NHL,C,4.0,3.0,2.0,5.0,2.0,,,,,,,,,2,1,0,1,0,,,,,,,
johanan01,2002,1,NAS,NHL,L,56.0,20.0,17.0,37.0,22.0,-4,10,7,0,0,0,1,124,,,,,,,,,,,,
lemelre01,1990,1,BOS,NHL,G,33.0,0.0,0.0,0.0,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
larocwi01,1925,1,MTL,NHL,R,33.0,2.0,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,
lebdabr01,2007,1,DET,NHL,D,78.0,3.0,11.0,14.0,48.0,-1,0,3,0,0,1,,110,19,0,2,2,6,0,0,0,0,0,0,12
murdobo02,1975,1,CLF,NHL,L,78.0,22.0,27.0,49.0,53.0,-13,9,,0,,3,0,166,,,,,,,,,,,,
gillto01,1998,2,DET,NHL,D,23.0,2.0,2.0,4.0,11.0,-4,0,0,0,0,1,0,25,2,0,1,1,0,0,0,0,0,0,0,3
sittlda01,1982,1,PHI,NHL,C,80.0,43.0,40.0,83.0,60.0,17,10,,0,,8,2,231,3,1,0,1,4,,0,,0,,0,
lehmahu01,1920,1,VML,PCHA,G,24.0,0.0,0.0,0.0,6.0,,,,,,,,,2,0,0,0,0,,,,,,,
mckegia01,1976,1,CHI,NHL,D,3.0,0.0,0.0,0.0,2.0,-8,0,,0,,0,0,1,,,,,,,,,,,,
ramsemi01,1983,1,BUF,NHL,D,72.0,9.0,22.0,31.0,82.0,27,1,,0,,4,0,134,3,0,1,1,6,-2,0,,0,,0,6
lintnri01,2002,1,NYR,NHL,D,10.0,1.0,0.0,1.0,0.0,-5,1,0,0,0,0,1,9,,,,,,,,,,,,
lacroan01,1971,1,CHI,NHL,C,51.0,4.0,7.0,11.0,6.0,4,1,,0,,1,0,34,1,0,0,0,0,,0,,0,,0,
morinst01,1993,1,VAN,NHL,L,5.0,1.0,1.0,2.0,6.0,0,0,0,0,0,0,0,6,,,,,,,,,,,,
mccorco01,2009,1,BUF,NHL,C,,,,,,,,,,,,,,3,0,2,2,14,1,0,0,0,0,0,4
muirbr01,2003,1,LAK,NHL,D,2.0,0.0,1.0,1.0,2.0,1,0,0,0,1,0,0,2,,,,,,,,,,,,
evansja01,1962,1,CHI,NHL,D,68.0,0.0,8.0,8.0,46.0,,,,,,,,,6,0,0,0,4,,,,,,0,
