playerid,year,ppa,sha
lemiejo01,1989,1,1
foligmi01,1990,1,
lawlepa01,1987,3,
goulemi01,1989,15,1
cullejo01,1990,29,
momesse01,1990,1,
hunteda01,1988,,1
skrikpe01,1990,5,
smaildo01,1990,1,1
norwole01,1990,3,
paslagr01,1990,3,1
hardyma01,1988,5,
krushmi01,1990,3,
adamsgr01,1988,1,
simpscr01,1987,10,1
mcdonhu01,1989,1,
dineego01,1987,2,
pederba01,1989,7,1
playfla01,1988,,1
stastpe01,1989,23,
sandsto01,1989,20,
manthmo01,1987,15,1
bassebo01,1988,,1
crossdo01,1990,21,
kurveto01,1990,15,
carpebo01,1988,4,
konrost01,1988,1,1
nylunga01,1988,1,
broteaa01,1989,3,
jonssto01,1988,24,
courtge01,1987,7,
johanca01,1988,7,
lawtobr01,1988,4,
bullami01,1988,13,
ledyagr01,1987,5,
frycemi01,1988,3,
gartnmi01,1988,9,
maroima01,1988,3,
loisecl01,1990,1,1
ledyagr01,1988,6,
manthmo01,1988,9,
petitmi01,1987,9,1
nichobe01,1989,37,1
quinnda01,1990,18,
iafraal01,1990,11,1
allismi01,1987,5,
carsoli01,1987,1,1
makelmi01,1989,1,
lawtobr01,1989,1,
tantito01,1990,5,
poulida02,1989,1,1
bennibr01,1989,5,
wilsoca01,1987,9,3
picarro02,1989,1,1
rousebo01,1988,,1
ferrara01,1990,5,
hunteda01,1987,1,4
sheehne01,1987,1,
hardyma01,1987,10,1
huberwi01,1987,14,
robergo01,1987,3,
josepch01,1987,6,
cunnera01,1989,4,
franclo01,1990,1,1
erickbr01,1987,6,
brownro01,1990,10,
ciccadi01,1988,10,1
grahadi01,1987,7,1
actonke01,1988,,1
donnemi01,1987,2,
charbjo01,1988,1,
mckegto01,1989,3,
mcbeawa01,1988,1,
murphla01,1990,19,
bodgedo01,1988,25,1
deblolu01,1990,,1
cyrpa01,1987,1,
duguaro01,1987,2,
pavesji01,1987,1,
zezelpe01,1990,5,1
kennede01,1988,,2
creigad01,1988,7,
linseke01,1989,8,
libaig01,1988,6,
courtru01,1988,2,
petitmi01,1990,16,
dahlqch01,1990,,1
adamsgr01,1989,1,
ramagro01,1987,19,2
