year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1926,QF,A,MTL,NHL,MTM,NHL,1,0,1,2,1,TG
1975,QF,,NEW,WHA,IND,WHA,4,3,0,18,15,
1975,QF,F,PHI,NHL,TOR,NHL,4,3,0,33,23,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
1986,DSF,E,TOR,NHL,STL,NHL,4,2,0,15,12,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1974,Pre,B,CHI,NHL,BOS,NHL,2,1,0,12,15,
1999,CSF,I,PHI,NHL,PIT,NHL,4,2,0,15,14,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1977,SF,,QUN,WHA,NEW,WHA,1,4,0,14,25,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
1925,F,,MTM,NHL,OTS,NHL,1,0,1,2,1,TG
1939,SF,D,TOR,NHL,DET,NHL,2,0,0,5,2,
1974,QF,H,NYI,NHL,PIT,NHL,4,3,0,21,18,
1974,Pre,A,TOR,NHL,LAK,NHL,2,1,0,7,6,
1939,QF,C,DET,NHL,NYA,NHL,2,1,0,9,7,
1987,DSF,B,BOS,NHL,BUF,NHL,4,2,0,28,22,
1939,SCF,E,NYR,NHL,TOR,NHL,4,2,0,14,11,
2000,SCF,O,COL,NHL,NJD,NHL,4,3,0,19,11,
2003,CF,N,CAL,NHL,SJS,NHL,4,2,0,16,12,
2002,CSF,J,NJD,NHL,TBL,NHL,4,1,0,14,8,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
1973,QF,D,CHI,NHL,LAK,NHL,4,1,0,10,7,
1927,QF,B,NYR,NHL,PIP,NHL,1,1,0,6,4,TG
2000,CF,M,NJD,NHL,PIT,NHL,4,1,0,17,7,
1998,CQF,B,BUF,NHL,OTT,NHL,4,0,0,12,6,
1926,SCF,E,OTS,NHL,BOS,NHL,2,0,2,7,3,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
1996,CSF,K,COL,NHL,EDM,NHL,4,1,0,19,11,
1996,CQF,H,ANA,NHL,PHO,NHL,4,3,0,17,17,
2009,CQF,F,CHI,NHL,NAS,NHL,4,2,0,17,15,
1996,CQF,C,PHI,NHL,PIT,NHL,4,1,0,20,13,
2000,CQF,B,TOR,NHL,OTT,NHL,4,0,0,10,3,
1951,SCF,C,DET,NHL,MTL,NHL,4,0,0,11,2,
2006,CSF,K,DET,NHL,SJS,NHL,4,2,0,13,9,
2008,CQF,E,AND,NHL,SJS,NHL,4,2,0,18,10,
1933,QF,B,CHI,NHL,MTL,NHL,1,0,1,4,3,TG
2005,CQF,F,COL,NHL,DAL,NHL,4,1,0,18,15,
2001,CF,N,DET,NHL,COL,NHL,4,3,0,22,13,
1961,SF,A,CHI,NHL,MTL,NHL,4,2,0,19,13,
1993,CQF,C,NJD,NHL,BUF,NHL,4,3,0,14,14,
1986,DSF,H,WIN,NHL,CAL,NHL,4,2,0,22,15,
1992,DSF,C,PIT,NHL,NJD,NHL,4,1,0,23,13,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
1942,SF,A,DET,NHL,TOR,NHL,4,2,0,20,17,
1991,DF,I,BOS,NHL,MTL,NHL,4,0,0,14,8,
1992,SCF,O,MTL,NHL,LAK,NHL,4,1,0,15,12,
1977,QF,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1982,SCF,O,NYI,NHL,EDM,NHL,4,0,0,17,6,
1946,SF,B,TOR,NHL,DET,NHL,4,1,0,18,14,
2010,CQF,D,TBL,NHL,PIT,NHL,4,3,0,22,14,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
1972,SF,E,MTL,NHL,PHI,NHL,4,1,0,19,13,
1947,SF,B,DET,NHL,NYR,NHL,4,2,0,17,12,
