playerid,award,year,lgid,note,pos
boyesbr01,All-Rookie,2005,NHL,,F
belivje01,Art Ross,1955,NHL,,
blaketo01,First Team All-Star,1944,NHL,,LW
brimsfr01,Second Team All-Star,1945,NHL,,G
carsoji01,All-Rookie,1986,NHL,,C
modanmi01,All-Rookie,1989,NHL,,C
steveke01,Second Team All-Star,1992,NHL,,LW
fedorse01,Selke,1995,NHL,,
sevigri01,Vezina,1980,NHL,shared,
howego01,First Team All-Star,1973,WHA,,RW
harvedo01,Norris,1960,NHL,,
laperja01,Calder,1963,NHL,,
hoganda01,Second Team All-Star,1976,WHA,,D
howego01,Art Ross,1956,NHL,,
forsbpe01,First Team All-Star,1997,NHL,,C
jagrja01,Art Ross,2000,NHL,,
bouchfr01,Lady Byng,1927,NHL,,
kariypa01,Lady Byng,1996,NHL,,
hullbo01,Howe,1974,WHA,MVP,
brodema01,Jennings,2002,NHL,shared,
schmimi01,First Team All-Star,1939,NHL,,C
thompti01,Vezina,1932,NHL,,
weslegl01,All-Rookie,1987,NHL,,D
roussbo01,Calder,1961,NHL,,
barrato01,Calder,1983,NHL,,
brodema01,Jennings,1997,NHL,,
chapmar01,Second Team All-Star,1936,NHL,,C
malakvl01,All-Rookie,1992,NHL,,D
mcdonla01,Second Team All-Star,1982,NHL,,RW
brodema01,Jennings,2003,NHL,,
plantja01,Vezina,1968,NHL,shared,
niedesc01,Second Team All-Star,1997,NHL,,D
lidstni01,First Team All-Star,2007,NHL,,D
sakicjo01,Conn Smythe,1995,NHL,,
hasekdo01,Vezina,1994,NHL,,
gretzwa01,Second Team All-Star,1987,NHL,,C
litzeed01,Second Team All-Star,1956,NHL,,C
carrlo01,First Team All-Star,1942,NHL,,RW
conacch01,Second Team All-Star,1932,NHL,,RW
smithsi01,Second Team All-Star,1951,NHL,,LW
parenbe01,Conn Smythe,1974,NHL,,
brimsfr01,Second Team All-Star,1947,NHL,,G
osgooch01,Jennings,1995,NHL,shared,
breweca01,Second Team All-Star,1961,NHL,,D
rinnepe01,Second Team All-Star,2010,NHL,,G
robitlu01,First Team All-Star,1990,NHL,,LW
harmogl01,Second Team All-Star,1944,NHL,,D
stlouma01,Plus-Minus,2003,NHL,tie,
hullbo01,First Team All-Star,1968,NHL,,LW
coultar01,Second Team All-Star,1937,NHL,,D
orrbo01,Norris,1972,NHL,,
clappdi01,First Team All-Star,1940,NHL,,D
raynech01,Second Team All-Star,1950,NHL,,G
whitebi01,Second Team All-Star,1973,NHL,,D
ohlunma01,All-Rookie,1997,NHL,,D
clancki01,First Team All-Star,1930,NHL,,D
vlasima01,All-Rookie,2006,NHL,,D
drillgo01,First Team All-Star,1937,NHL,tie,RW
brindro01,Selke,2006,NHL,,
howego01,Hart,1956,NHL,,
turgepi01,Lady Byng,1992,NHL,,
trembjc01,First Team All-Star,1975,WHA,,D
malkiev01,All-Rookie,2006,NHL,,F
smithno01,First Team All-Star,1936,NHL,,G
reganla01,Calder,1956,NHL,,
macmibo01,Lady Byng,1978,NHL,,
nedomva01,Deneau,1975,WHA,Most Gentlemanly,
bossymi01,Second Team All-Star,1978,NHL,,RW
plantja01,First Team All-Star,1958,NHL,,G
bourqra01,King Clancy,1991,NHL,,
backsra01,Calder,1958,NHL,,
macinal01,First Team All-Star,1998,NHL,,D
esposph01,Pearson,1970,NHL,,
blakero01,Second Team All-Star,2000,NHL,,D
coultar01,Second Team All-Star,1938,NHL,,D
stlouma01,Lady Byng,2009,NHL,,
bellobr01,Second Team All-Star,1989,NHL,,LW
wilsodo01,Second Team All-Star,1984,NHL,,D
hebenan01,Lady Byng,1956,NHL,,
thomsji01,Second Team All-Star,1951,NHL,,D
hullbr01,Pearson,1990,NHL,,
tardima01,Hunter,1975,WHA,Scoring,
bourqra01,Norris,1987,NHL,,
lemiema01,Art Ross,1988,NHL,,
sloanto01,Second Team All-Star,1955,NHL,,C
lewicda01,Second Team All-Star,1954,NHL,,LW
weilaco01,Second Team All-Star,1934,NHL,,C
nieuwjo01,King Clancy,1994,NHL,,
lemiema01,Second Team All-Star,2000,NHL,,C
lindste01,First Team All-Star,1950,NHL,,LW
schmimi01,First Team All-Star,1946,NHL,,C
howego01,Second Team All-Star,1961,NHL,,RW
brodema01,Jennings,2009,NHL,,
laperja01,Norris,1965,NHL,,
careyji01,All-Rookie,1994,NHL,,G
bennibr01,All-Rookie,1986,NHL,,D
joliaau01,Second Team All-Star,1933,NHL,,LW
ratelje01,Masterton,1970,NHL,,
malonjo01,Art Ross,1917,NHL,,
hedbean01,First Team All-Star,1977,WHA,,RW
howego01,First Team All-Star,1952,NHL,,RW
ysebapa01,Plus-Minus,1991,NHL,,
turcoma01,Crozier,2000,NHL,,
belivje01,Second Team All-Star,1957,NHL,,C
hodgech01,Vezina,1965,NHL,shared,
clancki01,Second Team All-Star,1932,NHL,,D
lapoigu01,Second Team All-Star,1974,NHL,,D
gardich01,Second Team All-Star,1932,NHL,,G
skinnje01,Calder,2010,NHL,,
trottbr01,King Clancy,1988,NHL,,
lindbpe01,First Team All-Star,1984,NHL,,G
howego01,Davidson,1973,WHA,MVP,
hullbo01,First Team All-Star,1971,NHL,,LW
gretzwa01,Lady Byng,1993,NHL,,
