playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
holmeha01,1916,1,SEA,PCHA,24,1465,16,8,0,,2,80,,,,,,,,,,
caprifr01,1985,1,VAN,NHL,7,308,0,3,2,0,0,28,155,,,,,,,,,
gardibe01,1940,1,MTL,NHL,42,2600,13,23,6,,1,119,,3,214,1,2,,,0,8,
prusema01,2003,1,OTT,NHL,29,1528,16,6,3,0,3,54,651,1,40,0,0,,0,0,1,15
paillma01,1959,1,NYR,NHL,17,1020,6,9,2,,1,67,,,,,,,,,,
schaeno01,2005,1,SJS,NHL,7,352,5,1,0,1,1,11,138,,,,,,,,,
reeseje01,1990,1,TOR,NHL,30,1430,6,13,3,3,1,92,695,,,,,,,,,
auldal01,2009,2,NYR,NHL,3,119,0,1,0,0,0,5,52,,,,,,,,,
irvinle01,2011,1,CAL,NHL,7,394,1,3,3,0,0,21,239,,,,,,,,,
beverbi01,1936,1,MTM,NHL,21,1290,12,6,3,,1,47,,5,300,2,3,,,0,11,
budajpe01,2010,1,COL,NHL,45,2439,15,21,4,8,1,130,1234,,,,,,,,,
beaupdo01,1981,1,MNS,NHL,29,1634,11,8,9,3,0,101,,2,60,0,1,,1,0,4,
terrech01,2000,2,NYI,NHL,8,443,2,4,1,2,0,18,205,,,,,,,,,
melocgi01,1977,1,CLE,NHL,54,3100,16,27,8,0,1,195,,,,,,,,,,
stcrori01,1979,1,PHI,NHL,1,60,1,0,0,0,0,2,,,,,,,,,,
benedcl01,1925,1,MTM,NHL,36,2288,20,11,5,,6,73,,4,240,2,0,2,,1,5,
mayergi01,1953,1,TOR,NHL,1,60,0,0,1,,0,3,,,,,,,,,,
frieska01,1986,1,NJD,NHL,4,130,0,2,1,0,0,16,80,,,,,,,,,
belfoed01,1996,2,SJS,NHL,13,757,3,9,0,1,1,43,371,,,,,,,,,
sawchte01,1963,1,DET,NHL,53,3140,25,20,7,2,5,138,,13,677,6,5,,0,1,31,
grantdo01,1973,1,DET,NHL,37,2018,15,16,2,0,1,140,,,,,,,,,,
keansdo01,1983,1,BOS,NHL,33,1779,19,8,3,2,2,92,791,,,,,,,,,
paillma01,1957,1,NYR,NHL,33,1980,11,15,7,,1,102,,,,,,,,,,
romanro01,1986,2,BOS,NHL,1,60,0,1,0,0,0,6,34,,,,,,,,,
raedeca01,1976,1,NEW,WHA,26,1328,12,10,1,0,2,69,701,1,60,0,1,,0,0,7,34
bannemu01,1983,1,CHI,NHL,56,3335,23,29,4,4,2,188,1667,5,300,2,3,,1,0,17,171
jacksdo01,1947,1,CHI,NHL,6,360,2,3,1,,0,42,,,,,,,,,,
puppada01,1999,1,TBL,NHL,5,249,1,2,0,0,0,19,129,,,,,,,,,
kiddtr01,2000,1,FLO,NHL,42,2354,10,23,6,3,1,130,1217,,,,,,,,,
niemian02,2009,1,CHI,NHL,39,2190,26,7,4,2,7,82,936,22,1322,16,6,,4,2,58,645
roypa01,1996,1,COL,NHL,62,3698,38,15,7,3,7,143,1861,17,1034,10,7,,2,3,38,559
manelge01,1990,1,NYI,NHL,4,140,1,1,0,0,0,15,94,,,,,,,,,
stcrori01,1984,1,TOR,NHL,12,631,2,9,0,0,0,56,318,,,,,,,,,
couturi01,1975,1,CIN,WHA,3,149,0,2,0,1,0,17,81,,,,,,,,,
hackeje01,2002,1,MTL,NHL,18,1063,7,8,2,1,0,45,606,,,,,,,,,
landobr01,1973,1,NEW,WHA,24,180,11,9,2,0,0,10,87,1,40,0,0,,0,0,3,16
bouchda01,1978,1,ATF,NHL,64,3624,32,21,7,2,3,201,,2,100,0,2,,0,0,9,
sidorpe01,1989,1,HAR,NHL,46,2703,19,19,7,4,1,161,1203,7,429,3,4,,0,0,23,193
karakmi01,1937,1,CHI,NHL,48,2980,14,25,9,,1,139,,8,505,6,2,,,2,15,
richtmi01,1998,1,NYR,NHL,68,3878,27,30,8,6,4,170,1898,,,,,,,,,
gustade01,2000,1,MIN,NHL,4,239,1,3,0,1,0,10,97,,,,,,,,,
pavelon01,2009,1,ATL,NHL,42,2317,14,18,7,4,2,127,1353,,,,,,,,,
herrode01,1979,1,MTL,NHL,34,1909,25,3,3,1,0,80,,5,300,2,3,,0,0,15,
brougge01,1909,1,MOS,NHA,5,312,1,4,0,,0,43,,,,,,,,,,
ouimete01,1974,1,NEW,WHA,1,20,0,0,0,0,0,3,13,,,,,,,,,
villegi01,1976,1,CHI,NHL,6,312,0,4,1,1,0,28,,,,,,,,,,
bromlga01,1974,1,BUF,NHL,50,2787,26,11,11,2,4,144,,,,,,,,,,
cloutda01,2003,1,VAN,NHL,60,3539,33,21,6,2,5,134,1554,3,138,1,1,,0,0,5,64
fowlehe01,1924,2,EDE,WCHL,8,480,5,3,0,,1,29,,,,,,,,,,
mcleaki01,1991,1,VAN,NHL,65,3852,38,17,9,1,5,176,1780,13,785,6,7,,2,2,33,364
dunhami01,2003,1,NYR,NHL,57,3148,16,30,6,1,2,159,1522,,,,,,,,,
langksc01,1998,1,PHO,NHL,1,35,0,0,0,0,0,3,17,,,,,,,,,
lundqhe01,2011,1,NYR,NHL,62,3754,39,18,5,7,8,123,1753,20,1251,10,10,,3,3,38,554
bryzgil01,2006,1,AND,NHL,27,1509,10,8,6,0,1,62,668,5,267,3,1,,0,0,10,128
smithal02,1979,1,HAR,NHL,30,1754,11,10,8,2,2,107,,2,120,0,2,,0,0,10,
durnabi01,1947,1,MTL,NHL,59,3505,20,28,10,,5,162,,,,,,,,,,
mccusre01,1925,1,POR,WCHL,30,1826,12,16,2,,0,110,,,,,,,,,,
youngwe01,1990,1,PIT,NHL,18,773,4,6,2,0,0,52,428,,,,,,,,,
gillan01,1972,1,CHC,WHA,33,1709,4,24,0,2,0,118,982,,,,,,,,,
roussdo01,1999,1,ANA,NHL,20,988,6,5,3,1,1,52,445,,,,,,,,,
davidjo01,1982,1,NYR,NHL,2,120,1,1,0,0,0,5,55,,,,,,,,,
bouchbr01,2002,1,PHO,NHL,45,2544,15,20,8,4,0,128,1210,,,,,,,,,
khabini01,2011,1,EDM,NHL,40,2261,12,20,7,6,2,100,1114,,,,,,,,,
hrudeke01,1996,1,SJS,NHL,48,2631,16,24,5,4,0,140,1263,,,,,,,,,
smithga01,1968,1,OAK,NHL,54,2993,21,24,7,1,4,148,,7,420,3,4,,0,0,23,
sevigri01,1983,1,MTL,NHL,40,2203,16,18,2,3,1,124,946,,,,,,,,,
lockeke01,1976,1,SDM,WHA,45,2397,18,19,1,4,1,148,1144,5,260,1,3,,0,0,19,146
thompti01,1937,1,BOS,NHL,48,2970,30,11,7,,7,89,,3,212,0,3,,,0,6,
dunhami01,1996,1,NJD,NHL,26,1013,8,7,1,1,2,43,456,,,,,,,,,
murrato01,1922,1,SAC,WCHL,12,664,4,8,0,,1,46,,,,,,,,,,
pennest01,1986,1,WIN,NHL,7,327,1,4,1,1,0,25,134,,,,,,,,,
lapoino01,1975,1,CIN,WHA,12,641,4,6,0,2,0,55,377,,,,,,,,,
valiqst01,2003,2,NYR,NHL,2,120,1,1,0,0,0,6,71,,,,,,,,,
clancki01,1924,1,OTS,NHL,1,2,0,0,0,,0,0,,,,,,,,,,
bierkza01,1997,1,TBL,NHL,13,433,1,4,1,0,0,30,210,,,,,,,,,
