playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
camerha01,1913,TBS,NHA,D,2,1,0,1,4
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
bouchge01,1919,OTS,NHL,D,5,2,0,2,2
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
noblere01,1925,MTM,NHL,D,4,0,0,0,4
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
cookll01,1917,VML,PCHA,D,5,2,0,2,12
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
halljo01,1918,MTL,NHL,D,5,0,0,0,6
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
cookll01,1914,VML,PCHA,D,3,3,0,3,9
morenho01,1923,MTL,NHL,C,4,4,2,6,4
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
rickero01,1919,SEA,PCHA,D,5,2,0,2,9
morenho01,1924,MTL,NHL,C,4,4,1,5,4
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
cookll01,1920,VML,PCHA,D,5,2,0,2,20
camerha01,1921,TRS,NHL,D,4,0,2,2,11
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
halljo01,1912,QU1,NHA,D,3,0,0,0,7
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
andrell01,1921,TRS,NHL,F,5,2,0,2,3
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
gengebo01,1913,VA1,PCHA,C,3,0,0,0,15
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
camerha01,1917,TOA,NHL,D,5,3,1,4,0
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
marksja01,1912,QU1,NHA,R,3,2,0,2,2
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
smithto01,1912,QU1,NHA,L,3,4,0,4,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
gerared01,1920,OTS,NHL,D,5,0,0,0,44
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
griffsi01,1917,VML,PCHA,D,5,1,0,1,9
mackami01,1920,VML,PCHA,C,5,0,1,1,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
malleke01,1914,VML,PCHA,C,3,0,0,0,0
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
gerared01,1922,OTS,NHL,D,6,1,0,1,4
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
davidal01,1913,TBS,NHA,R,2,1,0,1,7
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
mackami01,1914,VML,PCHA,L,3,4,2,6,6
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
