coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
francbo01c,2001,PHO,NHL,1,,82,40,33,9,5,1,4,0
tortojo01c,2006,TBL,NHL,1,,82,44,33,5,6,2,4,0
ruffli01c,2011,BUF,NHL,1,,82,39,32,11,,,,
rossar01c,1931,BOS,NHL,1,,48,15,21,12,,,,
muckljo01c,1989,EDM,NHL,1,,80,38,28,14,22,16,6,0
carlyra01c,2011,AND,NHL,1,,24,7,13,4,,,,
bouchge01c,1934,STE,NHL,2,,35,9,20,6,,,,
patrile01c,1937,NYR,NHL,1,,48,27,15,6,3,1,2,0
adamsja01c,1945,DET,NHL,1,,50,20,20,10,5,1,4,0
torchjo01c,2005,LAK,NHL,2,,12,5,7,0,,,,
francem01c,1969,NYR,NHL,1,,76,38,22,16,6,2,4,0
lalonne01c,1924,SAS,WCHL,1,,28,16,11,1,2,0,1,1
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
loughcl01c,1935,CHI,NHL,1,,48,21,19,8,2,1,1,0
leyri01c,1995,VAN,NHL,1,,76,29,32,15,,,,
thomppa01c,1944,CHI,NHL,1,,1,0,1,0,,,,
nealeha01c,1983,VAN,NHL,2,,32,15,13,4,4,1,3,0
adamsja01c,1935,DET,NHL,1,,48,24,16,8,7,6,1,0
richato01c,2009,MIN,NHL,1,,82,38,36,8,,,,
trotzba01c,1998,NAS,NHL,1,,82,28,47,7,,,,
watsoph01c,1962,BOS,NHL,1,,14,1,8,5,,,,
murdobo01c,1989,WIN,NHL,1,,80,37,32,11,7,3,4,0
crispte01c,1988,CAL,NHL,1,,80,54,17,9,22,16,6,0
suttedu01c,2001,FLO,NHL,1,,26,6,18,2,,,,
kellyre01c,1970,PIT,NHL,1,,78,21,37,20,,,,
imlacpu01c,1963,TOR,NHL,1,,70,33,25,12,14,8,6,0
carlyra01c,2006,AND,NHL,1,,82,48,20,14,21,16,5,0
malonph01c,1973,VAN,NHL,2,,37,15,18,4,,,,
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
murphmi01c,1987,LAK,NHL,1,,27,7,16,4,,,,
sullimi01c,2005,BOS,NHL,1,,82,29,37,16,,,,
murrate01c,1989,WAS,NHL,2,,34,18,14,2,15,8,7,0
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
smythco01c,1927,TOR,NHL,1,,44,18,18,8,,,,
rossar01c,1944,BOS,NHL,1,,50,16,30,4,7,3,4,0
bouchfr01c,1948,NYR,NHL,1,,23,6,11,6,,,,
murrate01c,2009,LAK,NHL,1,,82,46,27,9,6,2,4,0
sindeha01c,1984,BOS,NHL,2,,24,11,10,3,5,2,3,0
gerared01c,1917,OTS,NHL,1,,22,9,13,0,,,,
savaged01c,1917,PO1,PCHA,1,,18,7,11,0,,,,
sutteda01c,2003,CAL,NHL,1,,82,42,33,7,26,15,11,0
pikeal01c,1959,NYR,NHL,3,,53,14,28,11,,,,
baunbo01c,1975,TOT,WHA,1,,55,15,35,5,,,,
blairwr01c,1967,MNS,NHL,1,,74,27,32,15,14,7,7,0
odonoge01c,1922,TRS,NHL,1,,5,2,3,0,,,,
sutteda01c,2002,CAL,NHL,3,,46,19,19,8,,,,
arboual01c,1990,NYI,NHL,1,,80,25,45,10,,,,
mccarja01c,1973,MFS,WHA,2,interim,2,2,0,0,,,,
suttebr01c,1989,STL,NHL,1,,80,37,34,9,12,7,5,0
longba01c,1984,WIN,NHL,1,,80,43,27,10,8,3,5,0
ruffli01c,2008,BUF,NHL,1,,82,41,32,9,,,,
carpedo01c,1990,TOR,NHL,1,,11,1,9,1,,,,
burnspa01c,2002,NJD,NHL,1,,82,46,26,10,24,16,8,0
laviope01c,2005,CAR,NHL,1,,82,52,22,8,25,16,9,0
burnspa01c,1999,BOS,NHL,1,,82,24,39,19,,,,
whitebi01c,1976,CHI,NHL,2,,46,16,24,6,2,0,2,0
kishla01c,1982,HAR,NHL,1,,49,12,32,5,,,,
bouchfr01c,1942,NYR,NHL,1,,50,11,31,8,,,,
holmgpa01c,1995,HAR,NHL,1,,12,5,6,1,,,,
bergemi03c,1989,QUE,NHL,1,,80,12,61,7,,,,
pilouru01c,1960,CHI,NHL,1,,70,29,24,17,12,8,4,0
boondi01c,1913,MOW,NHA,1,,15,4,11,0,,,,
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
ramsacr01c,2010,ATL,NHL,1,,82,34,36,12,,,,
irvindi01c,1953,MTL,NHL,1,,70,35,24,11,11,7,4,0
schmimi01c,1957,BOS,NHL,1,,70,27,28,15,12,6,6,0
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
hartce01c,1936,MTL,NHL,1,,48,24,18,6,5,2,3,0
patrimu01c,1962,NYR,NHL,1,,34,11,19,4,,,,
pleaula01c,1987,HAR,NHL,2,,26,13,13,0,6,2,4,0
