name,id,award,year,lgid,note
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Cammi Granato,,Patrick,2006,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Bob Fleming,,Patrick,1994,NHL,
John Halligan,,Patrick,2006,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Ray Miron,,Patrick,2003,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Brian Burke,,Patrick,2007,NHL,
Bruce McNall,,Patrick,1992,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Fred Cusick,,Patrick,1987,NHL,
Gary Bettman,,Patrick,2000,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Dan Kelly,kellyda01,Patrick,1988,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
George Gund,,Patrick,1995,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Gil Stein,,Patrick,1992,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
John Mayasich,,Patrick,1997,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
John MacInnes,,Patrick,1985,NHL,
Bill Cleary,,Patrick,1996,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Robert Ridder,,Patrick,1993,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Tony Rossi,,Patrick,2010,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Jim Devellano,,Patrick,2008,NHL,
