playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
pittido01,,,Domenic,Pittis,,Domenic,,71,190,L,15004,13608,pittido01,1996,2003,,,C,1974,10,1,Canada,AB,Calgary,,,,,,
,mccambo01c,,Bob,McCammon,,Robert,,,,,,3508,mccambo99c,,,,,,1941,4,14,Canada,ON,Kenora,,,,,,
lidstdo01,,,Doug,Lidster,,Douglas John Andrew,,73,190,R,10943,3145,lidstdo01,1983,1998,,,D,1960,10,18,Canada,BC,Kamloops,,,,,,
konrost01,,,Steve,Konroyd,,Stephen Mark,,73,195,L,10817,2779,konrost01,1980,1994,,,D,1961,2,10,Canada,ON,Scarborough,,,,,,
williju01,,,Justin,Williams,,,,73,195,R,19583,42448,williju01,2000,2011,,,R,1981,10,4,Canada,ON,Cobourg,,,,,,
emersne01,,,Nelson,Emerson,,Nelson Donald,Nellie,71,180,R,10428,1558,emersne01,1990,2001,,,R,1967,8,17,Canada,ON,Hamilton,,,,,,
marshja01,,,Jason,Marshall,,Jason,,74,200,R,11029,3415,marshja02,1991,2005,,,D,1971,2,22,Canada,BC,Cranbrook,,,,,,
goldtbi01,,,Bill,Goldthorpe,,William Kenneth,,71,185,L,,6831,goldtbi01,,,1973,1975,L,1953,6,20,Canada,ON,Thunder Bay,,,,,,
ingraro01,ingraro01c,,Ron,Ingram,,Ronald Walter,,71,185,R,13060,2465,ingraro01,1956,1964,,,D,1933,7,5,Canada,QC,Toronto,1988,6,15,,,
daniesc01,,,Scott,Daniels,,Scott,,75,215,L,10340,1251,daniesc01,1992,1998,,,L,1969,9,19,Canada,SK,Mistawasis,,,,,,
murphgo01,,,Gord,Murphy,,Gordon J.,,74,195,R,11159,3852,murphgo01,1988,2001,,,D,1967,3,23,Canada,ON,Willowdale,,,,,,
carrogr01,,,Greg,Carroll,,Gregory John,Buzz,72,185,L,12224,843,carrogr01,1978,1979,1976,1977,C,1956,11,10,Canada,AB,Edmonton,,,,,,
kultaja01,,,Jarno,Kultanen,,Jarno Pekka Juhani,,74,198,L,19728,34198,kultaja01,2000,2002,,,D,1973,1,8,Finland,,Luumaki,,,,,,
beersed01,,,Eddy,Beers,,Edward Joseph,,74,195,L,11949,287,beersed01,1981,1985,,,L,1959,10,12,Canada,BC,Merritt,,,,,,
martiro01,,,Ron,Martin,,Ronald Dennis Grant,,66,130,R,13553,3433,martiro01,1932,1933,,,R,1909,8,22,Canada,AB,Calgary,1971,2,7,,,
durdivl01,,,Vladimir,Durdin,,,,,,,,59818,durdivl01,,,1978,1978,D,1956,4,21,,,,,,,,,
,,haych01h,Charles,Hay,,,,,,,B197401,,,,,,,,1902,6,28,Canada,ON,Kingston,1973,10,24,,,
davydev01,,,Evgeny,Davydov,,Evgeny,,72,200,R,10343,1272,davydev01,1991,1994,,,L,1967,5,27,USSR,,Chelyabinsk,,,,,,
hortoti01,,hortoti01h,Tim,Horton,,Miles Gilbert,Superman,70,180,R,P197702,2362,hortoti01,1949,1973,,,D,1930,1,12,Canada,ON,Cochrane,1974,2,21,Canada,ON,St. Catharines
clitsgr01,,,Grant,Clitsome,,,,71,208,L,,78651,clitsgr01,2009,2011,,,D,1985,4,14,Canada,ON,Gloucester,,,,,,
lowryda01,,,Dave,Lowry,,Dave John,Pie,73,195,L,10969,3217,lowryda01,1985,2003,,,L,1965,2,14,Canada,ON,Sudbury,,,,,,
primewa01,,,Wayne,Primeau,,Wayne Michael,,76,225,L,10951,11363,primewa01,1994,2009,,,C,1976,6,4,Canada,ON,Scarborough,,,,,,
seabrbr01,,,Brent,Seabrook,,,,75,220,R,20912,55395,seabrbr01,2005,2011,,,D,1985,4,20,Canada,BC,Delta,,,,,,
vokouto01,,,Tomas,Vokoun,,Tomas,,72,195,R,18247,18609,vokouto01,1996,2011,,,G,1976,7,2,Czech Republic,,Karlovy Vary,,,,,,
proutda01,,,Dalton,Prout,,,,75,219,,,,proutda01,2011,2011,,,D,1990,3,13,,,,,,,,,
franclo01,,,Lou,Franceschetti,,Louis,,72,200,L,10496,1763,franclo01,1981,1991,,,R,1958,3,28,Canada,ON,Toronto,,,,,,
cisarma01,,,Marian,Cisar,,Marian,,72,197,R,11572,29278,cisarma01,1999,2001,,,R,1978,2,25,Czech Republic,,Bratislava,,,,,,
goldsle01,,,Leroy,Goldsworthy,,Leroy Delano,Goldy,72,165,R,12743,1954,goldsle01,1929,1938,,,R,1906,10,18,USA,MN,Two Harbors,1980,3,16,,,
pattede01,,,Dennis,Patterson,,Dennis Gordon,,68,175,L,13941,4186,pattede01,1974,1979,1976,1976,D,1950,1,9,Canada,ON,Peterborough,,,,,,
speyech01,,,Chris,Speyer,,Christopher F.,Duke,70,170,L,14407,18918,speyech01,1923,1933,,,D,1907,2,6,Canada,ON,Toronto,1966,12,26,Canada,ON,Toronto
murraji01,,,Jim,Murray,,James Arnold,Bearcat,73,165,L,13811,10265,murraji01,1967,1967,,,D,1943,11,25,Canada,MB,Virden,,,,,,
coaltga01,,,Gary,Coalter,,Gary Merritt Charles,,70,185,R,12290,1039,coaltga01,1973,1974,,,C,1950,7,8,Canada,ON,Toronto,,,,,,
fankhsc01,,,Scott,Fankhouser,,Scott,,74,205,L,18216,26591,fankhsc01,1999,2000,,,G,1975,7,1,USA,ND,Bismarck,,,,,,
babewa01,,,Warren,Babe,,Warren,,74,190,L,11890,157,babewa01,1987,1990,,,L,1968,9,7,Canada,AB,Medicine Hat,,,,,,
heximob01,,,Obs,Heximer,,Orville Russell,,67,159,L,12924,17094,heximob01,1929,1934,,,L,1910,2,16,Canada,ON,Niagara Falls,1988,7,16,Canada,ON,Niagara Falls
giroula01,,,Larry,Giroux,,Larry Douglas,Buffalo Head,72,190,R,12726,1925,giroula01,1973,1979,,,D,1951,8,28,Canada,SK,Weyburn,,,,,,
krushmi01,,,Mike,Krushelnyski,,Michael,Krusher/Cruiser,74,200,L,10844,2836,krushmi01,1981,1994,,,L,1960,4,27,Canada,QC,Montreal,,,,,,
aliuak01,,,Akim,Aliu,,,,76,225,,,,aliuak01,2011,2011,,,R,1989,4,24,,,,,,,,,
lowre01,,,Reed,Low,,,,76,220,R,10430,28737,lowre01,2000,2006,,,R,1976,6,21,Canada,SK,Moose Jaw,,,,,,
sjobela01,,,Lars-Erik,Sjoberg,,Lars Erik,The Shoe/Taxen,68,179,L,14334,4988,sjobela01,1979,1979,1974,1978,D,1944,4,5,Sweden,,Falun,1987,10,20,Sweden,,Uppsala
pardyad01,,,Adam,Pardy,,,,76,211,L,21431,70582,pardyad01,2008,2011,,,D,1984,5,29,Canada,NL,Bonavista,,,,,,
harkito01,,,Todd,Harkins,,Todd Michael,,75,210,R,10610,2153,harkito01,1991,1993,,,C,1968,10,8,USA,OH,Cleveland,,,,,,
berglbo02,,,Bo,Berglund,,Bo,,70,175,L,11981,352,berglbo01,1983,1985,,,F,1955,4,6,Sweden,,Sjavelad,,,,,,
