playerid,year,stint,tmid,w,l,sa,ga
turcoma01,2008,1,DAL,5,6,43,16
auldal01,2011,1,OTT,0,1,4,3
neuvimi01,2010,1,WAS,3,3,21,6
smithmi02,2007,1,DAL,2,0,6,0
toskave01,2007,1,TOR,2,3,15,6
vokouto01,2007,1,FLO,5,6,41,11
gigueje01,2005,1,ANA,3,7,31,12
johnsbr02,2009,1,PIT,2,0,6,0
emeryra01,2011,1,CHI,1,3,13,5
rolosdw01,2005,1,MIN,0,1,8,2
crawfco01,2005,1,CHI,0,1,3,2
bironma01,2008,1,PHI,2,3,17,5
backsni01,2010,1,MIN,1,4,17,8
luongro01,2011,1,VAN,6,6,42,17
rolosdw01,2007,1,EDM,5,4,37,10
clemmsc01,2005,1,NJD,1,1,7,3
gerbema01,2010,1,EDM,1,0,4,1
norrefr01,2007,1,CBS,0,4,10,4
lalimpa01,2008,1,BUF,0,3,10,4
pavelon01,2011,1,WPG,3,3,20,8
burkese01,2005,1,TBL,2,3,11,5
halakja01,2007,1,MTL,0,1,3,1
gigueje01,2008,1,AND,2,2,12,4
macdojo01,2008,1,NYI,3,3,15,6
ersbeer01,2007,1,LAK,1,1,10,2
andercr01,2008,1,FLO,0,4,11,7
macdojo01,2006,2,BOS,0,1,3,2
kolesvi01,2005,1,COL,1,0,7,0
dipieri01,2006,1,NYI,5,4,44,9
huetcr01,2009,1,CHI,3,4,38,13
labarja01,2005,1,LAK,2,0,5,0
bryzgil01,2010,1,PHO,4,5,32,11
labarja01,2008,1,LAK,0,3,7,6
macdojo01,2010,1,DET,1,2,9,2
backsni01,2011,1,MIN,5,6,32,15
clemmsc01,2009,1,FLO,2,1,11,1
thomati01,2006,1,BOS,8,2,46,8
conklty01,2008,1,DET,2,2,13,4
hedbejo01,2010,1,NJD,2,1,11,3
eschero01,2006,1,PHI,0,1,2,2
osgooch01,2008,1,DET,4,2,21,6
peterju01,2010,1,CAR,0,1,2,2
niemian02,2011,1,SJS,8,4,40,9
priceca01,2010,1,MTL,3,2,24,6
sauveph01,2005,1,CAL,1,0,3,0
neuvimi01,2011,1,WAS,3,2,17,7
andercr01,2011,1,OTT,6,1,25,7
sanfocu01,2006,1,STL,0,2,6,5
dipieri01,2005,1,NYI,8,3,41,12
niittan01,2010,1,SJS,2,0,4,0
garonma01,2009,1,CBS,2,3,18,8
legacma01,2006,1,STL,5,3,25,7
caronse01,2005,1,PIT,0,3,10,6
rinnepe01,2011,1,NAS,4,5,30,9
hackema01,2011,1,MIN,1,0,5,2
johnsch02,2009,1,NYR,0,1,5,2
schneco01,2010,1,VAN,1,0,3,0
bouchbr01,2006,1,CHI,0,2,4,4
johnsbr02,2010,1,PIT,2,1,11,1
tellqmi01,2005,1,TOR,1,1,5,2
kolziol01,2007,1,WAS,2,4,34,11
norrefr01,2006,1,CBS,3,3,22,8
dunhami01,2005,1,ATL,0,2,4,3
masonst01,2009,1,CBS,0,7,28,12
leighmi01,2009,1,CAR,1,0,3,0
tellqmi01,2008,1,PHO,1,0,8,1
budajpe01,2006,1,COL,3,4,27,11
denisma01,2005,1,CBS,3,1,18,4
smithmi02,2010,1,TBL,1,0,4,0
elliobr01,2011,1,STL,1,3,14,5
nabokev01,2009,1,SJS,6,6,50,13
quickjo01,2011,1,LAK,6,8,47,16
kiprumi01,2007,1,CAL,3,3,17,6
rolosdw01,2011,1,TBL,2,2,15,5
nabokev01,2008,1,SJS,5,4,32,11
turcoma01,2007,1,DAL,3,3,23,9
fernama01,2005,1,MIN,4,2,19,4
bironma01,2005,1,BUF,2,3,12,5
bryzgil01,2007,1,AND,0,1,3,1
masonst01,2008,1,CBS,6,5,31,9
rasktu01,2009,1,BOS,5,4,33,10
leclapa01,2007,1,CBS,3,4,23,10
denisma01,2007,1,TBL,1,0,3,0
conklty01,2005,1,EDM,0,1,2,2
wardca01,2009,1,CAR,1,3,13,7
rolosdw01,2006,1,EDM,3,2,21,6
kolziol01,2005,1,WAS,4,5,44,15
