payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
1983,3546,1999-09-02T00:00:00,3332.0,0,
12681,7100,1999-10-03T00:00:00,13649.0,0,
4400,6073,1999-09-02T00:00:00,6873.0,0,
13044,7474,1999-10-03T00:00:00,7986.0,0,
11563,5908,1999-10-03T00:00:00,11603.0,0,
5828,7508,1999-09-02T00:00:00,14198.0,0,
10542,4719,1999-10-03T00:00:00,7569.0,0,
1275,2708,1999-09-02T00:00:00,1983.0,0,
5076,6754,1999-09-02T00:00:00,9315.0,0,
15218,9664,1999-10-03T00:00:00,22396.0,0,
1610,3120,1999-09-02T00:00:00,9209.0,0,
5757,7437,1999-09-02T00:00:00,16840.0,0,
11095,5365,1999-10-03T00:00:00,10704.0,0,
11044,5308,1999-10-03T00:00:00,2845.0,0,
15448,9894,1999-10-03T00:00:00,32359.0,0,
14161,8604,1999-10-03T00:00:00,21249.0,0,
9045,2542,1999-10-03T00:00:00,3748.0,0,
3402,5054,1999-09-02T00:00:00,19310.0,0,
3697,5356,1999-09-02T00:00:00,11341.0,0,
1347,2794,1999-09-02T00:00:00,12460.0,0,
15203,9649,1999-10-03T00:00:00,12665.0,0,
3226,4871,1999-09-02T00:00:00,1172.0,0,
12698,7117,1999-10-03T00:00:00,5972.0,0,
4468,6143,1999-09-02T00:00:00,16265.0,0,
14848,9294,1999-10-03T00:00:00,27437.0,0,
13401,7837,1999-10-03T00:00:00,4606.0,0,
14698,9144,1999-10-03T00:00:00,12918.0,0,
1125,2508,1999-09-02T00:00:00,2142.0,0,
1473,2947,1999-09-02T00:00:00,335.0,0,
6452,8133,1999-09-02T00:00:00,10283.0,0,
964,2295,1999-09-02T00:00:00,2798.0,0,
13604,8043,1999-10-03T00:00:00,13763.0,0,
6623,8304,1999-09-02T00:00:00,25722.0,0,
1984,3547,1999-09-02T00:00:00,10511.0,0,
2428,4030,1999-09-02T00:00:00,3210.0,0,
2664,4282,1999-09-02T00:00:00,2979.0,0,
2934,4570,1999-09-02T00:00:00,8524.0,0,
12021,6399,1999-10-03T00:00:00,6458.0,0,
2559,4168,1999-09-02T00:00:00,11047.0,0,
8937,2329,1999-10-03T00:00:00,1550.0,0,
11425,5753,1999-10-03T00:00:00,8150.0,0,
939,2255,1999-09-02T00:00:00,699.0,0,
6612,8293,1999-09-02T00:00:00,12154.0,0,
1239,2664,1999-09-02T00:00:00,5574.0,0,
13775,8216,1999-10-03T00:00:00,25665.0,0,
10481,4648,1999-10-03T00:00:00,3147.0,0,
3364,5014,1999-09-02T00:00:00,12616.0,0,
14838,9284,1999-10-03T00:00:00,19603.0,0,
11895,6265,1999-10-03T00:00:00,3740.0,0,
1144,2534,1999-09-02T00:00:00,5130.0,0,
4263,5934,1999-09-02T00:00:00,8516.0,0,
1479,2954,1999-09-02T00:00:00,10030.0,0,
8193,9874,1999-09-02T00:00:00,50474.0,0,
