statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
3190,3190,1999-08-13T00:00:00,1999-09-02T00:00:00,19238.0,
3318,3318,1999-08-13T00:00:00,1999-09-02T00:00:00,5045.0,
4256,4256,1999-08-13T00:00:00,1999-09-02T00:00:00,8701.0,
4740,4740,1999-08-13T00:00:00,1999-09-02T00:00:00,10379.0,
4942,4942,1999-08-13T00:00:00,1999-09-02T00:00:00,7715.0,
5387,5387,1999-08-13T00:00:00,1999-09-02T00:00:00,9492.0,
5728,5728,1999-08-13T00:00:00,1999-09-02T00:00:00,19114.0,
5830,5830,1999-08-13T00:00:00,1999-09-02T00:00:00,16427.0,
6474,6474,1999-08-13T00:00:00,1999-09-02T00:00:00,12864.0,
6541,6541,1999-08-13T00:00:00,1999-09-02T00:00:00,18409.0,
6837,6837,1999-08-13T00:00:00,1999-09-02T00:00:00,26773.0,
7206,7206,1999-08-13T00:00:00,1999-09-02T00:00:00,23674.0,
7366,7366,1999-08-13T00:00:00,1999-09-02T00:00:00,20801.0,
7386,7386,1999-08-13T00:00:00,1999-09-02T00:00:00,14534.0,
7407,7407,1999-08-13T00:00:00,1999-09-02T00:00:00,9041.0,
7496,7496,1999-08-13T00:00:00,1999-09-02T00:00:00,20727.0,
7828,7828,1999-08-13T00:00:00,1999-09-02T00:00:00,17149.0,
7883,7883,1999-08-13T00:00:00,1999-09-02T00:00:00,24563.0,
7953,7953,1999-08-13T00:00:00,1999-09-02T00:00:00,27387.0,
8228,8228,1999-08-13T00:00:00,1999-09-02T00:00:00,18627.0,
8279,8279,1999-08-13T00:00:00,1999-09-02T00:00:00,31096.0,
8360,8360,1999-08-13T00:00:00,1999-09-02T00:00:00,12609.0,
8665,8665,1999-08-13T00:00:00,1999-09-02T00:00:00,35547.0,
8696,8696,1999-08-13T00:00:00,1999-09-02T00:00:00,22178.0,
8880,8880,1999-08-13T00:00:00,1999-09-02T00:00:00,18372.0,
8907,8907,1999-08-13T00:00:00,1999-09-02T00:00:00,16913.0,
8925,8925,1999-08-13T00:00:00,1999-09-02T00:00:00,46400.0,
9039,9039,1999-08-13T00:00:00,1999-09-02T00:00:00,39732.0,
9055,9055,1999-08-13T00:00:00,1999-09-02T00:00:00,19008.0,
9204,9204,1999-08-13T00:00:00,1999-09-02T00:00:00,28867.0,
9540,9540,1999-08-13T00:00:00,1999-09-02T00:00:00,65123.0,
9546,9546,1999-08-13T00:00:00,1999-09-02T00:00:00,14731.0,
9643,9643,1999-08-13T00:00:00,1999-09-02T00:00:00,39714.0,
9732,9732,1999-08-13T00:00:00,1999-09-02T00:00:00,40751.0,
9840,9840,1999-08-13T00:00:00,1999-09-02T00:00:00,54355.0,
9886,9886,1999-08-13T00:00:00,1999-09-02T00:00:00,37477.0,
9907,9907,1999-08-13T00:00:00,1999-09-02T00:00:00,72866.0,
11873,1873,1999-09-13T00:00:00,1999-10-03T00:00:00,1069.0,
13570,3570,1999-09-13T00:00:00,1999-10-03T00:00:00,11072.0,
15569,5569,1999-09-13T00:00:00,1999-10-03T00:00:00,9345.0,
16471,6471,1999-09-13T00:00:00,1999-10-03T00:00:00,7772.0,
16488,6488,1999-09-13T00:00:00,1999-10-03T00:00:00,13379.0,
16605,6605,1999-09-13T00:00:00,1999-10-03T00:00:00,6903.0,
16923,6923,1999-09-13T00:00:00,1999-10-03T00:00:00,4309.0,
18037,8037,1999-09-13T00:00:00,1999-10-03T00:00:00,9650.0,
18268,8268,1999-09-13T00:00:00,1999-10-03T00:00:00,10006.0,
18399,8399,1999-09-13T00:00:00,1999-10-03T00:00:00,11952.0,
18447,8447,1999-09-13T00:00:00,1999-10-03T00:00:00,18567.0,
18619,8619,1999-09-13T00:00:00,1999-10-03T00:00:00,24799.0,
18637,8637,1999-09-13T00:00:00,1999-10-03T00:00:00,9292.0,
19053,9053,1999-09-13T00:00:00,1999-10-03T00:00:00,13744.0,
19828,9828,1999-09-13T00:00:00,1999-10-03T00:00:00,34299.0,
19884,9884,1999-09-13T00:00:00,1999-10-03T00:00:00,31607.0,
19959,9959,1999-09-13T00:00:00,1999-10-03T00:00:00,28477.0,
11077,1077,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
17092,7092,1999-09-13T00:00:00,1999-10-03T00:00:00,1668.0,
1675,1675,1999-08-13T00:00:00,1999-09-02T00:00:00,4676.0,
12523,2523,1999-09-13T00:00:00,1999-10-03T00:00:00,5313.0,
12326,2326,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
12905,2905,1999-09-13T00:00:00,1999-10-03T00:00:00,5043.0,
718,718,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
13461,3461,1999-09-13T00:00:00,1999-10-03T00:00:00,30.0,
19586,9586,1999-09-13T00:00:00,1999-10-03T00:00:00,15817.0,
4354,4354,1999-08-13T00:00:00,1999-09-02T00:00:00,3742.0,
9435,9435,1999-08-13T00:00:00,1999-09-02T00:00:00,25593.0,
8934,8934,1999-08-13T00:00:00,1999-09-02T00:00:00,29380.0,
18891,8891,1999-09-13T00:00:00,1999-10-03T00:00:00,11020.0,
5127,5127,1999-08-13T00:00:00,1999-09-02T00:00:00,4344.0,
8292,8292,1999-08-13T00:00:00,1999-09-02T00:00:00,34334.0,
14233,4233,1999-09-13T00:00:00,1999-10-03T00:00:00,8925.0,
10025,25,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
18240,8240,1999-09-13T00:00:00,1999-10-03T00:00:00,12547.0,
10848,848,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
18722,8722,1999-09-13T00:00:00,1999-10-03T00:00:00,13580.0,
