coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
imlacpu01c,1960,TOR,NHL,1,,70,39,19,12,5,1,4,0
murrabr01c,1981,WAS,NHL,3,,66,25,28,13,,,,
berrybo01c,1982,MTL,NHL,1,,80,42,24,14,3,0,3,0
angotlo01c,1973,STL,NHL,2,,23,4,15,4,,,,
laviope01c,2002,NYI,NHL,1,,82,35,36,11,5,1,4,0
patricr01c,1996,PIT,NHL,2,,20,7,10,3,5,1,4,0
arboual01c,1977,NYI,NHL,1,,80,48,17,15,7,3,4,0
cheevge01c,1983,BOS,NHL,1,,80,49,25,6,3,0,3,0
suttebr01c,1989,STL,NHL,1,,80,37,34,9,12,7,5,0
wilsoro02c,2006,SJS,NHL,1,,82,51,26,5,11,6,5,0
murrate01c,2009,LAK,NHL,1,,82,46,27,9,6,2,4,0
watsoph01c,1957,NYR,NHL,1,,70,32,25,13,6,2,4,0
stasivi01c,1972,VAN,NHL,1,,78,22,47,9,,,,
schmimi01c,1974,WAS,NHL,3,,8,2,6,0,,,,
johnsto01c,1972,BOS,NHL,1,,52,31,16,5,,,,
eddolfr01c,1954,CHI,NHL,1,,70,13,40,17,,,,
chambda01c,1990,QUE,NHL,1,,80,16,50,14,,,,
bowmasc01c,1974,MTL,NHL,1,,80,47,14,19,11,6,5,0
brophjo01c,1986,TOR,NHL,1,,80,32,42,6,13,7,6,0
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
kellyre01c,1968,LAK,NHL,1,,76,24,42,10,11,4,7,0
keenami01c,2000,BOS,NHL,2,,74,33,34,7,,,,
pagepi01c,1989,MNS,NHL,1,,80,36,40,4,7,3,4,0
saccojo01c,2010,COL,NHL,1,,82,30,44,8,,,,
quinnpa01c,2005,TOR,NHL,1,,82,41,33,8,,,,
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
melroba01c,1993,LAK,NHL,1,,84,27,45,12,,,,
trotzba01c,2006,NAS,NHL,1,,82,51,23,8,5,1,4,0
trotzba01c,2010,NAS,NHL,1,,82,44,27,11,12,6,6,0
carbogu01c,2007,MTL,NHL,1,,82,47,25,10,12,5,7,0
bouchgu01c,2011,TBL,NHL,1,,82,38,36,8,,,,
gerared01c,1933,MTM,NHL,1,,48,19,18,11,4,1,2,1
