year,hofid,name,category
1962,camerha01h,Harry Cameron,Player
2010,develji01h,Jim Devellano,Builder
1986,keonda01h,Dave Keon,Player
1961,seibeol01h,Oliver Seibert,Player
1962,stanlba01h,Barney Stanley,Player
1958,dudlege01h,George Dudley,Builder
1984,parenbe01h,Bernie Parent,Player
1975,hallgl01h,Glenn Hall,Player
1998,conacro01h,Roy Conacher,Player
1976,rossph01h,Philip Ross,Builder
1977,ballaha01h,Harold Ballard,Builder
1958,conneal01h,Alec Connell,Player
1958,lehmahu01h,Hugh Lehman,Player
1981,stanlal01h,Allan Stanley,Player
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1945,phillto01h,Tommy Phillips,Player
1962,gardnji01h,Jim Gardner,Player
1993,lapoigu01h,Guy Lapointe,Player
1973,smithto01h,Tommy Smith,Player
1992,mcdonla01h,Lanny McDonald,Player
1947,nighbfr01h,Frank Nighbor,Player
2008,larioig01h,Igor Larionov,Player
1962,westwha01h,Harry Westwick,Player
1974,haych01h,Charles Hay,Builder
1972,geoffbe01h,Bernie Geoffrion,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1990,poilebu01h,Bud Poile,Builder
1952,cookbi01h,Bill Cook,Player
1971,weilaco01h,Cooney Weiland,Player
1967,storere01h,Red Storey,Referee/Linesman
2003,ilitcmi01h,Mike Illitch,Builder
1985,cheevge01h,Gerry Cheevers,Player
2002,langwro01h,Rod Langway,Player
1962,whitcfr01h,Fred Whitcroft,Player
1982,ullmano01h,Norm Ullman,Player
1958,keatsdu01h,Duke Keats,Player
1992,allenke01h,Keith Allen,Builder
1998,murraat01h,Athol Murray,Builder
2011,nieuwjo01h,Joe Nieuwendyk,Player
1961,dayha01h,Hap Day,Player
1974,mooredi01h,Dickie Moore,Player
1950,triheha01h,Harry Trihey,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1962,huttobo01h,Bowse Hutton,Player
1988,esposto01h,Tony Esposito,Player
1987,ziegljo01h,John Ziegler,Builder
1960,manthsy01h,Sylvio Mantha,Player
1945,bakerho01h,Hobey Baker,Player
1986,hanlebi01h,Bill Hanley,Builder
2009,hullbr01h,Brett Hull,Player
1958,raymodo01h,Donat Raymond,Builder
1945,morenho01h,Howie Morenz,Player
1979,howelha01h,Harry Howell,Player
1958,cleghsp01h,Sprague Cleghorn,Player
1950,griffsi01h,Si Griffis,Player
1963,primejo01h,Joe Primeau,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1950,patrifr01h,Frank Patrick,Builder
1958,hayge01h,George Hay,Player
1961,conacch01h,Charlie Conacher,Player
1962,smithfr01h,Frank Smith,Builder
1972,belivje01h,Jean Beliveau,Player
1952,stewane01h,Nels Stewart,Player
1950,lalonne01h,Newsy Lalonde,Player
1945,stuarho01h,Hod Stuart,Player
1971,sawchte01h,Terry Sawchuk,Player
1950,davidal01h,Scotty Davidson,Player
1966,kennete01h,Ted Kennedy,Player
1950,grantmi01h,Mike Grant,Player
1947,sutheja01h,James Sutherland,Builder
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1961,schmimi01h,Milt Schmidt,Player
2001,hawerda01h,Dale Hawerchuk,Player
1962,greensh01h,Shorty Green,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1965,marshja02h,Jack Marshall,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1958,mcnamge02h,George McNamara,Player
1958,norrija02h,James Norris Sr.,Builder
1995,sabetgu01h,Gunther Sabetzki,Builder
2007,macinal01h,Al MacInnis,Player
1989,bauerda01h,David Bauer,Builder
1995,cookbu01h,Bun Cook,Player
1984,esposph01h,Phil Esposito,Player
1962,norrija03h,James Norris,Builder
1977,hortoti01h,Tim Horton,Player
1950,richage01h,George Richardson,Player
1962,wilsoph01h,Phat Wilson,Player
1985,ratelje01h,Jean Ratelle,Player
2010,granaca01h,Cammi Granato,Player
1964,stewaja01h,Jack Stewart,Player
1993,lapraed01h,Edgar Laprade,Player
1958,turnell01h,Lloyd Turner,Builder
2001,gartnmi01h,Mike Gartner,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1963,seibeea01h,Earl Seibert,Player
1962,mcgimbi01h,Billy McGimsie,Player
1958,johnsch01h,Ching Johnson,Player
1991,potvide01h,Denis Potvin,Player
2003,fuhrgr01h,Grant Fuhr,Player
2006,brookhe01h,Herb Brooks,Builder
1945,pulfoha01h,Harvey Pulford,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1962,ruttaja01h,Jack Ruttan,Player
1962,broadpu01h,Punch Broadbent,Player
1964,diliofr01h,Francis Dilio,Builder
2008,chynoed01h,Ed Chynoweth,Builder
1966,campbcl01h,Clarence Campbell,Builder
1985,olmstbe01h,Bert Olmstead,Player
1993,grifffr01h,Frank Griffiths,Builder
2003,kilrebr01h,Brian Kilrea,Builder
1980,patrily01h,Lynn Patrick,Player
2007,messima01h,Mark Messier,Player
1992,mathefr01h,Frank Mathers,Builder
1969,kellyre01h,Red Kelly,Player
1993,shuttst01h,Steve Shutt,Player
1960,adamsch01h,Charles Adams,Builder
1965,hewitfo01h,Foster Hewitt,Builder
