year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1985,DSF,F,STL,NHL,MNS,NHL,3,2,0,18,20,
1925,F,,VIC,WCHL,EDE,WCHL,1,0,1,5,3,TG
1996,CSF,L,DET,NHL,ANA,NHL,4,0,0,13,8,
1991,CF,M,PIT,NHL,BOS,NHL,4,0,0,19,7,
1980,SCF,O,NYI,NHL,MNS,NHL,4,1,0,26,16,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
1984,CF,M,PHI,NHL,QUE,NHL,4,2,0,17,12,
1998,CSF,L,COL,NHL,DET,NHL,4,2,0,21,14,
1941,QF,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
1991,DSF,A,MTL,NHL,HAR,NHL,4,3,0,21,18,
1983,SCF,O,EDM,NHL,NYI,NHL,4,1,0,21,12,
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1985,DSF,B,MTL,NHL,BOS,NHL,3,0,0,10,6,
1953,SF,B,MTL,NHL,BOS,NHL,4,0,0,16,4,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
1986,DSF,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1936,SF,A,DET,NHL,MTL,NHL,3,2,0,13,8,
2011,CQF,H,NAS,NHL,DET,NHL,4,1,0,13,9,
1939,QF,B,TOR,NHL,CHI,NHL,2,0,0,5,3,
1930,SCF,E,MTL,NHL,CHI,NHL,3,2,0,11,8,
1925,SF,,MTM,NHL,PIP,NHL,1,0,1,6,4,TG
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
1976,DSF,,IND,WHA,CIN,WHA,4,0,0,19,9,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1987,DSF,A,MTL,NHL,HAR,NHL,4,2,0,23,20,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1951,SF,B,MTL,NHL,BOS,NHL,4,3,0,18,12,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1941,QF,C,DET,NHL,MTL,NHL,2,1,0,8,8,
1956,SF,A,BOS,NHL,DET,NHL,4,1,0,15,14,
1990,DSF,A,BOS,NHL,HAR,NHL,4,2,0,24,17,
1978,SF,J,MTL,NHL,BOS,NHL,4,3,0,25,20,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
1921,SCF,,TRS,NHL,VML,PCHA,3,2,0,16,9,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
2009,CSF,K,SJS,NHL,DET,NHL,4,1,0,15,17,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1998,CQF,D,TOR,NHL,PHI,NHL,4,2,0,9,11,
1999,CQF,E,SJS,NHL,STL,NHL,4,3,0,20,22,
2002,CQF,C,TBL,NHL,WAS,NHL,4,2,0,14,15,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
1977,QF,E,MTL,NHL,DET,NHL,4,1,0,24,10,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
2009,CQF,E,SJS,NHL,COL,NHL,4,2,0,19,11,
2005,CQF,A,OTT,NHL,TBL,NHL,4,1,0,23,13,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1935,QF,B,TOR,NHL,BOS,NHL,1,1,0,8,6,TG
1932,SF,D,NYR,NHL,DET,NHL,2,0,0,6,3,TG
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1977,SCF,K,MTL,NHL,BOS,NHL,4,2,0,18,13,
1932,SF,A,TOR,NHL,BOS,NHL,3,2,0,9,7,
1968,SF,F,STL,NHL,LAK,NHL,4,0,0,16,5,
2002,CQF,A,OTT,NHL,NYI,NHL,4,1,0,13,7,
2002,CQF,F,ANA,NHL,DET,NHL,4,0,0,10,6,
1973,ACF,,HOU,WHA,CHC,WHA,4,0,0,22,9,
1998,CQF,A,PIT,NHL,NJD,NHL,4,3,0,21,18,
1923,F,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,TG
1992,CF,N,LAK,NHL,TOR,NHL,4,3,0,22,23,
2005,SCF,O,CAR,NHL,EDM,NHL,4,3,0,19,16,
1952,SCF,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1998,CQF,G,DET,NHL,ANA,NHL,4,0,0,17,6,
2003,CSF,L,SJS,NHL,COL,NHL,4,2,0,14,7,
1970,QF,C,CHI,NHL,PHI,NHL,4,0,0,20,8,
1995,CQF,E,DET,NHL,WIN,NHL,4,2,0,20,10,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
1974,SF,,QUN,WHA,MFS,WHA,4,2,0,25,16,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
2008,CQF,A,BOS,NHL,MTL,NHL,4,0,0,17,6,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
2000,CQF,F,LAK,NHL,DET,NHL,4,2,0,15,17,
1962,SCF,C,TOR,NHL,DET,NHL,4,1,0,17,10,
1998,CF,M,BUF,NHL,TOR,NHL,4,1,0,21,16,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1934,QF,B,MTM,NHL,CHI,NHL,1,0,1,1,0,TG
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1986,DSF,D,NYI,NHL,WAS,NHL,4,3,0,19,19,
1974,QF,,QUN,WHA,PHR,WHA,4,1,0,23,12,
1968,SCF,G,MTL,NHL,STL,NHL,4,0,0,12,3,
2001,CSF,I,CAR,NHL,MTL,NHL,4,2,0,21,12,
