year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1976,WHA,MF2,MF2,,EW,6,,42,19,18,5.0,,43,,,136,129,Minnesota Fighting Saints,600,0,22,107,7,33,130,3
1995,NHL,VAN,VAN,WC,PC,3,CQF,82,32,35,15.0,,79,,,278,278,Vancouver Canucks,1546,18,69,411,13,78,418,18
2003,NHL,PIT,PIT,EC,AT,5,,82,23,47,8.0,4,58,,,190,303,Pittsburgh Penguins,1270,32,65,360,15,84,369,7
1980,NHL,WAS,WAS,CC,PT,5,,80,26,36,18.0,,70,,,286,317,Washington Capitals,1872,38,74,394,14,83,318,8
2000,NHL,CAR,CAR,EC,SE,2,CQF,82,38,32,9.0,3,88,,,212,225,Carolina Hurricanes,1083,10,72,382,16,45,351,6
1940,NHL,NYA,BKN,,,7,,48,8,29,11.0,,27,,,99,186,New York Americans,231,,,,,,,
1911,NHA,QU1,BKN,,,1,,18,10,8,0.0,,20,,,81,79,Quebec Bulldogs,,,,,,,,
1987,NHL,TOR,TOR,CC,NO,4,DSF,80,21,49,10.0,,52,,,273,345,Toronto Maple Leafs,1782,28,54,347,9,93,420,12
1971,NHL,CLF,CLE,,WD,6,,78,21,39,18.0,,60,,,216,288,California Golden Seals,1007,6,44,278,6,55,259,5
1990,NHL,BUF,BUF,WA,AD,3,DSF,80,31,30,19.0,,81,,,292,278,Buffalo Sabres,1733,28,73,400,8,62,368,15
2010,NHL,DET,DET,WC,CE,1,CSF,82,47,25,,10,104,4,4,261,241,Detroit Red Wings,754,6,67,301,7,53,300,5
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7,115,5,5,257,184,Detroit Red Wings,937,4,81,391,7,57,357,5
1974,WHA,MFS,MFS,,WW,3,AVSF,78,42,33,3.0,,87,,,308,279,Minnesota Fighting Saints,1233,,53,228,9,47,256,15
1992,NHL,MNS,DAL,CC,NO,5,,84,36,38,10.0,,82,,,272,293,Minnesota North Stars,1885,14,85,445,17,81,455,9
1973,WHA,NEW,CAR,,EW,1,AVQF,78,43,31,4.0,,90,,,291,260,New England Whalers,875,18,47,228,7,36,197,3
1972,WHA,NRA,SDM,,EW,6,,78,33,43,2.0,,68,,,303,334,New York Raiders,900,6,60,305,12,63,268,10
1936,NHL,MTM,MTM,,CA,2,SF,48,22,17,9.0,,53,,,126,110,Montreal Maroons,381,,,,,,,
1977,NHL,MTL,MTL,WA,NO,1,SC,80,59,10,11.0,,129,,,359,183,Montreal Canadiens,745,10,73,229,1,40,211,9
1996,NHL,STL,STL,WC,CE,4,CQF,82,36,35,11.0,,83,,,236,239,St. Louis Blues,1336,24,50,327,8,55,332,9
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,Toronto Maple Leafs,1125,12,62,330,7,78,308,6
1934,NHL,NYA,BKN,,CA,4,,48,12,27,9.0,,33,,,100,142,New York Americans,250,,,,,,,
1941,NHL,NYR,NYR,,,1,SF,48,29,17,2.0,,60,,,177,143,New York Rangers,390,,,,,,,
2005,NHL,NJD,NJD,EC,AT,1,CSF,82,46,27,,9,101,9,4,242,229,New Jersey Devils,948,10,78,441,6,63,349,3
1961,NHL,NYR,NYR,,,4,SF,70,26,32,12.0,,64,,,195,207,New York Rangers,644,,,,,,,
1998,NHL,SJS,SJS,WC,PC,4,CQF,82,31,33,18.0,,80,,,196,191,San Jose Sharks,1423,10,53,399,4,61,407,8
1912,NHA,QU1,BKN,,,1,LCS,20,16,4,0.0,,32,,,112,75,Quebec Bulldogs,,,,,,,,
1995,NHL,ANA,ANA,WC,PC,4,,82,35,39,8.0,,78,,,234,247,Mighty Ducks of Anaheim,1707,22,60,426,5,81,423,10
1970,NHL,VAN,VAN,,ED,6,,78,24,46,8.0,,56,,,229,296,Vancouver Canucks,1371,14,52,317,12,81,309,6
1981,NHL,BOS,BOS,WA,AD,2,DF,80,43,27,10.0,,96,,,323,285,Boston Bruins,1266,4,65,289,7,54,291,11
1979,NHL,COR,NJD,CC,SM,6,,80,19,48,13.0,,51,,,234,308,Colorado Rockies,1020,12,53,304,3,52,233,6
1998,NHL,NAS,NAS,WC,CE,4,,82,28,47,7.0,,63,,,190,261,Nashville Predators,1420,14,40,324,10,75,357,7
2000,NHL,FLO,FLO,EC,SE,3,,82,22,38,13.0,9,66,,,200,246,Florida Panthers,1509,10,46,353,13,64,398,8
1985,NHL,TOR,TOR,CC,NO,4,DF,80,25,48,7.0,,57,,,311,386,Toronto Maple Leafs,1716,10,67,364,11,83,364,7
1916,PCHA,PO1,PO1,,,3,,24,9,15,0.0,,18,,,114,112,Portland Rosebuds,,,,,,,,
1948,NHL,CHI,CHI,,,5,,60,21,31,8.0,,50,,,173,211,Chicago Black Hawks,695,,,,,,,
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11,97,7,4,246,245,Atlanta Thrashers,1097,26,67,407,10,79,391,9
1996,NHL,MTL,MTL,EC,NE,4,CQF,82,31,36,15.0,,77,,,249,276,Montreal Canadiens,1469,24,53,337,11,71,347,10
1986,NHL,PHI,PHI,WA,PT,1,F,80,46,26,8.0,,100,,,310,245,Philadelphia Flyers,2082,14,68,355,5,71,402,22
1925,WCHL,SAS,SAS,,,2,WSF,30,18,11,1.0,,37,,,93,64,Saskatoon Sheiks,,,,,,,,
2009,NHL,CHI,CHI,WC,CE,1,SC,82,52,22,,8,112,9,6,271,209,Chicago Blackhawks,924,16,52,294,4,39,265,13
1939,NHL,MTL,MTL,,,7,,48,10,33,5.0,,25,,,90,167,Montreal Canadiens,322,,,,,,,
1969,NHL,PIT,PIT,,WD,2,SF,76,26,38,12.0,,64,,,182,238,Pittsburgh Penguins,1038,4,53,315,5,66,282,2
1987,NHL,NJD,NJD,WA,PT,4,CF,80,38,36,6.0,,82,,,295,296,New Jersey Devils,2315,10,98,479,12,101,467,18
1930,NHL,MTL,MTL,,CA,1,SC,44,26,10,8.0,,60,,,129,89,Montreal Canadiens,602,,,,,,,
1963,NHL,DET,DET,,,4,F,70,30,29,11.0,,71,,,191,204,Detroit Red Wings,771,,42,240,5,36,267,2
1993,NHL,HAR,CAR,EC,NE,6,,84,27,48,9.0,,63,,,227,288,Hartford Whalers,1809,22,61,408,9,88,416,8
1942,NHL,BOS,BOS,,,2,F,50,24,17,9.0,,57,,,195,176,Boston Bruins,354,,,,,,,
1997,NHL,LAK,LAK,WC,PC,2,CQF,82,38,33,11.0,,87,,,227,225,Los Angeles Kings,1763,22,52,366,12,63,399,10
1919,PCHA,SEA,SEA,,,1,F,22,12,10,0.0,,24,,,59,55,Seattle Metropolitans,,,,,,,,
1997,NHL,VAN,VAN,WC,PC,7,,82,25,43,14.0,,64,,,224,273,Vancouver Canucks,2166,18,48,373,12,77,432,19
1982,NHL,PIT,PIT,WA,PT,6,,80,18,53,9.0,,45,,,257,394,Pittsburgh Penguins,1859,20,81,358,15,110,396,3
1936,NHL,MTL,MTL,,CA,1,SF,48,24,18,6.0,,54,,,115,111,Montreal Canadiens,304,,,,,,,
1983,NHL,MTL,MTL,WA,AD,4,CF,80,35,40,5.0,,75,,,286,295,Montreal Canadiens,1371,22,58,294,7,56,276,12
2005,NHL,CAR,CAR,EC,SE,1,SC,82,52,22,,8,112,8,2,294,260,Carolina Hurricanes,1125,18,95,531,13,81,445,17
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12,106,3,7,259,223,Philadelphia Flyers,1119,8,49,295,5,54,313,13
1987,NHL,CHI,CHI,CC,NO,3,DSF,80,30,41,9.0,,69,,,284,328,Chicago Blackhawks,2228,12,98,426,13,96,484,18
1997,NHL,DAL,DAL,WC,CE,1,CF,82,49,22,11.0,,109,,,242,167,Dallas Stars,1301,14,77,385,9,42,351,11
1982,NHL,CAL,CAL,CC,SM,2,DF,80,32,34,14.0,,78,,,321,317,Calgary Flames,1146,10,65,273,6,59,258,7
1973,NHL,NYI,NYI,,ED,8,,78,19,41,18.0,,56,,,182,247,New York Islanders,1075,6,32,230,13,63,262,7
1952,NHL,TOR,TOR,,,5,,70,27,30,13.0,,67,,,156,167,Toronto Maple Leafs,812,,,,,,,
1997,NHL,COL,COL,WC,PC,1,CQF,82,39,26,17.0,,95,,,231,205,Colorado Avalanche,1729,24,74,425,12,53,410,8
2003,NHL,TBL,TBL,EC,SE,1,SC,82,46,22,8.0,6,106,,,245,192,Tampa Bay Lightning,985,34,55,339,4,42,278,15
1994,NHL,DET,DET,WC,CE,1,F,48,33,11,4.0,,70,,,180,117,Detroit Red Wings,932,10,52,215,7,28,206,5
1952,NHL,DET,DET,,,1,SF,70,36,16,18.0,,90,,,222,133,Detroit Red Wings,645,,,,,,,
1994,NHL,BUF,BUF,EC,NE,4,CQF,48,22,19,7.0,,51,,,130,119,Buffalo Sabres,1022,4,45,242,7,32,220,13
2002,NHL,MTL,MTL,EC,NE,4,,82,30,35,8.0,9,77,,,206,234,Montreal Canadiens,900,22,44,315,6,58,317,2
