year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1994,NHL,LAK,7,11,6.0,,9,12,3.0,,,,,,,,,,,,,,,,,,1,4,1.0,,4,5,3.0,,6,6,2,,4,7,3,
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5,8,2.0,,4,4,4.0,,6,6,0,,8,1,0,
1977,NHL,WAS,10,23,7.0,,7,26,7.0,,,,,,2,5,0,,0,10,5,,4,6,3,,3,9,3.0,,3,10,0.0,,2,8,2,,3,1,1,
2007,NHL,PHO,17,20,,4,21,17,,3,,,,,4,6,,0,7,6,,0,7,6,,1,9,4,,1,6,5,,3,4,9,,1,1,1,,1
1994,NHL,BUF,15,8,1.0,,7,11,6.0,,,,,,,,,,,,,,,,,,3,2,1.0,,4,5,2.0,,7,5,2,,6,7,2,
1932,NHL,NYR,12,7,5.0,,11,10,3.0,,,,,,,,,,3,1,1,,7,3,2,,6,5,1.0,,4,4,3.0,,3,4,1,,,,,
2003,NHL,NYR,13,21,3.0,4,14,19,4.0,4,,,,,3,3,2,0,6,5,3,2,6,5,0,1,4,10,2.0,1,4,7,0.0,1,3,10,0,3,1,0,0,0
1970,NHL,BUF,16,13,10.0,,8,26,5.0,,,,,,2,7,1,,2,6,3,,3,8,2,,6,5,4.0,,4,10,1.0,,7,3,2,,0,0,2,
1919,PCHA,VA2,8,3,0.0,,2,9,0.0,,,,,,,,,,,,,,1,1,0,,4,5,0.0,,4,4,0.0,,1,2,0,,,,,
2008,NHL,SJS,32,5,,4,21,13,,7,,,,,9,2,,0,11,1,,1,8,1,,4,8,3,,0,6,3,,4,8,5,,2,3,3,,0
1956,NHL,BOS,20,9,6.0,,14,15,6.0,,,,,,2,3,3,,11,2,1,,6,5,2,,4,6,2.0,,6,5,2.0,,5,3,2,,,,,
1986,NHL,NYR,18,18,4.0,,16,20,4.0,,,,,,2,4,4,,5,7,2,,8,6,0,,5,6,2.0,,7,5,0.0,,7,7,0,,0,3,0,
1913,NHA,QU1,8,2,0.0,,4,6,0.0,,,,,,,,,,,,,,1,1,0,,4,5,0.0,,6,2,0.0,,1,0,0,,,,,
2007,NHL,FLO,18,15,,8,20,20,,1,,,,,5,7,,0,7,6,,1,6,5,,2,4,7,,2,6,6,,3,8,3,,1,2,1,,0
1975,WHA,CIN,26,14,0.0,,9,30,1.0,,,,,,5,3,0,,4,9,0,,7,7,1,,5,8,0.0,,8,6,0.0,,5,10,0,,1,1,0,
2007,NHL,WAS,23,15,,3,20,16,,5,,,,,5,6,,0,3,10,,2,7,3,,3,9,4,,0,6,4,,3,10,4,,0,3,0,,0
1998,NHL,NJD,19,14,8.0,,28,10,3.0,,,,,,5,4,0,,8,3,1,,8,2,3,,6,6,1.0,,6,5,3.0,,7,2,3,,7,2,0,
1975,WHA,EDO,20,17,3.0,,7,32,2.0,,,,,,4,6,2,,6,8,0,,5,9,0,,3,8,1.0,,4,8,2.0,,4,9,0,,1,1,0,
1962,NHL,DET,19,10,6.0,,13,15,7.0,,,,,,5,0,2,,6,5,2,,5,6,3,,5,4,3.0,,3,7,3.0,,8,3,0,,,,,
2007,NHL,DAL,23,16,,2,22,14,,5,,,,,5,5,,2,8,4,,2,10,4,,0,6,7,,1,12,2,,0,2,7,,2,2,1,,0
1951,NHL,NYR,16,13,6.0,,7,21,7.0,,,,,,2,4,1,,4,5,4,,5,8,1,,4,5,4.0,,5,4,3.0,,3,8,0,,,,,
1985,NHL,DET,10,26,4.0,,7,31,2.0,,,,,,1,8,2,,5,5,2,,2,11,0,,3,11,1.0,,1,10,0.0,,4,9,1,,1,3,0,
2010,NHL,CAR,22,14,,5,18,17,,6,,,,,5,5,,0,5,6,,3,7,4,,1,8,4,,2,4,6,,3,8,5,,1,3,1,,1
1912,PCHA,VA1,7,1,0.0,,3,4,0.0,,,,,,,,,,,,,,2,1,0,,4,1,0.0,,3,2,0.0,,1,1,0,,,,,
1983,NHL,NYI,28,11,1.0,,22,15,3.0,,,,,,6,6,0,,10,2,1,,10,3,1,,5,8,0.0,,9,4,0.0,,9,3,2,,1,0,0,
1978,NHL,BOS,25,10,5.0,,18,13,9.0,,,,,,6,1,2,,7,3,3,,11,2,2,,6,7,1.0,,4,4,2.0,,8,5,2,,1,1,2,
1987,NHL,WAS,22,14,4.0,,16,19,5.0,,,,,,6,4,1,,4,7,1,,6,6,3,,8,5,1.0,,7,4,0.0,,7,6,2,,0,1,1,
1999,NHL,NAS,15,21,3.0,2,13,19,4.0,5,,,,,4,6,1,0,3,7,0,2,6,5,4,0,6,5,1.0,2,3,7,0.0,1,6,7,1,2,0,3,0,0
1960,NHL,NYR,15,15,5.0,,7,23,5.0,,,,,,4,7,0,,3,6,2,,3,7,3,,4,5,3.0,,5,7,1.0,,3,6,1,,,,,
1994,NHL,WAS,15,6,3.0,,7,12,5.0,,,,,,,,,,,,,,,,,,1,3,1.0,,2,7,4.0,,11,2,2,,7,6,1,
2003,NHL,NYI,25,11,4.0,1,13,18,7.0,3,,,,,4,3,2,0,5,8,0,0,10,4,0,1,6,5,3.0,1,5,3,4.0,1,7,6,1,1,1,0,1,0
1936,NHL,BOS,9,11,4.0,,14,7,3.0,,,,,,,,,,4,2,2,,5,4,1,,4,6,2.0,,6,4,1.0,,4,2,1,,,,,
1976,WHA,PHR,20,18,2.0,,8,30,2.0,,,,,,5,5,0,,7,5,2,,2,10,0,,6,7,0.0,,4,9,1.0,,3,11,1,,1,1,0,
1925,WCHL,VIC,8,3,4.0,,7,8,0.0,,,,,,,,,,,,,,2,5,2,,4,3,2.0,,7,2,0.0,,2,1,0,,,,,
2001,NHL,CBS,14,18,5.0,4,8,29,3.0,1,,,,,1,7,4,0,6,6,1,1,3,9,1,0,4,9,1.0,0,1,3,1.0,2,5,8,0,2,2,5,0,0
1993,NHL,NYR,28,8,6.0,,24,16,2.0,,,,,,7,5,1,,11,1,1,,8,3,1,,7,4,0.0,,7,5,1.0,,7,5,3,,5,1,1,
