name,id,award,year,lgid,note
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Cammi Granato,,Patrick,2006,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Jim Devellano,,Patrick,2008,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Bob Fleming,,Patrick,1994,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Eddie Shore,shoreed01,Patrick,1969,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
John Halligan,,Patrick,2006,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Stan Fischler,,Patrick,2006,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Robert Ridder,,Patrick,1993,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Donald Clark,,Patrick,1974,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Bob Naegele,,Patrick,2007,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Mike Emrick,,Patrick,2003,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
John Mayasich,,Patrick,1997,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Bobby Hull,hullbo01,Patrick,1968,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Bruce McNall,,Patrick,1992,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Dave Andrews,,Patrick,2009,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Jack Parker,,Patrick,2009,NHL,
George Leader,,Patrick,1975,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Tony Rossi,,Patrick,2010,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Art Berglund,,Patrick,1991,NHL,
Lou Vairo,,Patrick,1999,NHL,
George Gund,,Patrick,1995,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Fred Cusick,,Patrick,1987,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
David Poile,,Patrick,2000,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Gil Stein,,Patrick,1992,NHL,
John MacInnes,,Patrick,1985,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Neal Broten,brotene01,Patrick,1997,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Ray Miron,,Patrick,2003,NHL,
Gary Bettman,,Patrick,2000,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Emile Francis,francem01,Patrick,1981,NHL,
Jerry York,,Patrick,2009,NHL,
