playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
seibeea01,1939,1,CHI,NHL,D,36,3,7,10,35,,,,,,,,,2,0,1,1,8,,,,,,,
fraseha01,1944,1,CHI,NHL,C,21,5,4,9,0,,,,,,,,,,,,,,,,,,,,
rowebo01,1920,1,SEA,PCHA,D,23,0,2,2,26,,,,,,,,,2,0,1,1,0,,,,,,,
molinla01,1982,1,VAN,NHL,L,58,12,27,39,23,-20,2,,0,,1,0,128,,,,,,,,,,,,
joneske01,2000,1,PHI,NHL,R,8,0,0,0,4,-5,0,0,0,0,0,0,11,,,,,,,,,,,,
pindege01,1970,1,CHI,NHL,L,74,13,18,31,35,-2,1,,0,,2,1,102,9,0,0,0,2,,0,,0,,0,
morriji01,1957,1,TOR,NHL,D,70,3,21,24,62,,,,,,,,,,,,,,,,,,,,
mcleodo01,1977,2,EDO,WHA,G,33,0,8,8,2,0,0,,0,,,,1,4,0,0,0,0,0,,,,,0,
macleri01,1971,1,PHI,NHL,C,17,1,2,3,9,-9,0,,0,,0,0,37,,,,,,,,,,,,
hamilal01,1977,1,EDO,WHA,D,59,11,43,54,46,24,6,,0,,,,183,,,,,,,,,,,,
svejkja01,1999,1,WAS,NHL,L,23,1,2,3,2,-7,1,2,0,0,0,0,18,,,,,,,,,,,,
bowerjo01,1969,1,TOR,NHL,G,1,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
keenala01,1968,1,STL,NHL,L,46,5,9,14,6,19,0,,0,,2,0,73,12,4,5,9,8,,1,,0,,2,
reinpst01,2000,1,LAK,NHL,C,59,12,17,29,12,11,3,1,2,2,3,0,72,,,,,,,,,,,,
gilmoto01,1973,1,EDO,WHA,R,57,19,23,42,164,,2,,0,,2,,,5,1,4,5,15,,,,,,0,
kellyjo01,1983,1,LAK,NHL,L,72,7,14,21,73,-34,0,,0,,0,0,86,,,,,,,,,,,,
kostydo01,1983,1,BOS,NHL,C,9,3,1,4,2,2,0,,0,,0,0,8,,,,,,,,,,,,
mactacr01,1988,1,EDM,NHL,C,80,21,31,52,55,10,2,2,4,6,2,2,120,7,0,1,1,8,1,0,0,0,0,0,10
ruppmi01,2003,2,PHO,NHL,C,6,0,1,1,6,-3,0,0,0,0,0,0,12,,,,,,,,,,,,
lidstni01,1991,1,DET,NHL,D,80,11,49,60,22,36,5,26,0,1,1,1,168,11,1,2,3,0,-5,1,1,0,0,0,16
sykorpe01,1996,1,NJD,NHL,C,19,1,2,3,4,-8,0,1,0,0,0,0,26,2,0,0,0,2,1,0,0,0,0,0,10
butleje01,1975,1,STL,NHL,R,66,17,24,41,75,0,1,,0,,3,1,154,3,0,0,0,0,,0,,0,,0,
trembni01,1944,1,MTL,NHL,C,1,0,1,1,0,,,,,,,,,2,0,0,0,0,,,,,,,
courtge01,1985,1,BOS,NHL,L,64,21,16,37,61,1,2,,0,,4,0,161,3,0,0,0,2,-4,0,,0,,0,3
houslph01,1995,2,NJD,NHL,D,22,1,15,16,8,-4,0,8,0,0,0,0,50,,,,,,,,,,,,
lindetr01,1988,1,VAN,NHL,R,80,30,29,59,41,-10,10,8,1,0,2,0,186,7,3,4,7,8,-1,2,4,1,0,0,11
smithbr04,2002,1,NYI,NHL,D,3,0,0,0,0,-2,0,0,0,0,0,0,1,,,,,,,,,,,,
rogermi01,1974,1,EDO,WHA,C,78,35,48,83,2,2,4,,0,,,,189,,,,,,,,,,,,
malkode01,1995,1,VAN,NHL,D,41,0,2,2,136,-10,0,0,0,0,0,0,8,,,,,,,,,,,,
tardima01,1972,1,MTL,NHL,L,76,25,25,50,48,18,3,,0,,4,1,152,14,6,6,12,6,,2,,0,,2,
portlja01,1933,1,MTL,NHL,D,31,0,2,2,10,,,,,,,,,2,0,0,0,0,,,,,,,
rickero01,1920,1,SEA,PCHA,D,24,6,2,8,0,,,,,,,,,2,0,0,0,3,,,,,,,
hillse01,2007,1,MIN,NHL,D,35,2,7,9,32,-16,1,4,0,0,1,,18,5,0,0,0,4,-2,0,0,0,0,0,1
darraha01,1926,1,PIP,NHL,R,42,12,3,15,4,,,,,,,,,,,,,,,,,,,,
trottgu01,1971,1,TOR,NHL,R,52,9,12,21,16,-12,2,,0,,1,0,81,4,1,0,1,16,,0,,0,,0,
wardaa01,2006,2,BOS,NHL,D,20,1,2,3,18,-8,0,0,0,0,0,,17,,,,,,,,,,,,
whiteto02,1998,1,CHI,NHL,C,35,5,8,13,20,-1,2,2,0,0,0,0,43,,,,,,,,,,,,
hothagr01,1981,1,TOR,NHL,D,3,0,0,0,0,-5,0,,0,,0,0,4,,,,,,,,,,,,
hamhuda01,2011,1,VAN,NHL,D,82,4,33,37,46,29,1,10,0,2,0,,140,5,0,3,3,6,-2,0,3,0,0,0,14
salovba01,1974,1,DET,NHL,D,27,0,2,2,18,-11,0,,0,,0,0,18,,,,,,,,,,,,
lewisda01,1986,1,DET,NHL,D,58,2,5,7,66,12,0,,0,,0,0,37,14,0,4,4,10,1,0,,0,,0,8
roberre01,1971,1,PIT,NHL,R,49,7,11,18,42,-11,3,,0,,2,0,71,,,,,,,,,,,,
payerse01,2006,1,OTT,NHL,C,5,0,0,0,0,-1,0,0,0,0,0,,4,,,,,,,,,,,,
orlanji01,1940,1,DET,NHL,D,48,1,10,11,99,,,,,,,,,9,0,2,2,31,,,,,,,
gagneda01,1989,1,MNS,NHL,C,79,40,38,78,54,-1,10,18,0,3,3,0,238,7,2,3,5,16,-3,1,1,0,0,0,28
mccleja01,2008,1,STL,NHL,C,82,12,14,26,29,-10,0,0,3,0,3,,137,4,0,0,0,4,-4,0,0,0,0,0,8
suttoan01,2003,1,ATL,NHL,D,65,8,13,21,94,0,7,5,1,0,1,1,102,,,,,,,,,,,,
fleurth01,1993,1,CAL,NHL,R,83,40,45,85,186,30,16,12,1,2,6,0,278,7,6,4,10,5,1,1,3,0,0,2,23
suthebi01,1968,2,PHI,NHL,L,12,7,3,10,4,5,1,,1,,0,0,23,4,1,1,2,0,,1,,0,,0,
trembbr01,1978,1,WAS,NHL,D,1,0,0,0,0,0,0,,0,,0,0,1,,,,,,,,,,,,
kingst02,1972,1,OTN,WHA,C,69,18,34,52,28,,3,,4,,,,,5,0,1,1,7,,0,,0,,0,
stuarbr01,1999,1,SJS,NHL,D,82,10,26,36,32,3,5,9,1,2,3,0,133,12,1,0,1,6,-11,1,0,0,0,0,12
reekijo01,1992,1,TBL,NHL,D,42,2,11,13,69,2,0,2,0,0,0,0,53,,,,,,,,,,,,
poulipa01,1993,2,CHI,NHL,L,58,12,13,25,40,0,1,1,0,0,3,0,83,4,0,0,0,0,0,0,0,0,0,0,3
harripa01,1975,1,MNS,NHL,G,6,0,0,0,2,0,0,,0,,0,0,0,,,,,,,,,,,,
loughcl01,1922,1,VC1,PCHA,D,30,12,9,21,18,,,,,,,,,2,0,0,0,4,,,,,,,
reaybi01,1947,1,MTL,NHL,C,60,6,14,20,24,,,,,,,,,,,,,,,,,,,,
nienhkr01,1985,1,BOS,NHL,L,70,16,14,30,37,-10,3,,0,,2,1,120,2,0,0,0,14,-4,0,,0,,0,2
isbisbr01,1999,1,NYI,NHL,L,64,22,20,42,100,-18,9,8,0,0,1,1,135,,,,,,,,,,,,
harribi02,1979,2,LAK,NHL,R,11,4,3,7,6,4,1,,0,,1,1,22,4,0,0,0,2,,0,,0,,0,
hudsomi01,1996,1,PHO,NHL,C,7,0,0,0,2,-4,0,0,0,0,0,0,9,,,,,,,,,,,,
pyorami01,2009,1,PHI,NHL,C,36,2,2,4,10,-3,0,0,0,0,0,,41,,,,,,,,,,,,
wisembr01,1996,1,TOR,NHL,C,3,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
varadva01,1997,1,BUF,NHL,R,27,5,6,11,15,0,0,0,0,0,1,1,27,15,3,4,7,18,3,0,0,0,0,0,24
brentti01,2007,1,PIT,NHL,C,1,0,0,0,0,-1,0,0,0,0,0,,0,,,,,,,,,,,,
joycebo01,1990,1,WAS,NHL,L,17,3,3,6,8,3,0,0,0,0,1,0,30,,,,,,,,,,,,
campbea01,1922,2,EDE,WCHL,L,13,7,2,9,6,,,,,,,,,2,0,0,0,0,,,,,,,
hordida01,2010,1,FLO,NHL,L,64,1,4,5,76,-1,0,0,0,0,0,,32,,,,,,,,,,,,
rucinma01,1992,1,QUE,NHL,L,77,18,30,48,51,16,4,9,0,0,1,3,133,6,1,1,2,4,-3,1,0,0,0,0,10
laddan01,2006,1,CAR,NHL,L,65,11,10,21,46,1,2,1,0,0,3,,109,,,,,,,,,,,,
gillije01,1980,1,VAN,NHL,L,11,0,4,4,4,0,0,,0,,0,0,11,,,,,,,,,,,,
smithdj01,1999,1,TOR,NHL,D,3,0,0,0,5,-1,0,0,0,0,0,0,2,,,,,,,,,,,,
macinst01,2009,1,EDM,NHL,L,4,0,0,0,7,0,0,0,0,0,0,,0,,,,,,,,,,,,
kennede01,1990,1,BUF,NHL,D,64,4,8,12,119,5,0,0,0,1,2,0,46,2,0,1,1,17,2,0,0,0,0,0,0
farkaje01,2002,1,ATL,NHL,C,3,0,0,0,0,-1,0,0,0,0,0,0,5,,,,,,,,,,,,
crotega01,1970,1,CLF,NHL,L,74,15,28,43,12,-22,2,,0,,1,0,182,,,,,,,,,,,,
hatchde01,1996,1,DAL,NHL,D,63,3,19,22,97,8,0,1,0,1,0,0,96,7,0,2,2,20,1,0,0,0,0,0,7
hilledu01,1942,1,BOS,NHL,R,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,
carknte01,1987,1,QUE,NHL,D,63,3,24,27,159,-8,2,16,0,0,1,0,54,,,,,,,,,,,,
hjalmni01,2011,1,CHI,NHL,D,69,1,14,15,14,9,0,0,0,1,0,,65,6,0,1,1,4,-3,0,0,0,0,0,3
pappiji01,1975,1,CLF,NHL,R,32,6,13,19,12,-16,2,,0,,0,0,72,,,,,,,,,,,,
waltery01,1988,1,MTL,NHL,L,78,14,17,31,48,23,1,2,1,0,0,0,104,21,3,5,8,6,2,0,1,1,0,2,35
