playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
grantbe01,1929,2,NYA,NHL,7,420,3,4,0,,0,25,,,,,,,,,,
bromlga01,1979,1,VAN,NHL,15,860,8,2,4,0,1,43,,4,180,1,3,,1,0,11,
tuckete01,1973,1,CLF,NHL,5,177,1,1,1,0,0,10,,,,,,,,,,
edwarga01,1968,1,STL,NHL,1,4,0,0,0,0,0,0,,,,,,,,,,
robermo01,1931,1,NYA,NHL,1,60,1,0,0,,0,1,,,,,,,,,,
mcleodo01,1977,2,EDO,WHA,33,1723,15,10,1,2,2,102,750,4,207,1,3,,0,1,16,
marchra01,1912,1,TBS,NHA,8,421,3,4,0,,0,37,,,,,,,,,,
sauvebo01,1980,1,BUF,NHL,35,2100,16,10,9,2,2,111,,,,,,,,,,
smithga01,1978,2,WIJ,WHA,11,626,7,3,0,1,0,31,279,10,563,8,2,,0,0,35,
lockhho01,1919,2,QUB,NHL,1,60,0,1,0,,0,11,,,,,,,,,,
berthda01,1987,1,WIN,NHL,56,3010,22,19,7,0,2,176,1489,5,300,1,4,,0,0,25,154
maroije01,1943,1,TOR,NHL,1,60,1,0,0,,0,4,,,,,,,,,,
mattsma01,1983,1,LAK,NHL,19,1101,7,8,2,1,1,79,530,,,,,,,,,
larocmi01,1981,1,TOR,NHL,50,2647,10,24,8,4,0,207,,,,,,,,,,
laforma01,1986,1,DET,NHL,5,219,2,1,0,0,0,12,111,,,,,,,,,
duffupa01,1996,1,PHO,NHL,1,29,0,0,0,0,0,1,8,,,,,,,,,
mcleaki01,1992,1,VAN,NHL,54,3261,28,21,5,0,3,184,1615,12,754,6,6,,1,0,42,369
aebisda01,2000,1,COL,NHL,26,1393,12,7,3,3,3,52,538,1,1,0,0,,0,0,0,0
lemelre01,1981,1,CAL,NHL,34,1866,10,15,6,2,0,135,,,,,,,,,,
sanzani01,1975,1,DOT,WHA,1,20,0,0,0,0,0,5,12,,,,,,,,,
raynech01,1948,1,NYR,NHL,58,3480,16,31,11,,7,168,,,,,,,,,,
mcleodo01,1972,1,HOU,WHA,41,2410,19,20,1,1,1,143,1230,3,178,0,3,,1,0,8,76
karakmi01,1939,1,MTL,NHL,5,310,0,4,1,,0,18,,,,,,,,,,
lumleha01,1949,1,DET,NHL,63,3780,33,16,14,,7,148,,14,908,8,6,,,3,28,
thibajo01,1993,1,QUE,NHL,29,1504,8,13,3,3,0,83,768,,,,,,,,,
roachjo01,1930,1,NYR,NHL,44,2760,19,16,9,,7,87,,4,240,2,2,0,,1,4,
caprifr01,1986,1,VAN,NHL,25,1390,8,11,2,2,0,89,643,,,,,,,,,
vanbijo01,1999,1,PHI,NHL,50,2950,25,15,9,3,3,108,1143,,,,,,,,,
frankji01,1943,1,BOS,NHL,1,60,0,1,0,,0,6,,,,,,,,,,
hendejo01,1954,1,BOS,NHL,45,2628,15,14,15,,5,109,,2,120,0,2,,,0,8,
micalco01,1984,1,DET,NHL,36,1856,5,19,7,2,0,136,986,2,42,0,0,,0,0,6,18
dipieri01,2000,1,NYI,NHL,20,1083,3,15,1,2,0,63,515,,,,,,,,,
lalimpa01,2002,1,OTT,NHL,67,3943,39,20,7,1,8,142,1591,18,1122,11,7,,0,1,34,449
hebergu01,2000,2,NYR,NHL,13,735,5,7,1,2,0,42,409,,,,,,,,,
palmami01,1976,1,TOR,NHL,50,2877,23,18,8,4,4,154,,6,360,3,3,,0,0,16,
sanfocu01,2011,1,CBS,NHL,36,1983,10,18,4,6,1,86,971,,,,,,,,,
woodwa01,1976,1,BIR,WHA,23,1132,7,12,0,3,0,78,669,,,,,,,,,
huetcr01,2003,1,LAK,NHL,41,2199,10,16,10,7,3,89,961,,,,,,,,,
muzzaja01,1993,1,CAL,NHL,1,60,0,1,0,0,0,8,35,,,,,,,,,
theodjo01,2002,1,MTL,NHL,57,3419,20,31,6,6,2,165,1797,,,,,,,,,
chevral01,1986,1,NJD,NHL,58,3153,24,26,2,3,0,227,1793,,,,,,,,,
malarcl01,1988,1,WAS,NHL,42,2428,16,18,7,1,1,141,1145,,,,,,,,,
storrja01,2003,1,CAR,NHL,14,660,0,8,2,1,0,32,262,,,,,,,,,
flahewa01,2001,1,FLO,NHL,4,245,2,1,1,0,0,12,148,,,,,,,,,
riccini01,1979,1,PIT,NHL,4,240,2,2,0,0,0,14,,,,,,,,,,
ouellma01,2003,1,WAS,NHL,6,365,2,3,1,0,1,19,210,,,,,,,,,
roberea01,1936,1,DET,NHL,,,,,,,,,,6,340,3,2,,,2,8,
wamslri01,1985,1,STL,NHL,42,2517,22,16,3,0,1,144,1354,10,569,4,6,,1,0,37,307
malarcl01,1983,1,QUE,NHL,23,1215,10,9,2,0,0,80,591,,,,,,,,,
vernomi01,1998,1,SJS,NHL,49,2831,16,22,10,3,4,107,1200,5,321,2,3,,0,0,13,172
bishobe01,2010,1,STL,NHL,7,369,3,4,0,0,1,17,168,,,,,,,,,
bowerjo01,1969,1,TOR,NHL,1,60,0,1,0,1,0,5,,,,,,,,,,
brodema01,1997,1,NJD,NHL,70,4128,43,17,8,4,10,130,1569,6,366,2,4,,1,0,12,164
gigueje01,2001,1,ANA,NHL,53,3127,20,25,6,3,4,111,1384,,,,,,,,,
faveldo01,1976,1,COR,NHL,30,1614,8,15,3,1,0,105,,,,,,,,,,
taylobo02,1975,2,PIT,NHL,2,78,0,1,0,1,0,7,,,,,,,,,,
sanfocu01,2008,1,VAN,NHL,19,973,7,8,0,2,1,42,448,,,,,,,,,
haywabr01,1985,1,WIN,NHL,52,2721,13,28,5,5,0,217,1373,2,68,0,1,,0,0,6,31
francem01,1948,1,NYR,NHL,2,120,2,0,0,,0,4,,,,,,,,,,
millery01,2011,1,BUF,NHL,61,3536,31,21,7,6,6,150,1788,,,,,,,,,
mclelda01,1972,1,VAN,NHL,2,120,1,1,0,0,0,10,,,,,,,,,,
olescbi01,1979,1,COR,NHL,12,557,1,6,2,0,0,39,,,,,,,,,,
langksc01,1998,1,PHO,NHL,1,35,0,0,0,0,0,3,17,,,,,,,,,
cheevge01,1973,1,CLC,WHA,59,3562,30,20,6,4,4,180,1911,5,303,1,4,,0,0,18,196
romanro01,1986,1,PIT,NHL,25,1438,9,11,2,1,0,87,713,,,,,,,,,
budajpe01,2005,1,COL,NHL,34,1803,14,10,6,3,2,86,864,,,,,,,,,
bierkza01,1999,1,TBL,NHL,12,509,4,4,1,0,0,31,308,,,,,,,,,
simmoga01,1974,1,CLF,NHL,34,2029,10,21,3,2,2,124,,,,,,,,,,
eschero01,1998,1,PHO,NHL,3,130,0,1,0,0,0,7,50,,,,,,,,,
puppada01,1995,1,TBL,NHL,57,3189,29,16,9,2,5,131,1605,4,173,1,3,,0,0,14,86
esposto01,1972,1,CHI,NHL,56,3340,32,17,7,6,4,140,,15,895,10,5,,2,1,46,
bouchbr01,2009,1,PHI,NHL,33,1742,9,18,3,2,1,80,796,12,656,6,6,,3,1,27,298
gossema01,1986,1,QUE,NHL,30,1625,13,11,1,3,0,86,758,11,654,7,4,,0,0,37,326
hughebi01,1972,1,HOU,WHA,3,170,0,1,1,1,0,11,88,,,,,,,,,
benedcl01,1923,1,OTS,NHL,22,1356,15,7,0,,3,45,,2,120,0,2,0,,0,5,
romanro01,1986,2,BOS,NHL,1,60,0,1,0,0,0,6,34,,,,,,,,,
vachoro01,1974,1,LAK,NHL,54,3239,27,14,13,2,6,121,,3,199,1,2,,0,0,7,
masonst01,2011,1,CBS,NHL,46,2534,16,26,3,4,1,143,1355,,,,,,,,,
bouchbr01,2006,2,CBS,NHL,3,142,1,1,0,0,0,9,67,,,,,,,,,
hallgl01,1955,1,DET,NHL,70,4200,30,24,16,,12,148,,10,604,5,5,,,0,28,
couturi01,1974,1,CHC,WHA,1,60,0,1,0,0,0,5,36,,,,,,,,,
vezinge01,1919,1,MTL,NHL,24,1456,13,11,0,,0,113,,,,,,,,,,
benedcl01,1919,1,OTS,NHL,24,1443,19,5,0,,5,64,,,,,,,,,,
