playerid,award,year,lgid,note,pos
hullbo01,First Team All-Star,1968,NHL,,LW
gainebo01,Conn Smythe,1978,NHL,,
mullejo01,Lady Byng,1986,NHL,,
mcdonla01,Masterton,1982,NHL,,
larocmi01,Vezina,1976,NHL,shared,
orrbo01,Hart,1970,NHL,,
hejdumi01,Second Team All-Star,2002,NHL,,RW
parenbe01,Conn Smythe,1973,NHL,,
fedorse01,Pearson,1993,NHL,,
malonry01,All-Rookie,2003,NHL,,F
howema01,Kaplan,1973,WHA,Rookie,
richama01,First Team All-Star,1944,NHL,,RW
gareda01,Second Team All-Star,1979,NHL,,RW
hullbo01,First Team All-Star,1969,NHL,,LW
bourqra01,First Team All-Star,1989,NHL,,D
mahovfr01,First Team All-Star,1962,NHL,,LW
howego01,First Team All-Star,1959,NHL,,RW
hullbo01,Hart,1965,NHL,,
lidstni01,First Team All-Star,1997,NHL,,D
leclajo01,First Team All-Star,1994,NHL,,LW
prongch01,Second Team All-Star,2003,NHL,,D
selante01,First Team All-Star,1992,NHL,,RW
iginlja01,King Clancy,2003,NHL,,
kennete01,Second Team All-Star,1950,NHL,tie,C
roypa01,Vezina,1991,NHL,,
mahovfr01,Second Team All-Star,1963,NHL,,LW
potvife01,All-Rookie,1992,NHL,,G
hallgl01,Vezina,1966,NHL,shared,
lidstni01,Norris,2001,NHL,,
gadsbbi01,Second Team All-Star,1964,NHL,,D
bathgan01,Hart,1958,NHL,,
howego01,Art Ross,1953,NHL,,
malkiev01,Conn Smythe,2008,NHL,,
giacoed01,First Team All-Star,1970,NHL,,G
lindetr01,King Clancy,1996,NHL,,
langwro01,Norris,1983,NHL,,
cookbi01,First Team All-Star,1932,NHL,,RW
forsbpe01,First Team All-Star,2002,NHL,,C
kiprumi01,Jennings,2005,NHL,,
bouwmja01,All-Rookie,2002,NHL,,D
orrbo01,First Team All-Star,1969,NHL,,D
stamkst01,Second Team All-Star,2010,NHL,,C
herrode01,Vezina,1980,NHL,shared,
hasekdo01,Jennings,2000,NHL,,
harvedo01,First Team All-Star,1957,NHL,,D
iginlja01,Art Ross,2001,NHL,,
datsypa01,Lady Byng,2008,NHL,,
leetcbr01,Second Team All-Star,1995,NHL,,D
careyji01,Vezina,1995,NHL,,
trembjc01,Murphy,1974,WHA,Best Defenceman,
hullbo01,First Team All-Star,1959,NHL,,LW
shoreed01,Hart,1937,NHL,,
gorinbu01,Masterton,1977,NHL,,
brodema01,Jennings,1996,NHL,shared,
reardke01,Second Team All-Star,1948,NHL,,D
abelsi01,Second Team All-Star,1950,NHL,tie,C
bryzgil01,Second Team All-Star,2009,NHL,,G
lemiema01,Masterton,1992,NHL,,
gardija01,All-Rookie,2011,NHL,,D
kovalil01,Richard,2003,NHL,shared,
abelsi01,First Team All-Star,1948,NHL,,C
leclajo01,Plus-Minus,1998,NHL,,
johnsmi01,All-Rookie,1997,NHL,,F
stuarbr01,All-Rookie,1999,NHL,,D
howego01,First Team All-Star,1957,NHL,,RW
blincru01,Calder,1933,NHL,,
gueribi01,Second Team All-Star,2001,NHL,,RW
clarkwe01,All-Rookie,1985,NHL,,LW
campbbr02,Lady Byng,2011,NHL,,
mooredi01,First Team All-Star,1957,NHL,,LW
drillgo01,Art Ross,1937,NHL,,
datsypa01,Selke,2009,NHL,,
mikitst01,First Team All-Star,1963,NHL,,C
dafoeby01,Second Team All-Star,1998,NHL,,G
cudewi01,Second Team All-Star,1936,NHL,,G
hullbo01,First Team All-Star,1971,NHL,,LW
hullbo01,Second Team All-Star,1975,WHA,,LW
iginlja01,All-Rookie,1996,NHL,,F
forsbpe01,All-Rookie,1994,NHL,,F
leetcbr01,Conn Smythe,1993,NHL,,
hasekdo01,Vezina,1993,NHL,,
mowerjo01,First Team All-Star,1942,NHL,,G
lindste01,First Team All-Star,1955,NHL,,LW
stewaja01,First Team All-Star,1942,NHL,,D
stewane01,Hart,1929,NHL,,
kluzago01,Masterton,1989,NHL,,
macinal01,Second Team All-Star,1986,NHL,,D
eganpa01,Second Team All-Star,1941,NHL,,D
clarkbo01,Second Team All-Star,1972,NHL,,C
harmogl01,Second Team All-Star,1944,NHL,,D
leducri01,Second Team All-Star,1976,WHA,,C
moreaet01,King Clancy,2008,NHL,,
crawfja01,First Team All-Star,1945,NHL,,D
hallgl01,First Team All-Star,1956,NHL,,G
hextabr01,First Team All-Star,1941,NHL,,RW
harvedo01,First Team All-Star,1959,NHL,,D
selante01,Richard,1998,NHL,,
