playerid,year,ppa,sha
frycemi01,1988,3,
lawtobr01,1988,4,
stastpe01,1989,23,
mcbeawa01,1988,1,
momesse01,1990,1,
ledyagr01,1988,6,
wilsoca01,1987,9,3
quinnda01,1990,18,
nichobe01,1989,37,1
linseke01,1989,8,
chrisda01,1989,7,
courtru01,1988,2,
playfla01,1988,,1
sheehne01,1987,1,
simpscr01,1987,10,1
tuckejo01,1989,6,
lawlepa01,1987,3,
norwole01,1990,3,
sanipev01,1989,2,
hullbr01,1987,10,
halwado01,1988,1,
ciccadi01,1988,10,1
hrdinji01,1990,4,
tantito01,1989,9,
dineego01,1987,2,
ferrara01,1990,5,
poulida02,1989,1,1
ledyagr01,1987,5,
macdepa01,1989,2,
mcdonhu01,1989,1,
sandsto01,1989,20,
mckegto01,1990,7,
pederma01,1990,7,
broteaa01,1989,3,
wilsoca01,1990,4,
konrost01,1988,1,1
ysebapa01,1990,4,1
zezelpe01,1990,5,1
skrikpe01,1990,5,
gartnmi01,1988,9,
hunteda01,1988,,1
wilsoca01,1988,19,
franclo01,1990,1,1
butchga01,1990,3,2
cullejo01,1990,29,
gartnmi01,1989,14,1
dahlqch01,1990,,1
bullami01,1988,13,
kennede01,1988,,2
carsoli01,1987,1,1
petitmi01,1990,16,
johanca01,1988,7,
dineego01,1988,2,
bradlbr01,1990,10,
donnemi01,1987,2,
larsore01,1988,14,
tuckejo01,1990,1,
charbjo01,1988,1,
picarro02,1989,1,1
adamsgr01,1989,1,
nylunga01,1988,1,
krushmi01,1990,3,
klimape01,1989,11,
josepch01,1987,6,
creigad01,1988,7,
brookbo01,1989,1,2
macivno01,1988,19,
loisecl01,1990,1,1
ruffli01,1988,1,
courtge01,1987,7,
huntema01,1990,4,
jonssto01,1988,24,
bodgedo01,1988,25,1
brownje02,1989,24,
carpebo01,1988,4,
crossdo01,1990,21,
murphla01,1988,22,
frasecu01,1987,2,
erickbr01,1987,6,
quinnda01,1989,15,1
zezelpe01,1988,17,
cyrpa01,1987,1,
