playerid,year,stint,tmid,w,l,sa,ga
bernijo01,2011,1,LAK,0,1,2,2
hillejo01,2007,1,AND,2,1,12,5
fleurma01,2008,1,PIT,3,4,22,6
budajpe01,2005,1,COL,0,5,14,9
budajpe01,2008,1,COL,7,4,35,13
mcelhcu01,2009,1,CAL,1,0,4,2
howarji01,2009,1,DET,5,7,54,17
emeryra01,2009,1,PHI,2,1,9,2
wardca01,2008,1,CAR,2,4,19,7
varlasi01,2009,1,WAS,3,4,33,9
fleurma01,2005,1,PIT,0,2,5,4
leclapa01,2006,1,CBS,1,1,15,4
cassifr01,2006,1,WAS,0,1,3,2
rolosdw01,2006,1,EDM,3,2,21,6
leclapa01,2008,1,CBS,0,1,3,2
thomati01,2009,1,BOS,5,5,33,9
leighmi01,2008,1,CAR,1,1,5,3
priceca01,2010,1,MTL,3,2,24,6
ramoka01,2008,1,TBL,1,3,13,5
millery01,2010,1,BUF,2,1,8,4
theodjo01,2007,1,COL,6,1,28,6
smithmi02,2008,1,TBL,2,7,27,15
tellqmi01,2005,1,TOR,1,1,5,2
aebisda01,2006,1,MTL,2,2,18,6
andercr01,2008,1,FLO,0,4,11,7
lenevda01,2005,1,PHO,0,1,3,1
bryzgil01,2009,1,PHO,8,5,62,17
bouchbr01,2008,1,SJS,1,1,6,2
fernama01,2007,1,BOS,1,0,3,0
luongro01,2006,1,VAN,5,3,31,10
osgooch01,2008,1,DET,4,2,21,6
quickjo01,2008,1,LAK,4,1,14,4
halakja01,2007,1,MTL,0,1,3,1
halakja01,2008,1,MTL,2,1,7,2
masonch02,2005,1,NAS,2,0,5,0
rinnepe01,2011,1,NAS,4,5,30,9
climima01,2008,1,DAL,1,0,3,2
clemmsc01,2006,1,NJD,0,2,6,3
halakja01,2011,1,STL,3,7,32,9
toivoha01,2007,1,STL,1,2,9,2
bishobe01,2008,1,STL,0,1,4,2
bryzgil01,2007,1,AND,0,1,3,1
norrefr01,2008,1,CBS,0,1,2,1
hardijo01,2008,1,MIN,0,1,2,1
poulike01,2010,1,NYI,0,1,3,2
rolosdw01,2009,1,NYI,5,5,39,15
karlshe01,2010,1,CAL,1,3,11,5
bouchbr01,2006,1,CHI,0,2,4,4
shielst01,2005,1,ATL,0,1,2,1
johnsbr02,2011,1,PIT,0,1,3,2
rolosdw01,2010,1,NYI,0,1,3,2
hedbejo01,2009,1,ATL,4,2,21,5
garonma01,2011,1,TBL,1,1,6,1
bryzgil01,2011,1,PHI,3,5,25,13
leighmi01,2009,2,PHI,1,0,2,0
clemmsc01,2007,1,TOR,1,0,3,1
cloutda01,2005,1,VAN,0,1,2,2
aubinje01,2006,1,TOR,1,1,11,3
thibajo01,2007,1,BUF,0,2,10,3
conklty01,2009,1,STL,2,2,10,5
elliobr01,2008,1,OTT,2,2,16,6
wardca01,2006,1,CAR,0,4,14,6
hillejo01,2010,1,AND,4,2,26,4
conklty01,2006,1,CBS,1,1,5,2
tellqmi01,2008,1,PHO,1,0,8,1
nabokev01,2011,1,NYI,5,1,18,4
halakja01,2009,1,MTL,5,2,21,5
bryzgil01,2008,1,PHO,2,3,20,10
danisya01,2009,1,NJD,0,1,3,3
theodjo01,2006,1,COL,2,0,6,0
denisma01,2005,1,CBS,3,1,18,4
niittan01,2009,1,TBL,3,4,23,5
josepcu01,2005,1,PHO,3,2,19,6
wardca01,2010,1,CAR,5,4,25,6
leclapa01,2005,1,CBS,4,2,18,4
neuvimi01,2011,1,WAS,3,2,17,7
lalimpa01,2009,1,BUF,0,2,13,5
denisma01,2007,1,TBL,1,0,3,0
dubiewa01,2006,1,NYI,2,0,6,1
johnsbr02,2005,1,WAS,3,1,13,2
poggeju01,2008,1,TOR,0,1,2,2
emeryra01,2006,1,OTT,1,4,19,8
raycran01,2009,1,VAN,2,1,12,6
greisth01,2009,1,SJS,1,0,6,0
gigueje01,2007,1,AND,6,5,30,10
priceca01,2009,1,MTL,2,3,17,5
garonma01,2009,1,CBS,2,3,18,8
dunhami01,2005,1,ATL,0,2,4,3
legacma01,2006,1,STL,5,3,25,7
rolosdw01,2005,1,MIN,0,1,8,2
huetcr01,2009,1,CHI,3,4,38,13
holmqjo01,2006,1,TBL,6,1,33,4
grahajo01,2007,1,CAR,1,0,3,2
montoal01,2011,1,NYI,2,2,13,5
osgooch01,2006,1,DET,1,2,14,6
pavelon01,2011,1,WPG,3,3,20,8
hedbejo01,2008,1,ATL,3,0,13,1
