year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
2000,NHL,WAS,6,2,4,0,10,14,91,0,7,22,0,5,21,0
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1955,NHL,DET,10,5,5,0,23,28,117,,,,,,,
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
2010,NHL,AND,6,2,4,0,20,22,109,0,8,22,0,6,27,1
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1977,WHA,EDO,5,1,4,0,9,23,,,,,,,,
2010,NHL,PHI,11,4,7,0,29,38,173,4,7,49,0,9,47,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
1935,NHL,CHI,2,1,1,0,5,7,8,,,,,,,
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1936,NHL,MTM,5,2,3,0,8,11,21,,,,,,,
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1924,NHL,TRS,2,0,2,0,2,5,21,,,,,,,
1956,NHL,DET,5,1,4,0,14,15,66,,,,,,,
1968,NHL,STL,12,8,4,0,36,20,258,,7,,3,6,,0
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
2009,NHL,DET,12,5,7,0,43,33,178,4,12,57,1,12,64,0
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
1972,NHL,CHI,16,10,6,0,60,53,155,,14,,1,9,,3
1984,NHL,LAK,3,0,3,0,7,11,47,0,1,16,1,0,10,0
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1994,NHL,BUF,5,1,4,0,13,18,80,0,3,26,1,3,26,1
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1974,NHL,MTL,11,6,5,0,49,30,154,0,13,46,2,5,41,1
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1946,NHL,DET,5,1,4,0,14,18,72,,,,,,,
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1995,NHL,WIN,6,2,4,0,10,20,119,2,0,28,2,8,37,0
1921,PCHA,SEA,2,0,2,0,0,2,,,,,,,,
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1969,NHL,NYR,6,2,4,0,16,25,169,,7,,2,6,,0
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
2010,NHL,PIT,7,3,4,0,14,22,82,0,1,35,1,8,27,0
1988,NHL,BUF,5,1,4,0,14,16,188,0,6,31,,5,30,2
1975,WHA,CAC,10,5,5,0,36,37,,,,,,,,
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
2009,NHL,PHI,23,14,9,0,76,61,253,10,23,105,2,14,95,1
1945,NHL,DET,5,1,4,0,10,16,22,,,,,,,
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
1988,NHL,MNS,5,1,4,0,15,23,144,0,3,16,,5,30,1
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
1985,NHL,MNS,5,2,3,0,20,18,142,2,6,24,1,2,25,1
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
2005,NHL,COL,9,4,5,0,22,31,166,2,5,52,1,7,50,2
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
2006,NHL,NYI,5,1,4,0,11,17,54,2,2,19,0,4,24,0
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
2001,NHL,CAR,23,13,10,0,47,43,263,4,16,103,2,15,96,1
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
2001,NHL,PHO,5,1,4,0,7,13,83,0,1,25,0,2,27,0
1979,NHL,NYR,9,4,5,0,21,22,194,0,5,39,2,4,40,1
1969,NHL,PIT,10,6,4,0,23,25,211,,4,,2,9,,0
1996,NHL,STL,6,2,4,0,12,13,198,0,5,37,1,6,42,0
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1935,NHL,MTM,3,0,3,0,1,6,22,,,,,,,
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1987,NHL,HAR,6,2,4,0,20,23,81,0,5,26,,6,26,0
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
1955,NHL,NYR,5,1,4,0,9,24,62,,,,,,,
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1923,PCHA,SEA,2,0,1,1,3,4,,,,,,,,
1977,NHL,NYI,7,3,4,0,13,16,175,0,3,28,0,4,26,0
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1961,NHL,TOR,12,8,4,0,40,30,178,,,,,,,
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
1916,NHA,OT1,2,1,1,0,6,7,,,,,,,,
1987,NHL,CHI,5,1,4,0,17,21,188,0,8,29,,10,38,1
