playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
novakmi01,,,Milos,Novak,,,,,,,,40826,novakmi01,,,1977,1978,L,,,,,,,,,,,,
cassemi01,,,Mike,Casselman,,Michael S.,,71,190,L,10230,751,cassemi01,1995,1995,,,L,1968,8,23,Canada,ON,Morrisburg,,,,,,
gocsa01,,,Sascha,Goc,,,,78,220,R,17793,31695,gocsa01,2000,2001,,,D,1979,4,14,Germany,,Calw,,,,,,
lakovsa01,,,Sasha,Lakovic,,Sasha Gordon,The Basha/Pitbull,72,220,L,10716,6387,lakovsa01,1996,1998,,,L,1971,9,7,Canada,BC,East Vancouver,,,,,,
axelspj01,,,P.J.,Axelsson,,Anders Per-Johan,Pebben,73,175,L,11460,15995,axelspj01,1997,2008,,,L,1975,2,26,Sweden,,Kungalv,,,,,,
prattja01,,,Jack,Pratt,,Jack W.,,72,190,R,14033,17105,prattja01,1930,1931,,,C,1906,4,13,Canada,AB,Stettler,1988,1,11,,,
conneal01,,conneal01h,Alec,Connell,,Alexander,The Ottawa Fireman,69,150,L,P195804,18935,conneal01,1924,1936,,,G,1902,2,8,Canada,ON,Ottawa,1958,5,10,Canada,ON,Ottawa
douglke01,,,Kent,Douglas,,Kent Gemmell,,70,180,L,12484,1417,douglke01,1962,1968,1972,1972,D,1936,2,6,Canada,ON,Cobalt,2009,4,12,Canada,ON,Wasaga Beach
vopatja01,,,Jan,Vopat,,Jan,,72,205,L,11711,5602,vopatja01,1995,1999,,,D,1973,3,22,Czech Republic,,Most,,,,,,
tootojo01,,,Jordin,Tootoo,,,,69,194,R,20318,50703,tootojo01,2003,2011,,,R,1983,2,2,Canada,MB,Churchill,,,,,,
crabbjo01,,,Joey,Crabb,,,,73,190,R,20764,64539,crabbjo01,2008,2011,,,R,1983,4,3,USA,AK,Anchorage,,,,,,
gardnda01,,,Dave,Gardner,,David Calvin,,72,185,R,12680,1845,gardnda01,1972,1979,,,C,1952,8,23,Canada,ON,Toronto,,,,,,
ramja01,,,Jamie,Ram,,Jamie,,71,175,L,18361,4446,ramja01,1995,1995,,,G,1971,1,18,Canada,ON,Scarborough,,,,,,
mcmansa01,,,Sammy,McManus,,Andrew Samuel,,69,160,L,13676,3615,mcmansa01,1934,1936,,,L,1911,10,22,Ireland,,Belfast,1976,7,1,,,
morrido02,,,Doug,Morrison,,Douglas,,71,184,R,13777,6443,morrido02,1979,1984,,,R,1960,2,1,Canada,BC,Vancouver,,,,,,
lowtnle01,,,Les,Lowtner,,Lester D.,,66,165,L,,,,,,,,L/C,1892,11,10,Canada,NS,Amherst,,,,,,
podolja01,,,Jason,Podollan,,Jason,,73,198,R,10947,11394,podolja01,1996,2001,,,R,1976,2,18,Canada,BC,Vernon,,,,,,
bellobr01,,,Brian,Bellows,,Brian,,71,210,R,10088,310,bellobr01,1982,1998,,,L,1964,9,1,Canada,ON,St. Catharines,,,,,,
pineaad01,,,Adam,Pineault,,,,73,201,R,21304,78547,pineaad01,2007,2007,,,R,1986,5,23,USA,MA,Holyoke,,,,,,
jarveha01,,,Hannu,Jarvenpaa,,Jannu,,72,194,L,13086,2512,jarveha01,1986,1988,,,R,1963,5,19,Finland,,Ilves,,,,,,
kehoeri01,kehoeri01c,,Rick,Kehoe,,Ricky Thomas,,71,180,R,13169,2668,kehoeri01,1971,1984,,,R,1951,7,15,Canada,ON,Windsor,,,,,,
biondja01,,,Jack,Bionda,,John Arthur,,72,180,L,12002,393,biondja01,1955,1958,,,D,1933,9,18,Canada,ON,Huntsville,1999,11,3,Canada,ON,London
parrima01,,,Mark,Parrish,,Mark,,71,205,R,14915,24461,parrima01,1998,2010,,,R,1977,2,2,USA,MN,Edina,,,,,,
sternul01,,,Ulf,Sterner,,Ulf,,74,187,L,14447,10625,sternul01,1964,1964,,,L,1941,2,11,Sweden,,Deje,,,,,,
bairdke01,,,Ken,Baird,,Kenneth Stewart,,72,190,L,11902,175,bairdke01,1971,1971,1972,1977,D,1951,2,1,Canada,MB,Flin Flon,,,,,,
reaugda01,,,Daryl,Reaugh,,Daryl K.,Razor,76,200,L,18363,4474,reaugda01,1984,1990,,,G,1965,2,13,Canada,BC,Prince George,,,,,,
cunnibo01,,,Bob,Cunningham,,Robert Gordon,,71,168,L,12384,10059,cunnibo01,1960,1961,,,C,1941,2,26,Canada,ON,Welland,,,,,,
stougbl01,,,Blaine,Stoughton,,Blaine A.,Stash,71,185,R,14465,5217,stougbl01,1973,1983,1976,1978,R,1953,3,13,Canada,MB,Gilbert Plains,,,,,,
bathgfr01,,,Frank,Bathgate,,Frank Douglas,Biscuit,70,162,R,11934,11433,bathgfr01,1952,1952,,,C,1930,2,14,Canada,MB,Winnipeg,,,,,,
houslph01,,,Phil,Housley,,Phil F.,Howie,70,185,L,10667,2374,houslph01,1982,2002,,,D,1964,3,9,USA,MN,St. Paul,,,,,,
macneia01,,,Ian,MacNeil,,,,74,190,L,11001,24054,macneia01,2002,2002,,,C,1977,4,27,Canada,NS,Halifax,,,,,,
salmean01,,,Anssi,Salmela,,,,73,200,L,22663,78387,salmean01,2008,2010,,,D,1984,8,13,Finland,,Nokia,,,,,,
tetarjo01,,,Joey,Tetarenko,,,,74,215,R,15159,19317,tetarjo01,2000,2003,,,R,1978,3,3,Canada,SK,Prince Albert,,,,,,
,therrmi01c,,Michel,Therrien,,,,,,,,6142,therrmi99c,,,,,,1963,11,4,Canada,QC,Montreal,,,,,,
roulsro01,,,Rolly,Roulston,,William Orville,,73,195,L,14181,19395,roulsro01,1935,1937,,,D,1911,4,12,Canada,ON,Toronto,1983,4,24,,,
franzjo01,,,Johan,Franzen,,,,75,220,L,21355,62727,franzjo01,2005,2011,,,C,1979,12,23,Sweden,,Vetlanda,,,,,,
bailljo01,,,Joel,Baillargeon,,Joel,,73,205,L,11901,173,bailljo01,1986,1988,,,L,1964,10,6,Canada,QC,Charlesbourg,,,,,,
munroge01,,,Gerry,Munro,,Gerald,,70,175,L,13800,23510,munroge01,1924,1925,,,D,1897,11,28,Canada,ON,Sault Ste. Marie,9999,,,,,
tjarnma01,,,Mathias,Tjarnqvist,,,,73,183,L,19324,45046,tjarnma01,2003,2007,,,L,1979,4,15,Sweden,,Umea,,,,,,
lankje01,,,Jeff,Lank,,Jeffrey,,75,205,L,14991,21487,lankje01,1999,1999,,,D,1975,3,1,Canada,SK,Indian Head,,,,,,
perrybr01,,,Brian,Perry,,Brian Thomas,,71,180,L,13962,4253,perrybr01,1968,1970,1972,1974,L,1944,4,6,England,,Aldershot,,,,,,
gordosc01,gordosc01c,,Scott,Gordon,,Scott Michael,,70,175,L,18274,1966,gordosc01,1989,1990,,,G,1963,2,6,USA,MA,Brockton,,,,,,
bertrer01,,,Eric,Bertrand,,Eric,,73,198,L,10089,21470,bertrer01,1999,2000,,,L,1975,4,16,Canada,QC,St. Ephrem,,,,,,
gresdga01,,,Gary,Gresdal,,Gary Edward,,72,195,L,,6802,gresdga01,,,1975,1975,L,1947,1,15,Canada,ON,Kingston,,,,,,
foreyco01,,,Connie,Forey,,Conley Michael,,74,185,L,12625,8779,foreyco01,1973,1973,1973,1973,L,1950,10,18,Canada,QC,Montreal,,,,,,
quennle01,,,Leo,Quenneville,,Leonard C.,,70,170,L,14064,22860,quennle01,1929,1929,,,L,1900,6,15,Canada,ON,St. Anicet,1986,4,9,,,
nieuwjo01,,nieuwjo01h,Joe,Nieuwendyk,,Joseph T.,,74,205,L,11194,3969,nieuwjo01,1986,2006,,,C,1966,9,10,Canada,ON,Oshawa,,,,,,
,,storere01h,Red,Storey,,Roy Alvin,,,,,O196701,,,,,,,,1918,3,5,Canada,ON,Barrie,2006,3,15,Canada,QC,Montreal
nichoal01,,,Al,Nicholson,,Allan Douglas,,73,180,L,13842,10652,nichoal01,1955,1956,,,L,1936,4,26,Canada,SK,Estevan,1978,,,,,
leboupe01,,,Peter,LeBoutillier,,Peter,,73,190,R,14999,21472,leboupe01,1996,1997,,,R,1975,1,11,Canada,MB,Minnedosa,,,,,,
,agnewga01c,,Gary,Agnew,,,,,,,,5946,agnewga99c,,,,,,1960,5,24,Canada,ON,Niagara Falls,,,,,,
smithde02,,,Derek,Smith,,Derek Robert,,71,180,L,14359,5032,smithde02,1975,1982,,,C,1954,7,31,Canada,QC,Quebec City,,,,,,
belisda01,belisda01c,,Danny,Belisle,,Daniel George,,70,164,R,11954,10655,belisda01,1960,1960,,,R,1937,5,9,Canada,ON,South Porcupine,,,,,,
bakerbi02,,,Bill,Baker,,William,,,,,,,,,,,,G,,,,,,,,,,,,
sobchge01,,,Gene,Sobchuk,,Eugene,,69,160,L,14393,6692,sobchge01,1973,1973,1974,1975,L,1951,2,19,Canada,SK,Lang,,,,,,
funkmi01,,,Michael,Funk,,,,76,213,L,21301,69022,funkmi01,2006,2007,,,D,1986,8,15,Canada,BC,Abbotsford,,,,,,
frewir01,,,Irv,Frew,,Irvine Bell,Ranger/Lefty,70,180,R,12650,16997,frewir01,1933,1935,,,D,1907,8,16,Scotland,,Kilsyth,1995,4,2,,,
smithre01,,,Reilly,Smith,,,,72,157,,,,smithre01,2011,2011,,,R,1991,4,1,,,,,,,,,
camazja01,,,James,Camazzola,,James,,71,190,L,12188,9602,camazja01,1983,1986,,,F,1964,1,5,Canada,BC,Vancouver,,,,,,
kilrebr01,,kilrebr01h,Brian,Kilrea,,Brian Blair,Killer,71,175,R,B200302,2716,kilrebr01,1957,1967,,,C,1934,10,21,Canada,ON,Ottawa,,,,,,
murrama01,,,Marty,Murray,,Marty,,69,180,L,14968,6206,murrama01,1995,2006,,,C,1975,2,16,Canada,MB,Deloraine,,,,,,
seidede01,,,Dennis,Seidenberg,,,,73,210,L,20361,51335,seidede01,2002,2011,,,D,1981,7,18,Germany,,Villingen,,,,,,
