coachid,award,year,lgid,note
patrile01c,Первая команда всех звёзд,1930,NHL,
irvindi01c,Второй состав всех звёзд,1930,NHL,
patrile01c,Первая команда всех звёзд,1931,NHL,
irvindi01c,Второй состав всех звёзд,1931,NHL,
patrile01c,Первая команда всех звёзд,1932,NHL,
irvindi01c,Второй состав всех звёзд,1932,NHL,
patrile01c,Первая команда всех звёзд,1933,NHL,
irvindi01c,Второй состав всех звёзд,1933,NHL,
patrile01c,Первая команда всех звёзд,1934,NHL,
irvindi01c,Второй состав всех звёзд,1934,NHL,
patrile01c,Первая команда всех звёзд,1935,NHL,
gormato01c,Второй состав всех звёзд,1935,NHL,
adamsja01c,Первая команда всех звёзд,1936,NHL,
hartce01c,Второй состав всех звёзд,1936,NHL,
patrile01c,Первая команда всех звёзд,1937,NHL,
rossar01c,Второй состав всех звёзд,1937,NHL,
rossar01c,Первая команда всех звёзд,1938,NHL,
duttore01c,Второй состав всех звёзд,1938,NHL,
thomppa01c,Первая команда всех звёзд,1939,NHL,
bouchfr01c,Второй состав всех звёзд,1939,NHL,
weilaco01c,Первая команда всех звёзд,1940,NHL,
irvindi01c,Второй состав всех звёзд,1940,NHL,
bouchfr01c,Первая команда всех звёзд,1941,NHL,
thomppa01c,Второй состав всех звёзд,1941,NHL,
adamsja01c,Первая команда всех звёзд,1942,NHL,
rossar01c,Второй состав всех звёзд,1942,NHL,
irvindi01c,Первая команда всех звёзд,1943,NHL,
dayha01c,Второй состав всех звёзд,1943,NHL,
irvindi01c,Первая команда всех звёзд,1944,NHL,
adamsja01c,Второй состав всех звёзд,1944,NHL,
irvindi01c,Первая команда всех звёзд,1945,NHL,
gottsjo01c,Второй состав всех звёзд,1945,NHL,
sherofr01c,Джек Адамс,1973,NHL,
pulfobo01c,Джек Адамс,1974,NHL,
cherrdo01c,Джек Адамс,1975,NHL,
bowmasc01c,Джек Адамс,1976,NHL,
krommbo01c,Джек Адамс,1977,NHL,
arboual01c,Джек Адамс,1978,NHL,
quinnpa01c,Джек Адамс,1979,NHL,
