name,id,award,year,lgid,note
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,похороны
Глен Сономор,sonmogl01,Патрик,2005,NHL,
Джон Буйник,bucykjo01,Патрик,1976,NHL,
Боб Наегель,,Патрик,2007,NHL,
Фил Эспосито,esposph01,Патрик,1977,NHL,
Буд Поил,poilebu01,Патрик,1988,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,похороны
Питер Карманос,,Патрик,1997,NHL,
Стив Йерзман,yzermst01,Патрик,2005,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Западон Адамс,adamswe01h,Патрик,1973,NHL,похороны
Джон Макиннес,,Патрик,1985,NHL,
Билл Клири,,Патрик,1996,NHL,
Боби Орр,orrbo01,Патрик,1978,NHL,
Филип Хаусли,houslph01,Патрик,2007,NHL,
Ларри Плуа,pleaula01,Патрик,2001,NHL,
"Джон А. ""Снукс"" Келли",,Патрик,1971,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Лу Вайро,,Патрик,1999,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,похороны
Кунни Виленд,weilaco01,Патрик,1971,NHL,
Гарри Беттман,,Патрик,2000,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Мэри Мёрдак,murdomu01,Патрик,1973,NHL,
Стан Фишлер,,Патрик,2006,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Лу Нанн,nannelo01,Патрик,1988,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,похороны
Тед Линздейл,lindste01,Патрик,2007,NHL,
Брэус МакНалл,,Патрик,1992,NHL,
1998 года олимпийская сборная США по хоккею среди женщин,,Патрик,1998,NHL,
Уильям Тутт,tuttwi01h,Патрик,1977,NHL,
Дэвид Поил,,Патрик,2000,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Эди Шор,shoreed01,Патрик,1969,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Дэв Эндрюс,,Патрик,2009,NHL,
Ал Арбор,arboual01,Патрик,1991,NHL,
Марио Лемьё,lemiema01,Патрик,1999,NHL,
Джек Паркер,,Патрик,2009,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Кэм Нилли,neelyca01,Патрик,2009,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Жери Йорк,,Патрик,2009,NHL,
Алекс Дельвеккьо,delveal01,Патрик,1973,NHL,
Арч Росс,rossar01,Патрик,1983,NHL,похороны
Боб Пульфорд,pulfobo01,Патрик,2010,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Боби Халл,hullbo01,Патрик,1968,NHL,
Брайан Лиэтч,leetcbr01,Патрик,2006,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Франк Маттерс,mathefr01,Патрик,1986,NHL,
Горди Хау,howego01,Патрик,1966,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Джо Муллен,mullejo01,Патрик,1994,NHL,
Джон Дэвисон,davidjo01,Патрик,2003,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Марсель Дижон,dionnma01,Патрик,2005,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Макс МакНаб,mcnabma01,Патрик,1997,NHL,
Майк Ричард,richtmi01,Патрик,2008,NHL,
Мильт Шмидт,schmimi01,Патрик,1995,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Пат Лафонтьен,lafonpa01,Патрик,1996,NHL,
Реймонд Борк,bourqra01,Патрик,2002,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
Терри Сэкчук,sawchte01,Патрик,1970,NHL,похороны
Лен Цегельский,,Патрик,1989,NHL,
Эрб Брукс,brookhe01c,Патрик,2001,NHL,
Джим Хендри,hendyji01h,Патрик,1969,NHL,похороны
Команда США по хоккею на Олимпийских играх 1960 года,,Патрик,2001,NHL,
Арт Берглунд,,Патрик,1991,NHL,
Гил Штайн,,Патрик,1992,NHL,
Джим Девелано,,Патрик,2008,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,похороны
Лу Ламорелло,lamorlo01c,Патрик,1991,NHL,
Джек Баттертон,butteja01h,Патрик,1984,NHL,
Брайан Берк,,Патрик,2007,NHL,
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Джон Майясич,,Патрик,1997,NHL,
Джефф Сёр,,Патрик,2010,NHL,
Уильям Вирц,wirtzwi01h,Патрик,1977,NHL,
Уэйн Гретцки,gretzwa01,Патрик,1993,NHL,
Стан Микита,mikitst01,Патрик,1975,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Джон Kilpatrick,kilpajo01h,Патрик,1967,NHL,похороны
Уилли О'Ри,oreewi01,Патрик,2002,NHL,
Тони Росси,,Патрик,2010,NHL,
Роберт Ридер,,Патрик,1993,NHL,
Скоти Боуман,bowmasc01c,Патрик,2000,NHL,
Фред Кусик,,Патрик,1987,NHL,
Артур Вёрц,wirtzar01h,Патрик,1984,NHL,
Вальтер Браун,brownwa02h,Патрик,1967,NHL,похороны
Билл Тёрри,torrebi01h,Патрик,1982,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Томми Иван,ivanto01c,Патрик,1974,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,похороны
