playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
gagnear01,,,Искусство,Ганне,,Артур Эдвард,,67,160,r,12662,18932,gagnear01,1926,1931,,,r,1897,10,11,Канада,ОН,Оттава,1988,10,6,,,
jonsske01,,,Кени,Джонссон,,Кени,,75,217,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",14904,2591,jonsske01,1994,2003,,,d,1974,10,6,Швеция,,Ангельголом,,,,,,
pronocl01,,,Клод,Проновость,,Клод,Кофр,69,190,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",18664,11143,pronocl01,1955,1958,,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",1935,7,22,Канада,Качество,Водопад Шавиниган,,,,,,
wilsoal01,,,Аллан,Уильямсон,,Аллан,,,,,,,,,,,,,,,,,,,,,,,,
roachjo01,,,Джон Росс,Пысь,,Джон Росс,Маленький Наполеон,65,130,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",18678,4585,roachjo01,1921,1934,,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",1900,6,23,Канада,ОН,Порт-Пери,1973,7,9,,,
glovefr01,glovefr01c,,Фред,Гловер,,Фредерик Остин,,69,170,r,12733,1934,glovefr01,1948,1952,,,С,1928,1,5,Канада,ОН,Торонто,2001,8,16,,,
stumpjo01,,,Иосиф,Стумпель,,Иосиф,,75,222,r,11587,5233,stumpjo01,1991,2007,,,С,1972,7,20,Словакия,,Нитра,,,,,,
farkaje01,,,Джефф,Фаркас,,Джеффри Томас,,72,185,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",17800,24460,farkaje01,1999,2002,,,С,1978,1,24,США,Нью-Йорк,Уильямсвилл,,,,,,
atchebl01,,,Блэр,Ачэйнум,,Блэр,,74,198,r,10042,125,atchebl01,1992,2000,,,r,1969,4,20,Канада,СК,Эстеван,,,,,,
krogja01,,,Джейсон,Крог,,Джейсон,,71,185,r,19272,27657,krogja01,1999,2008,,,С,1975,10,9,Канада,BC,Ферни,,,,,,
odrowge01,,,Гери,Одровский,,Джеральд Бернард,Снежный/Крючок,70,185,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",13880,4062,odrowge01,1960,1971,1972,1975,d,1938,10,4,Канада,ОН,Трут-Крик,,,,,,
macdoke01,,,Кевин,Макдональд,,Кевин Скотт,,72,200,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",10069,15329,macdoke01,1993,1993,,,d,1966,2,24,Канада,ОН,Престон,,,,,,
richate01,,,Тери,Ричардсон,,Тернер Пол,,73,190,r,18672,4557,richate01,1973,1978,,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",1953,5,7,Канада,BC,Новый Вэслинтер,,,,,,
vyshese01,,,Сергей,Вышедкевич,,Сергей,,72,195,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",11145,22706,vyshese01,1999,2000,,,d,1975,1,3,Россия,,Дедово,,,,,,
schinke01,schinke01c,,Кен,Шинкель,,Кеннет Калвин,,70,172,r,14238,4802,schinke01,1959,1972,,,r,1932,11,27,Канада,СК,Янсен,,,,,,
lindrbr01,,,Бретт,Линдрос,,Бретт,,76,215,r,10840,3157,lindrbr01,1994,1995,,,r,1975,12,2,Канада,ОН,Торонто,,,,,,
molinla01,,,Ларс,Молин,,Ларс,,72,180,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",13758,3766,molinla01,1981,1983,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",1956,5,7,Швеция,,Орнскольдсвик,,,,,,
poapsst01,,,Стив,Пост,,Стивен Рэй,,72,199,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",10700,4322,poapsst01,1995,2005,,,d,1969,1,3,Канада,ОН,Корнуолл,,,,,,
cuttaja01,,,Якуб,Кутта,,,,75,214,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",19616,45228,cuttaja01,2000,2003,,,d,1981,12,29,Чехла́кия,,Джаблонец-над-Нисоу,,,,,,
vandeji01,,,Джим,Вандермёр,,,,73,211,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",20273,31072,vandeji01,2002,2011,,,d,1980,2,21,Канада,АБ,Красный Олень,,,,,,
sandefr01,,,Франк,Сандерс,,Франклин,,75,220,r,,11899,sandefr01,,,1972,1972,d,1949,3,8,США,МН,Сент-Паул,,,,,,
,,rankifr01h,Франк,Рэнкин,,,,65,145,,P196107,,rankifr01,,,,,d,1884,4,1,Канада,ОН,Стратфорд,9999,,,,,
carrlo01,,,Лорн,Кэрр,,Лорн Уильям Белл,,68,161,r,12219,840,carrlo01,1933,1945,,,r,1910,7,2,Канада,СК,Стоутон,2007,6,9,,,
brasape01,,,Пер-Олов,Бразар,,Пер-Олов,Олли,68,172,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",12089,548,brasape01,1977,1981,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",1950,9,30,Швеция,,Фалун,,,,,,
hardyma01,,,Марк,Хард,,Марк Лиа,Гарпо,71,195,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",10608,2151,hardyma01,1979,1993,,,d,1959,2,1,Швейцария,,Семаден,,,,,,
