playerid,award,year,lgid,note,pos
howelha01,Норрис,1966,NHL,,
goulemi01,Первая команда всех звёзд,1986,NHL,,ЛВ
malakvl01,Все-новобранец,1992,NHL,,d
froesbo01,Джиннिंги,1985,NHL,общий,
hallgl01,Первая команда всех звёзд,1959,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
bowerjo01,Первая команда всех звёзд,1960,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
nasluma01,Все-новобранец,1982,NHL,,ЛВ
cechmro01,Второй состав всех звёзд,2000,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
hadfivi01,Второй состав всех звёзд,1971,NHL,,ЛВ
gretzwa01,Харту,1982,NHL,,
whitebi01,Второй состав всех звёзд,1972,NHL,,d
dionnma01,Первая команда всех звёзд,1976,NHL,,С
prongch01,Второй состав всех звёзд,2003,NHL,,d
friesje01,Все-новобранец,1994,NHL,,Ф
hasekdo01,Первая команда всех звёзд,1996,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
sakicjo01,Первая команда всех звёзд,2003,NHL,,С
nabokev01,Все-новобранец,2000,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
gretzwa01,Пэрсон,1983,NHL,,
thomati01,Везина,2008,NHL,,
vickest01,Кальдер,1972,NHL,,
samsose01,Все-новобранец,1997,NHL,,Ф
conacch01,Второй состав всех звёзд,1932,NHL,,РВ
backsni02,Все-новобранец,2007,NHL,,Ф
lumleha01,Везина,1953,NHL,,
cloutre01,Первая команда всех звёзд,1978,WHA,,РВ
francro01,Селька,1994,NHL,,
gretzwa01,Арч Росс,1989,NHL,,
pecami01,Селька,1996,NHL,,
messima01,Пэрсон,1991,NHL,,
lukowmo01,Второй состав всех звёзд,1978,WHA,,ЛВ
belivje01,Арч Росс,1955,NHL,,
mooredi01,Второй состав всех звёзд,1960,NHL,,ЛВ
brodatu01,Второй состав всех звёзд,1941,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
laflegu01,Пэрсон,1975,NHL,,
sedinda01,Линзда́н,2010,NHL,,
breweca01,Второй состав всех звёзд,1964,NHL,,d
smithge01,Все-новобранец,1989,NHL,,d
lemiema01,Второй состав всех звёзд,1991,NHL,,С
belfoed01,Первая команда всех звёзд,1990,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
jackmba01,Кальдер,2002,NHL,,
wentwcy01,Второй состав всех звёзд,1934,NHL,,d
esposph01,Арч Росс,1970,NHL,,
howego01,Арч Росс,1952,NHL,,
bellbr01,Все-новобранец,1984,NHL,,d
howego01,Первая команда всех звёзд,1962,NHL,,РВ
huetcr01,Крозьер,2005,NHL,,
lemiema01,Арч Росс,1987,NHL,,
schmimi01,Арч Росс,1939,NHL,,
lidstni01,Конн Смити,2001,NHL,,
thornjo01,Второй состав всех звёзд,2002,NHL,,С
clarkbo01,Пэрсон,1973,NHL,,
berglpa01,Все-новобранец,2008,NHL,,Ф
plantja01,Первая команда всех звёзд,1958,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
bergepa01,Плюс-минус,2011,NHL,,
hextabr01,Первая команда всех звёзд,1940,NHL,,РВ
hallgl01,Первая команда всех звёзд,1957,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
parenbe01,Первая команда всех звёзд,1974,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
gardich01,Второй состав всех звёзд,1932,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою."
macinal01,Конн Смити,1988,NHL,,
howego01,Второй состав всех звёзд,1966,NHL,,РВ
ridlemi01,Все-новобранец,1985,NHL,,С
jagrja01,Первая команда всех звёзд,1999,NHL,,РВ
malkiev01,Арч Росс,2011,NHL,,
belfoed01,Крозьер,1999,NHL,,
bourqra01,Норрис,1987,NHL,,
blincru01,Кальдер,1933,NHL,,
