playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
cavalpa01,1987,1,WAS,NHL,d,24.0,2.0,3.0,5.0,66.0,0,0,0,0,0,1,0,18,,,,,,,,,,,,
bourqph01,1990,1,PIT,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",78.0,20.0,14.0,34.0,106.0,7,1,0,4,1,0,0,122,24,6,7,13,16,6,0,1,0,0,0,39
drouije01,2011,1,AND,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,,,,,,,,,,,
kushnda01,1991,1,PHI,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",19.0,3.0,2.0,5.0,18.0,-5,0,0,0,0,1,0,19,,,,,,,,,,,,
lambjo01,1927,1,MTM,NHL,с/р,21.0,8.0,5.0,13.0,39.0,,,,,,,,,8,1,0,1,32,,,,,,,
foystfr01,1919,1,SEA,PCHA,С,22.0,26.0,3.0,29.0,3.0,,,,,,,,,2,3,1,4,0,,,,,,,
marshpe01,1978,1,CIN,WHA,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",80.0,43.0,23.0,66.0,95.0,-31,23,,0,,,,325,3,1,0,1,0,1,,,,,0,
croziro01,1972,1,BUF,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",49.0,0.0,0.0,0.0,4.0,0,0,,0,,0,0,0,4,0,1,1,2,,0,,0,,0,
samueul01,1998,1,NYR,NHL,d,67.0,4.0,8.0,12.0,93.0,6,0,2,0,0,0,0,37,,,,,,,,,,,,
fleurth01,1998,2,COL,NHL,r,15.0,10.0,14.0,24.0,18.0,8,1,4,0,0,2,1,51,18,5,12,17,20,-2,2,2,0,0,0,56
mioed01,1979,1,EDM,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",34.0,0.0,1.0,1.0,4.0,0,0,,0,,0,0,0,,,,,,,,,,,,
ronnicl01,1992,1,VAN,NHL,С,79.0,29.0,56.0,85.0,30.0,19,10,18,0,0,2,0,209,12,2,9,11,6,8,0,2,0,0,0,35
lambjo01,1935,1,MTM,NHL,с/р,35.0,0.0,3.0,3.0,12.0,,,,,,,,,3,0,0,0,2,,,,,,,
mullebr01,1986,1,WIN,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",69.0,19.0,32.0,51.0,20.0,-2,7,,0,,4,0,185,9,4,2,6,0,-2,2,,0,,0,22
debolda01,1979,1,HAR,NHL,С,48.0,12.0,14.0,26.0,4.0,-5,0,,0,,1,0,96,3,0,0,0,0,,0,,0,,0,
corbere01,1996,1,COL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",76.0,12.0,15.0,27.0,67.0,14,1,2,0,0,3,1,128,17,2,2,4,27,0,0,1,0,0,0,31
bourqra01,1985,1,BOS,NHL,d,74.0,19.0,58.0,77.0,68.0,17,11,,0,,3,0,289,3,0,0,0,0,0,0,,0,,0,7
larsore01,1978,1,DET,NHL,d,79.0,18.0,49.0,67.0,169.0,-20,6,,2,,0,3,271,,,,,,,,,,,,
mondoar01,1936,1,MTL,NHL,Л/Ц,7.0,1.0,1.0,2.0,0.0,,,,,,,,,5,0,0,0,0,,,,,,,
brownar01,1966,1,NYR,NHL,d,69.0,2.0,10.0,12.0,61.0,,0,,0,,0,1,,4,0,0,0,6,,,,,,0,
simjo01,2003,1,LAK,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",48.0,6.0,7.0,13.0,27.0,0,0,0,0,0,1,0,73,,,,,,,,,,,,
poulipa01,1993,2,CHI,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",58.0,12.0,13.0,25.0,40.0,0,1,1,0,0,3,0,83,4,0,0,0,0,0,0,0,0,0,0,3
hamelje01,1976,1,DET,NHL,d,71.0,1.0,10.0,11.0,63.0,-18,0,,0,,0,0,85,,,,,,,,,,,,
halleke01,1990,1,BUF,NHL,d,21.0,1.0,8.0,9.0,20.0,9,1,3,0,0,0,0,42,6,1,4,5,10,-1,0,2,0,1,0,13
rutlewa01,1969,1,LAK,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",20.0,0.0,0.0,0.0,5.0,0,0,,0,,0,0,0,,,,,,,,,,,,
ferguge01,1975,1,TOR,NHL,r,79.0,12.0,32.0,44.0,76.0,11,3,,2,,2,1,140,10,2,4,6,2,,0,,0,,1,
egersja01,1974,1,WAS,NHL,r,14.0,3.0,2.0,5.0,8.0,-14,1,,0,,1,1,21,,,,,,,,,,,,
gorinbu01,1983,1,NYI,NHL,С,71.0,22.0,24.0,46.0,8.0,9,0,,5,,3,0,89,21,1,5,6,2,2,1,,0,,0,16
modinfr01,2010,2,CAL,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",4.0,0.0,0.0,0.0,2.0,-3,0,0,0,0,0,,3,,,,,,,,,,,,
staplmi01,1993,1,PIT,NHL,С,58.0,7.0,4.0,11.0,18.0,-4,3,3,0,0,0,0,59,,,,,,,,,,,,
karpoal01,1998,1,NYR,NHL,d,2.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,4,,,,,,,,,,,,
samsose01,1998,1,BOS,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",79.0,25.0,26.0,51.0,18.0,-6,6,10,0,0,8,1,160,11,3,1,4,0,3,0,0,0,0,0,21
hadfivi01,1971,1,NYR,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",78.0,50.0,56.0,106.0,142.0,60,23,,0,,7,6,242,16,7,9,16,22,,2,,0,,1,
robindo01,1970,1,LAK,NHL,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",61.0,15.0,13.0,28.0,8.0,-8,3,,0,,3,2,85,,,,,,,,,,,,
wilkide01,1998,1,TBL,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
harribi01,1968,2,PIT,NHL,С,54.0,7.0,13.0,20.0,8.0,-18,2,,0,,0,0,61,,,,,,,,,,,,
parenbe01,1965,1,BOS,NHL,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти, і я надам точний і природній переклад російською мовою.",39.0,0.0,0.0,0.0,4.0,,0,,0,,0,0,,,,,,,,,,,,,
mccorjo02,1923,1,EDE,WCHL,r,24.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
nortoje01,1988,1,NYI,NHL,d,69.0,1.0,30.0,31.0,74.0,-24,1,19,0,0,0,0,126,,,,,,,,,,,,
parkri01,1997,1,ANA,NHL,С,15.0,0.0,2.0,2.0,8.0,-3,0,0,0,0,0,0,14,,,,,,,,,,,,
jagrja01,1998,1,PIT,NHL,r,81.0,44.0,83.0,127.0,66.0,17,10,34,1,0,7,2,343,9,5,7,12,16,1,1,2,0,0,1,32
