orderid,productid,unitprice,quantity,discount
10424,38,210.8,49,0.0
10425,76,14.4,20,0.0
10576,44,19.45,21,0.0
10342,36,15.2,40,0.0
11004,76,18.0,6,0.0
10880,23,9.0,30,0.0
10522,1,18.0,40,0.0
10449,52,5.6,20,0.0
10435,2,15.2,10,0.0
11077,7,30.0,1,0.0
10517,70,15.0,6,0.0
10891,30,25.89,15,0.0
10713,46,12.0,24,0.0
11024,33,2.5,30,0.0
11056,60,34.0,50,0.0
10591,54,7.45,50,0.0
10705,32,32.0,4,0.0
10838,36,19.0,50,0.0
10857,29,123.79,10,0.0
11063,41,9.65,30,0.0
10327,30,20.7,35,0.0
11013,68,12.5,2,0.0
10272,31,10.0,40,0.0
10766,7,30.0,35,0.0
10986,76,18.0,10,0.0
10703,59,55.0,35,0.0
10340,41,7.7,12,0.0
10911,17,39.0,12,0.0
10462,23,7.2,21,0.0
10480,47,7.6,30,0.0
11002,42,14.0,24,0.0
10982,43,46.0,9,0.0
10745,72,34.8,7,0.0
10524,30,25.89,10,0.0
10653,16,17.45,30,0.0
10446,31,10.0,3,0.0
10358,34,11.2,10,0.0
11077,3,10.0,4,0.0
10503,14,23.25,70,0.0
10866,30,25.89,40,0.0
10512,47,9.5,6,0.0
11076,19,9.2,10,0.0
10973,26,31.23,5,0.0
10368,28,36.4,13,0.0
10461,21,8.0,40,0.0
11018,12,38.0,20,0.0
10596,56,38.0,5,0.0
10360,49,16.0,35,0.0
10879,40,18.4,12,0.0
10469,44,15.5,2,0.0
10698,70,15.0,8,0.0
10732,76,18.0,20,0.0
10488,73,12.0,20,0.0
10359,16,13.9,56,0.0
10882,49,20.0,20,0.0
10709,8,40.0,40,0.0
10750,45,9.5,40,0.0
10533,73,15.0,24,0.0
10430,56,30.4,30,0.0
10290,29,99.0,15,0.0
11041,63,43.9,30,0.0
10917,60,34.0,10,0.0
10565,24,4.5,25,0.0
10629,64,33.25,9,0.0
10627,73,15.0,35,0.0
10908,7,30.0,20,0.0
10277,28,36.4,20,0.0
10618,68,12.5,15,0.0
10635,4,22.0,10,0.0
10781,54,7.45,3,0.0
10573,17,39.0,18,0.0
10984,16,17.45,55,0.0
10477,1,14.4,15,0.0
10752,1,18.0,8,0.0
10691,29,123.79,40,0.0
11008,34,14.0,90,0.0
10490,75,6.2,36,0.0
10888,2,19.0,20,0.0
11070,31,12.5,20,0.0
10443,28,36.4,12,0.0
10364,69,28.8,30,0.0
11033,69,36.0,36,0.0
10420,70,12.0,8,0.0
10260,70,12.0,21,0.0
10924,28,45.6,30,0.0
10811,40,18.4,30,0.0
10427,14,18.6,35,0.0
10722,75,7.75,42,0.0
10991,70,15.0,20,0.0
10817,62,49.3,25,0.0
10583,69,36.0,10,0.0
11013,42,14.0,4,0.0
