orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10260,OTTIK,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-29T00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10272,RATTC,6,1996-08-02T00:00:00,1996-08-30T00:00:00,1996-08-06T00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10277,MORGK,2,1996-08-09T00:00:00,1996-09-06T00:00:00,1996-08-13T00:00:00,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10290,COMMI,8,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-03T00:00:00,1,79.7,Comrcio Mineiro,"Av. dos Lusadas, 23",Sao Paulo,SP,05432-043,Brazil
10327,FOLKO,2,1996-10-11T00:00:00,1996-11-08T00:00:00,1996-10-14T00:00:00,1,63.36,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden
10340,BONAP,1,1996-10-29T00:00:00,1996-11-26T00:00:00,1996-11-08T00:00:00,3,166.31,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10342,FRANK,4,1996-10-30T00:00:00,1996-11-13T00:00:00,1996-11-04T00:00:00,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10358,LAMAI,5,1996-11-20T00:00:00,1996-12-18T00:00:00,1996-11-27T00:00:00,1,19.64,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10359,SEVES,5,1996-11-21T00:00:00,1996-12-19T00:00:00,1996-11-26T00:00:00,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10360,BLONP,4,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-02T00:00:00,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10364,EASTC,1,1996-11-26T00:00:00,1997-01-07T00:00:00,1996-12-04T00:00:00,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK
10368,ERNSH,2,1996-11-29T00:00:00,1996-12-27T00:00:00,1996-12-02T00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10420,WELLI,3,1997-01-21T00:00:00,1997-02-18T00:00:00,1997-01-27T00:00:00,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10424,MEREP,7,1997-01-23T00:00:00,1997-02-20T00:00:00,1997-01-27T00:00:00,2,370.61,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10425,LAMAI,6,1997-01-24T00:00:00,1997-02-21T00:00:00,1997-02-14T00:00:00,2,7.93,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10427,PICCO,4,1997-01-27T00:00:00,1997-02-24T00:00:00,1997-03-03T00:00:00,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10430,ERNSH,4,1997-01-30T00:00:00,1997-02-13T00:00:00,1997-02-03T00:00:00,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10435,CONSH,8,1997-02-04T00:00:00,1997-03-18T00:00:00,1997-02-07T00:00:00,2,9.21,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,,WX1 6LT,UK
10443,REGGC,8,1997-02-12T00:00:00,1997-03-12T00:00:00,1997-02-14T00:00:00,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10446,TOMSP,6,1997-02-14T00:00:00,1997-03-14T00:00:00,1997-02-19T00:00:00,1,14.68,Toms Spezialitten,Luisenstr. 48,Mnster,,44087,Germany
