orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10252,SUPRD,4,1996-07-09T00:00:00,1996-08-06T00:00:00,1996-07-11T00:00:00,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10253,HANAR,3,1996-07-10T00:00:00,1996-07-24T00:00:00,1996-07-16T00:00:00,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil
10255,RICSU,9,1996-07-12T00:00:00,1996-08-09T00:00:00,1996-07-15T00:00:00,3,148.33,Richter Supermarkt,Starenweg 5,Genve,,1204,Switzerland
10257,HILAA,4,1996-07-16T00:00:00,1996-08-13T00:00:00,1996-07-22T00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10259,CENTC,4,1996-07-18T00:00:00,1996-08-15T00:00:00,1996-07-25T00:00:00,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,,5022,Mexico
10260,OTTIK,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-29T00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10261,QUEDE,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-30T00:00:00,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10263,ERNSH,9,1996-07-23T00:00:00,1996-08-20T00:00:00,1996-07-31T00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10272,RATTC,6,1996-08-02T00:00:00,1996-08-30T00:00:00,1996-08-06T00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10277,MORGK,2,1996-08-09T00:00:00,1996-09-06T00:00:00,1996-08-13T00:00:00,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10281,ROMEY,4,1996-08-14T00:00:00,1996-08-28T00:00:00,1996-08-21T00:00:00,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10283,LILAS,3,1996-08-16T00:00:00,1996-09-13T00:00:00,1996-08-23T00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10286,QUICK,8,1996-08-21T00:00:00,1996-09-18T00:00:00,1996-08-30T00:00:00,3,229.24,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10287,RICAR,8,1996-08-22T00:00:00,1996-09-19T00:00:00,1996-08-28T00:00:00,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10288,REGGC,4,1996-08-23T00:00:00,1996-09-20T00:00:00,1996-09-03T00:00:00,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10290,COMMI,8,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-03T00:00:00,1,79.7,Comrcio Mineiro,"Av. dos Lusadas, 23",Sao Paulo,SP,05432-043,Brazil
10292,TRADH,1,1996-08-28T00:00:00,1996-09-25T00:00:00,1996-09-02T00:00:00,2,1.35,Tradiao Hipermercados,"Av. Ins de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10296,LILAS,6,1996-09-03T00:00:00,1996-10-01T00:00:00,1996-09-11T00:00:00,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10298,HUNGO,6,1996-09-05T00:00:00,1996-10-03T00:00:00,1996-09-11T00:00:00,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10299,RICAR,4,1996-09-06T00:00:00,1996-10-04T00:00:00,1996-09-13T00:00:00,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10300,MAGAA,2,1996-09-09T00:00:00,1996-10-07T00:00:00,1996-09-18T00:00:00,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10303,GODOS,7,1996-09-11T00:00:00,1996-10-09T00:00:00,1996-09-18T00:00:00,2,107.83,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,,41101,Spain
10304,TORTU,1,1996-09-12T00:00:00,1996-10-10T00:00:00,1996-09-17T00:00:00,2,63.79,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10307,LONEP,2,1996-09-17T00:00:00,1996-10-15T00:00:00,1996-09-25T00:00:00,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10310,THEBI,8,1996-09-20T00:00:00,1996-10-18T00:00:00,1996-09-27T00:00:00,2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10314,RATTC,1,1996-09-25T00:00:00,1996-10-23T00:00:00,1996-10-04T00:00:00,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10316,RATTC,1,1996-09-27T00:00:00,1996-10-25T00:00:00,1996-10-08T00:00:00,3,150.15,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10323,KOENE,4,1996-10-07T00:00:00,1996-11-04T00:00:00,1996-10-14T00:00:00,1,4.88,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10324,SAVEA,9,1996-10-08T00:00:00,1996-11-05T00:00:00,1996-10-10T00:00:00,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10328,FURIB,4,1996-10-14T00:00:00,1996-11-11T00:00:00,1996-10-17T00:00:00,3,87.03,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10329,SPLIR,4,1996-10-15T00:00:00,1996-11-26T00:00:00,1996-10-23T00:00:00,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10330,LILAS,3,1996-10-16T00:00:00,1996-11-13T00:00:00,1996-10-28T00:00:00,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10332,MEREP,3,1996-10-17T00:00:00,1996-11-28T00:00:00,1996-10-21T00:00:00,2,52.84,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10333,WARTH,5,1996-10-18T00:00:00,1996-11-15T00:00:00,1996-10-25T00:00:00,3,0.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10334,VICTE,8,1996-10-21T00:00:00,1996-11-18T00:00:00,1996-10-28T00:00:00,2,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10337,FRANK,4,1996-10-24T00:00:00,1996-11-21T00:00:00,1996-10-29T00:00:00,3,108.26,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
10339,MEREP,2,1996-10-28T00:00:00,1996-11-25T00:00:00,1996-11-04T00:00:00,2,15.66,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10343,LEHMS,4,1996-10-31T00:00:00,1996-11-28T00:00:00,1996-11-06T00:00:00,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10345,QUICK,2,1996-11-04T00:00:00,1996-12-02T00:00:00,1996-11-11T00:00:00,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10347,FAMIA,4,1996-11-06T00:00:00,1996-12-04T00:00:00,1996-11-08T00:00:00,3,3.1,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10350,LAMAI,6,1996-11-11T00:00:00,1996-12-09T00:00:00,1996-12-03T00:00:00,2,64.19,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10357,LILAS,1,1996-11-19T00:00:00,1996-12-17T00:00:00,1996-12-02T00:00:00,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10359,SEVES,5,1996-11-21T00:00:00,1996-12-19T00:00:00,1996-11-26T00:00:00,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10360,BLONP,4,1996-11-22T00:00:00,1996-12-20T00:00:00,1996-12-02T00:00:00,3,131.7,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10362,BONAP,3,1996-11-25T00:00:00,1996-12-23T00:00:00,1996-11-28T00:00:00,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10368,ERNSH,2,1996-11-29T00:00:00,1996-12-27T00:00:00,1996-12-02T00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10372,QUEEN,5,1996-12-04T00:00:00,1997-01-01T00:00:00,1996-12-09T00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10383,AROUT,8,1996-12-16T00:00:00,1997-01-13T00:00:00,1996-12-18T00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10384,BERGS,3,1996-12-16T00:00:00,1997-01-13T00:00:00,1996-12-20T00:00:00,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden
10385,SPLIR,1,1996-12-17T00:00:00,1997-01-14T00:00:00,1996-12-23T00:00:00,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10389,BOTTM,4,1996-12-20T00:00:00,1997-01-17T00:00:00,1996-12-24T00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10393,SAVEA,1,1996-12-25T00:00:00,1997-01-22T00:00:00,1997-01-03T00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
