playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
bryanko01,Kobe,Kobe,Bean,Bryant,,,,,G,0,0,78.0,200,none,,1978-08-23,Philadelphia,PA,USA,Lower Merion,Ardmore,PA,USA,0000-00-00,B
iversal01,Allen,Allen,Ezail,Iverson,,,,,G,0,0,72.0,165,Georgetown,,1975-06-07,Hampton,VA,USA,Bethel,Hampton,VA,USA,0000-00-00,B
kiddja01,Jason,Jason,Frederick,Kidd,,,,,G,0,0,76.0,208,California,,1973-03-23,San Francisco,CA,USA,St. Joseph of Notre Dame,Alameda,CA,USA,0000-00-00,B
nashst01,Steve,Stephen,John,Nash,,,,Steve,G,0,0,75.0,195,Santa Clara,,1974-02-07,Johannesburg,,SAF,St. Michael's,Victoria,BC,CAN,0000-00-00,W
paulch01,Chris,Christopher,Emmanuel,Paul,,,,"Chris, CP3",G,0,0,72.0,175,Wake Forest,,1985-05-06,Winston-Salem,NC,USA,West Forsyth,Winston-Salem,NC,USA,0000-00-00,B
paytoga01,Gary,Gary,Dwayne,Payton,,,,The Glove,G,0,0,76.0,180,Oregon State,,1968-07-23,Oakland,CA,USA,Skyline,Oakland,CA,USA,0000-00-00,B
wadedw01,Dwyane,Dwyane,Tyrone,Wade,,,,,G,0,0,76.0,210,Marquette,,1982-01-17,Chicago,IL,USA,Richards,Oak Lawn,IL,USA,0000-00-00,B
sapplwa01,Wayne,Wayne,B.,Sappleton,,,,,F,0,0,81.0,215,Loyola (IL),,1960-11-17,Kingston,,JAM,Ardenne,Kingston,,JAM,0000-00-00,B
mcmahja01,Jack,John,Joseph,McMahon,,,,"Jack, Mac, Jack-Mac",G,0,0,73.0,185,St. John's (NY),,1928-12-03,Brooklyn,NY,USA,St. Michael's,Brooklyn,NY,USA,1989-06-11,W
russejo01,John,John,,Russell,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
munroge01,George,George,B.,Munroe,,,,,G,0,0,71.0,160,Dartmouth,Columbia,1922-01-05,Joliet,IL,USA,Joliet,Joliet,IL,USA,0000-00-00,W
gildetr01,Trey,Trey,,Gilder,,,,,F,0,0,81.0,205,Northwestern State,,1985-01-24,Dallas,TX,USA,DeSoto,DeSoto,TX,USA,0000-00-00,B
johnsiv01,Ivan,Ivan,W.,Johnson,,,,,F,0,0,80.0,230,Cal. St.- San Bernardino,,1984-04-10,San Antonio,TX,USA,Fox Tech,San Antonio,TX,USA,0000-00-00,B
rivasra01,Ramon,Ramon,,Rivas Contreras,,,,,F-C,0,0,82.0,260,Temple,Puerto Rico,1966-06-03,Carolina,PR,PUR,Pedro Albizu,Carolina,PR,PUR,0000-00-00,W
tayloro01,Ron,Ronald,,Taylor,,,,"Ron, Lurch",C,0,0,85.0,265,USC,,1947-11-21,Torrance,CA,USA,North Torrance,North Torrance,CA,USA,0000-00-00,W
hardnch01,Charlie,Charles,,Hardnett,,,,Charlie,F-C,0,0,80.0,220,Grambling,,1938-09-13,Atlanta,GA,USA,Carver Vocational,Atlanta,GA,USA,0000-00-00,B
fitzpja01,,Jack,,Fitzpatrick,,,,Jackie,F,0,0,76.0,215,Knoxville,,1935-07-14,Somerset,KY,USA,Somerset/DunbarPrep,Somerset / Cincinnati,KY / OH,USA,0000-00-00,B
pharesq01,,John,Lee,Phares,,,,"Jack, Squint",G-F,0,0,70.0,0,West Virginia,,1915-12-31,Elkins,WV,USA,Elkins,Elkins,WV,USA,1974-08-16,W
martidi01,Dino,Donald,E.,Martin,,,,Dino,G,0,0,68.0,160,Georgetown,,1920-05-25,,,,DeLaSalle Academy,Newport,RI,USA,0000-00-00,W
delando01,Don,Don,,Delaney,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
bensoca01,,Calvin,,Benson,,,,,F,0,0,77.0,215,Oklahoma Baptist (JC),,0000-00-00,,,,,,,,0000-00-00,W
sundvjo01,Jon,Jon,Thomas,Sundvold,,,,Sunny,G,0,0,74.0,170,Missouri,,1961-07-02,Sioux Falls,SD,USA,Blue Springs,Blue Springs,MO,USA,0000-00-00,W
highjo01,Johnny,Johnny,Harold,High,,,,Sky,G,0,0,75.0,185,Nevada-Reno,Lawson State CC,1957-04-25,Birmingham,AL,USA,Jones Valley,Birmingham,AL,USA,1987-06-13,B
carlepj01,PJ,PJ,,Carlesimo,,,,,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
