playerid,award,year,lgid,note,pos
anthoca01,All-NBA Third Team,2005,NBA,,F
arenagi01,All-NBA Third Team,2005,NBA,,G
artesro01,All-Defensive First Team,2005,NBA,,
billuch01,All-Defensive Second Team,2005,NBA,,
billuch01,All-NBA Second Team,2005,NBA,,G
bowenbr01,All-Defensive First Team,2005,NBA,,
brandel01,All-NBA Second Team,2005,NBA,,F
bryanko01,All-Defensive First Team,2005,NBA,tie,
bryanko01,All-NBA First Team,2005,NBA,,G
cambyma01,All-Defensive Second Team,2005,NBA,,
diawbo01,Most Improved Player,2005,NBA,,
duncati01,All-Defensive Second Team,2005,NBA,,
duncati01,All-NBA Second Team,2005,NBA,,F
garneke01,All-Defensive Second Team,2005,NBA,,
iversal01,All-NBA Third Team,2005,NBA,,G
jamesle01,All-NBA First Team,2005,NBA,,F
kiddja01,All-Defensive First Team,2005,NBA,tie,
kirilan01,All-Defensive First Team,2005,NBA,,
mariosh01,All-NBA Third Team,2005,NBA,,F
millemi01,Sixth Man of the Year,2005,NBA,,
mingya01,All-NBA Third Team,2005,NBA,,C
nashst01,All-NBA First Team,2005,NBA,,G
nashst01,Most Valuable Player,2005,NBA,,
nowitdi01,All-NBA First Team,2005,NBA,,F
onealsh01,All-NBA First Team,2005,NBA,,C
paulch01,Rookie of the Year,2005,NBA,,
princta01,All-Defensive Second Team,2005,NBA,,
wadedw01,All-NBA Second Team,2005,NBA,,G
wadedw01,Finals MVP,2005,NBA,,
wallabe01,All-Defensive First Team,2005,NBA,,
wallabe01,All-NBA Second Team,2005,NBA,,C
wallabe01,Defensive Player of the Year,2005,NBA,,
willibu01,All-Defensive First Team,1990,NBA,,
duncati01,All-NBA First Team,1999,NBA,,F
kiddja01,All-NBA First Team,2003,NBA,,G
worthja01,All-NBA Third Team,1990,NBA,,F
horfoal01,All-Rookie First Team,2007,NBA,,
dischte01,Rookie of the Year,1962,NBA,,
gueriri01,All-NBA Second Team,1959,NBA,,G
jamesle01,All-NBA First Team,2009,NBA,,F
mcginge01,All-ABA First Team,1974,ABA,,F
paytoga01,All-Defensive First Team,1995,NBA,,
jordami01,Most Valuable Player,1987,NBA,,
hardaan01,All-NBA First Team,1994,NBA,,G
paytoga01,All-Defensive First Team,1993,NBA,,
pettibo01,All-NBA First Team,1955,NBA,,F
barryri01,All-NBA Second Team,1972,NBA,,F
armstda01,Most Improved Player,1998,NBA,,
sloanje01,All-Defensive First Team,1968,NBA,,
johnsde01,All-Defensive First Team,1980,NBA,,
gallaha01,All-NBA First Team,1953,NBA,,
stockjo01,All-NBA First Team,1994,NBA,,G
johnske02,All-NBA Second Team,1990,NBA,,G
anthoca01,All-NBA Second Team,2009,NBA,,F
duncati01,Rookie of the Year,1997,NBA,,
foustla01,All-NBA Second Team,1951,NBA,,
abdulka01,All-Defensive First Team,1980,NBA,,
abdulka01,All-NBA First Team,1980,NBA,,C
abdulka01,All-NBA Second Team,1982,NBA,,C
abdulka01,All-Defensive Second Team,1983,NBA,,
abdulka01,All-NBA First Team,1983,NBA,,C
abdulka01,All-NBA Second Team,1984,NBA,,C
abdulka01,Finals MVP,1984,NBA,,
abdulka01,All-NBA First Team,1985,NBA,,C
abdulma02,Most Improved Player,1992,NBA,,
allenra02,All-NBA Third Team,2000,NBA,,G
archina01,All-NBA Second Team,1980,NBA,,G
armstda01,Sixth Man of the Year,1998,NBA,,
barklch01,All-NBA Second Team,1985,NBA,,F
barklch01,All-NBA Second Team,1986,NBA,,F
barklch01,All-NBA First Team,1988,NBA,,F
barklch01,All-NBA First Team,1989,NBA,,F
barklch01,All-NBA First Team,1990,NBA,,F
barklch01,All-NBA Second Team,1991,NBA,,F
barklch01,All-NBA First Team,1992,NBA,,F
barklch01,Most Valuable Player,1992,NBA,,
barklch01,All-NBA Second Team,1993,NBA,,F
barklch01,All-NBA Second Team,1994,NBA,,F
barklch01,All-NBA Third Team,1995,NBA,,F
barroda01,Most Improved Player,1994,NBA,,
birdla01,All-NBA First Team,1980,NBA,,F
birdla01,All-Defensive Second Team,1981,NBA,,
