id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
3,1946,QF,M,PHW,NBA,STB,NBA,2,1
36,1950,F,O,ROC,NBA,NYK,NBA,4,3
38,1950,DSF,J,MNL,NBA,INO,NBA,2,1
39,1950,DSF,J,ROC,NBA,FTW,NBA,2,1
45,1951,DSF,J,MNL,NBA,INO,NBA,2,0
54,1953,DF,K,SYR,NBA,BOS,NBA,2,0
62,1953,RR,I,FTW,NBA,,NBA,0,4
70,1955,DT,A,SYR,NBA,NYK,NBA,1,0
75,1956,DF,K,BOS,NBA,SYR,NBA,3,0
80,1956,DT,A,STL,NBA,FTW,NBA,1,0
87,1958,DF,K,BOS,NBA,SYR,NBA,4,3
91,1958,DSF,J,MNL,NBA,DET,NBA,2,1
105,1961,DF,K,LAL,NBA,DET,NBA,4,2
106,1961,DSF,J,DET,NBA,CIN,NBA,3,1
121,1964,DSF,J,BAL,NBA,STL,NBA,3,1
132,1966,DSF,J,SFW,NBA,LAL,NBA,3,0
144,1968,F,O,BOS,NBA,LAL,NBA,4,3
149,1969,DSF,J,MIL,NBA,PHI,NBA,4,1
156,1970,CSF,M,NYK,NBA,ATL,NBA,4,1
174,1972,CSF,M,GSW,NBA,MIL,NBA,4,2
189,1974,CFR,L,SEA,NBA,DET,NBA,2,1
198,1975,CFR,L,DET,NBA,MIL,NBA,2,1
211,1976,CSF,M,LAL,NBA,GSW,NBA,4,3
212,1977,CF,N,WSB,NBA,PHI,NBA,4,2
213,1977,CFR,L,NYK,NBA,CLE,NBA,2,0
214,1977,CFR,L,WSB,NBA,ATL,NBA,2,0
232,1978,CSF,M,PHO,NBA,KCK,NBA,4,1
243,1979,CSF,M,LAL,NBA,PHO,NBA,4,1
249,1980,CSF,M,PHI,NBA,MIL,NBA,4,3
250,1980,CF,N,HOU,NBA,KCK,NBA,4,1
254,1980,CSF,M,KCK,NBA,PHO,NBA,4,3
270,1982,CSF,M,PHI,NBA,NYK,NBA,4,0
280,1983,CFR,L,NJN,NBA,PHI,NBA,3,2
281,1983,CFR,L,NYK,NBA,DET,NBA,3,2
288,1983,CFR,L,PHO,NBA,POR,NBA,3,2
300,1984,CF,N,LAL,NBA,DEN,NBA,4,1
307,1985,CF,N,BOS,NBA,MIL,NBA,4,0
324,1986,CFR,L,DET,NBA,WSB,NBA,3,0
330,1986,CFR,L,LAL,NBA,DEN,NBA,3,0
349,1987,CSF,M,DAL,NBA,DEN,NBA,4,2
353,1988,CFR,L,NYK,NBA,PHI,NBA,3,0
379,1989,CSF,M,POR,NBA,SAS,NBA,4,3
393,1990,CSF,M,LAL,NBA,GSW,NBA,4,1
401,1991,CSF,M,CLE,NBA,BOS,NBA,4,3
412,1992,CFR,L,CHH,NBA,BOS,NBA,3,1
413,1992,CFR,L,NYK,NBA,IND,NBA,3,1
415,1992,CSF,M,CHI,NBA,CLE,NBA,4,0
418,1992,CF,N,PHO,NBA,SEA,NBA,4,3
452,1994,CFR,L,HOU,NBA,UTA,NBA,3,2
478,1996,CF,N,UTA,NBA,HOU,NBA,4,2
480,1996,CFR,L,UTA,NBA,LAC,NBA,3,0
499,1997,CSF,M,UTA,NBA,SAS,NBA,4,1
512,1998,CFR,L,UTA,NBA,SAC,NBA,3,2
518,1999,CFR,L,PHI,NBA,CHH,NBA,3,1
524,1999,CFR,L,PHO,NBA,SAS,NBA,3,1
538,2000,CF,N,LAL,NBA,SAS,NBA,4,0
551,2001,CSF,M,NJN,NBA,CHH,NBA,4,1
560,2002,CF,N,NJN,NBA,DET,NBA,4,0
572,2002,CFR,L,DAL,NBA,POR,NBA,4,3
573,2002,CSF,M,SAS,NBA,LAL,NBA,4,2
576,2003,CFR,L,IND,NBA,BOS,NBA,4,0
580,2003,CSF,M,IND,NBA,MIA,NBA,4,2
597,2004,F,O,SAS,NBA,DET,NBA,4,3
598,2004,CF,N,SAS,NBA,PHO,NBA,4,1
612,2005,F,O,MIA,NBA,DAL,NBA,4,2
615,2005,CFR,L,LAC,NBA,DEN,NBA,4,1
617,2005,CFR,L,PHO,NBA,LAL,NBA,4,3
623,2006,CFR,L,DET,NBA,ORL,NBA,4,0
645,2007,CFR,L,NOH,NBA,DAL,NBA,4,1
648,2007,CSF,M,LAL,NBA,UTA,NBA,4,2
654,2008,CFR,L,BOS,NBA,CHI,NBA,4,3
664,2008,CSF,M,LAL,NBA,HOU,NBA,4,3
671,2009,CSF,M,BOS,NBA,CLE,NBA,4,2
681,2010,CFR,L,BOS,NBA,NYK,NBA,4,0
682,2010,CFR,L,CHI,NBA,IND,NBA,4,1
693,2010,CSF,M,DAL,NBA,LAL,NBA,4,0
702,2011,F,O,MIA,NBA,OKC,NBA,4,1
703,2011,CF,N,OKC,NBA,SAS,NBA,4,2
716,1967,DSF,B,MNM,ABA,KEN,ABA,3,2
721,1968,DF,C,INA,ABA,MMF,ABA,4,1
731,1969,DSF,B,KEN,ABA,NYA,ABA,4,3
740,1970,DSF,B,UTS,ABA,TEX,ABA,4,0
747,1971,DSF,B,INA,ABA,DNR,ABA,4,3
748,1971,DSF,B,UTS,ABA,DLC,ABA,4,0
766,1974,DF,C,INA,ABA,DNA,ABA,4,3
