id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
2,1967,0,0,0,ANA,Bob,Krulish,,,Pacific,ABA
23,1967,0,0,0,DNR,Neil,Roberts,,,Brigham Young,ABA
74,1967,0,0,0,MNM,Phil,Jackson,,jacksph01,North Dakota,ABA
86,1967,0,0,0,NJA,Mal,Graham,,grahama01,New York University,ABA
90,1967,0,0,0,NJA,Tim,Edwards,,,Amherst,ABA
112,1967,0,0,0,OAK,Nate,Branch,,,Nebraska,ABA
153,1968,0,0,0,DLC,Roy,Manning,,,Lane College,ABA
156,1968,0,0,0,DLC,Gene,Littles,,littlge01,High Point (NC),ABA
202,1968,0,0,0,KEN,Reggie,Lacefield,,lacefre01,Western Michigan,ABA
205,1968,0,0,0,KEN,John,Snipes,,,Elizabeth City (NC),ABA
439,1970,0,0,0,DNR,Ron,St Pierre,,,Hanover,ABA
494,1970,0,0,0,MMP,George,Johnson,,johnsge01,Dillard,ABA
517,1970,0,0,0,PTC,Mike,Maloy,,maloymi01,Davidson,ABA
554,1970,0,0,0,UTS,Israel,Oliver,,,Elizabeth City (NC),ABA
560,1970,0,0,0,UTS,Robert,Moore,,,Central State (OH),ABA
571,1970,0,0,0,VIR,Paul,Ruffner,,ruffnpa01,Brigham Young,ABA
629,1971,0,0,0,DLC,Jimmy,Guymon,,,E. New Mexico State,ABA
685,1971,0,0,0,KEN,Pierre,Russell,,russepi01,Kansas,ABA
687,1971,0,0,0,KEN,Willie,Cherry,,,Denver,ABA
688,1971,0,0,0,MMP,Randy,Denton,,dentora01,Duke,ABA
743,1971,0,0,0,PTC,Ray,Green,,,Cal State (PA),ABA
818,1972,0,0,0,DLC,Stan,Key,,,Kentucky,ABA
858,1972,0,0,0,KEN,Terry,Benton,,,Wichita State,ABA
939,1972,0,0,0,UTS,Bob,Nash,,nashbo01,Hawaii,ABA
945,1972,0,0,0,UTS,Willie,Hart,,,Grambling,ABA
1018,1973,1,0,0,KEN,Ernie,DeGregorio,,,Providence,ABA
1144,1973,6,0,0,VIR,Aaron,Stewart,,,Richmond,ABA
1188,1973,9,0,0,SDA,Fred,DeVaughn,,,Western Montana,ABA
1287,1974,4,0,0,SAA,Steve,Kuberski,,kuberst01,Boston,ABA
1389,1975,3,0,0,KEN,Eric,Fernsten,,fernser01,San Francisco,ABA
1434,1975,7,0,0,VIR,Bill,Bunton,,,Louisville,ABA
1458,1947,0,0,0,BOS,George,Petrovick,,,,NBA
1500,1947,0,0,0,STB,Paul,Napolitano,,napolpa01,San Francisco,NBA
1517,1947,1,3,3,BOS,Ed,Ehlers,,ehlerbu01,Purdue,NBA
1614,1948,0,0,0,STB,Dan,London,,,Washington U. (MO),NBA
