playerid,awardid,yearid,lgid,tie,notes
youngcy01,Pitching Triple Crown,1901,AL,,
lajoina01,Triple Crown,1901,AL,,
bushdo01,Baseball Magazine All-Star,1909,AL,,СС
carribi02,Baseball Magazine All-Star,1909,AL,,C1
chaseha01,Baseball Magazine All-Star,1909,AL,,1B
cobbty01,Baseball Magazine All-Star,1909,AL,,RF
collied01,Baseball Magazine All-Star,1909,AL,,2B
crawfsa01,Baseball Magazine All-Star,1909,AL,,LF
johnswa01,Baseball Magazine All-Star,1909,AL,,С3
lordha01,Baseball Magazine All-Star,1909,AL,,3B
mullige01,Baseball Magazine All-Star,1909,AL,,С4
planked01,Baseball Magazine All-Star,1909,AL,,С2
speaktr01,Baseball Magazine All-Star,1909,AL,,CF
streega01,Baseball Magazine All-Star,1909,AL,,C3
sullibi03,Baseball Magazine All-Star,1909,AL,,C2
walshed01,Baseball Magazine All-Star,1909,AL,,С1
woodjo02,Baseball Magazine All-Star,1909,AL,,С-5
adamsba01,Baseball Magazine All-Star,1909,ML,,С4
brownmo01,Baseball Magazine All-Star,1909,ML,,С3
carribi02,Baseball Magazine All-Star,1909,ML,,C2
chaseha01,Baseball Magazine All-Star,1909,ML,,1B
clarkfr01,Baseball Magazine All-Star,1909,ML,,LF
cobbty01,Baseball Magazine All-Star,1909,ML,,RF
collied01,Baseball Magazine All-Star,1909,ML,,2B
gibsoge01,Baseball Magazine All-Star,1909,ML,,C3
johnswa01,Baseball Magazine All-Star,1909,ML,,С6
klingjo01,Baseball Magazine All-Star,1909,ML,,C1
lordha01,Baseball Magazine All-Star,1909,ML,,3B
mathech01,Baseball Magazine All-Star,1909,ML,,С1
planked01,Baseball Magazine All-Star,1909,ML,,С-5
speaktr01,Baseball Magazine All-Star,1909,ML,,CF
wagneho01,Baseball Magazine All-Star,1909,ML,,СС
walshed01,Baseball Magazine All-Star,1909,ML,,С2
adamsba01,Baseball Magazine All-Star,1909,NL,,С-5
bresnro01,Baseball Magazine All-Star,1909,NL,,C3
brownmo01,Baseball Magazine All-Star,1909,NL,,С2
camniho01,Baseball Magazine All-Star,1909,NL,,С4
chancfr01,Baseball Magazine All-Star,1909,NL,,1B
clarkfr01,Baseball Magazine All-Star,1909,NL,,LF
devliar01,Baseball Magazine All-Star,1909,NL,,3B
eversjo01,Baseball Magazine All-Star,1909,NL,,2B
gibsoge01,Baseball Magazine All-Star,1909,NL,,C2
hofmaso01,Baseball Magazine All-Star,1909,NL,,RF
klingjo01,Baseball Magazine All-Star,1909,NL,,C1
leachto01,Baseball Magazine All-Star,1909,NL,,CF
mathech01,Baseball Magazine All-Star,1909,NL,,С1
reulbed01,Baseball Magazine All-Star,1909,NL,,С3
wagneho01,Baseball Magazine All-Star,1909,NL,,СС
