yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
2011,WS,doteloc01,SLN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
1925,WS,zachato01,WS1,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1987,WS,oquenjo01,SLN,NL,7,24,2,6,0,0,0,2,0,1.0,1,4,0.0,0.0,0.0,1.0,0.0
1974,NLCS,joshuvo01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1948,WS,mitchda01,CLE,AL,6,23,4,4,1,0,1,1,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0
2004,НЛДС1,werthja01,LAN,NL,4,14,3,4,1,0,2,3,0,0.0,3,4,0.0,0.0,0.0,0.0,0.0
2011,НЛДС2,hawkila01,MIL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
2005,ОДЛС2,kotchca01,LAA,AL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2006,ОДЛС2,thomafr04,OAK,AL,3,10,3,5,1,0,2,2,0,0.0,2,1,1.0,0.0,0.0,0.0,0.0
2000,НЛДС1,kileda01,SLN,NL,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2002,WS,santibe01,SFN,NL,7,26,2,6,0,0,0,5,0,0.0,3,4,1.0,0.0,0.0,1.0,3.0
2003,WS,posadjo01,NYA,AL,6,19,0,3,1,0,0,1,1,1.0,5,7,0.0,0.0,0.0,0.0,0.0
2002,ALCS,molinbe01,ANA,AL,5,14,0,3,0,1,0,2,0,0.0,1,2,0.0,1.0,0.0,0.0,0.0
1981,AEDIV,brownbo04,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,venturo01,NYN,NL,5,14,4,3,1,0,0,5,0,0.0,6,0,0.0,0.0,0.0,2.0,0.0
1992,ALCS,blankla02,OAK,AL,5,13,2,3,0,0,0,0,1,0.0,3,4,0.0,0.0,0.0,0.0,0.0
1981,ALCS,mooreke01,OAK,AL,3,8,0,2,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
1978,NLCS,hebneri01,PHI,NL,3,9,0,1,0,0,0,1,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1927,WS,durstce01,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1913,WS,lappja01,PHA,AL,1,4,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2001,НЛДС2,bautida01,ARI,NL,3,6,1,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1932,WS,mayja01,CHN,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1934,WS,gehrich01,DET,AL,7,29,5,11,1,0,1,2,1,0.0,3,0,0.0,0.0,1.0,0.0,0.0
2001,NLCS,bellja01,ARI,NL,1,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,ALCS,ledeeri01,NYA,AL,3,8,2,2,0,0,1,4,0,1.0,1,4,0.0,0.0,0.0,0.0,0.0
2004,WS,kaplega01,BOS,AL,4,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2006,NLCS,hancojo01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1929,WS,grimmch01,CHN,NL,5,18,2,7,0,0,1,4,0,1.0,1,2,0.0,0.0,1.0,0.0,0.0
1978,ALCS,wilsowi02,KCA,AL,3,4,0,1,0,0,0,0,0,1.0,0,2,0.0,0.0,0.0,0.0,0.0
1968,WS,gagliph01,SLN,NL,3,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1911,WS,bendech01,PHA,AL,3,11,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
