hofid,yearid,votedby,ballots,needed,votes,inducted,category
adamsba01h,1937,ББВАА,201.0,151.0,8.0,Н,Игрок
adamsba01h,1942,ББВАА,233.0,175.0,11.0,Н,Игрок
adamsba01h,1947,ББВАА,161.0,121.0,22.0,Н,Игрок
adamsbo03h,1966,ББВАА,302.0,227.0,1.0,Н,Игрок
alexape01h,1937,ББВАА,201.0,151.0,125.0,Н,Игрок
altroni01h,1937,ББВАА,201.0,151.0,3.0,Н,Игрок
altroni01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
applilu01h,1956,ББВАА,193.0,145.0,14.0,Н,Игрок
archeji01h,1937,ББВАА,201.0,151.0,6.0,Н,Игрок
averiea01h,1956,ББВАА,193.0,145.0,3.0,Н,Игрок
bakerfr01h,1937,ББВАА,201.0,151.0,13.0,Н,Игрок
bakerfr01h,1942,ББВАА,233.0,175.0,39.0,Н,Игрок
bakerfr01h,1947,ББВАА,161.0,121.0,49.0,Н,Игрок
bancrda01h,1937,ББВАА,201.0,151.0,3.0,Н,Игрок
bancrda01h,1956,ББВАА,193.0,145.0,15.0,Н,Игрок
bauerha01h,1967,ББВАА,292.0,219.0,23.0,Н,Игрок
beaumgi01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
becklja01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
bendech01h,1937,ББВАА,201.0,151.0,17.0,Н,Игрок
bendech01h,1942,ББВАА,233.0,175.0,55.0,Н,Игрок
bendech01h,1947,ББВАА,161.0,121.0,72.0,Н,Игрок
bergema01h,1937,ББВАА,201.0,151.0,2.0,Н,Игрок
bergewa01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
bishoma01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
bluegos01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
bodiepi01h,1937,ББВАА,201.0,151.0,2.0,Н,Игрок
boleyjo01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
bottoji01h,1956,ББВАА,193.0,145.0,42.0,Н,Игрок
boudrlo01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
boudrlo01h,1966,ББВАА,302.0,227.0,115.0,Н,Игрок
boudrlo01h,1967,ББВАА,292.0,219.0,143.0,Н,Игрок
bradlbi01h,1937,ББВАА,201.0,151.0,5.0,Н,Игрок
bradlbi01h,1942,ББВАА,233.0,175.0,1.0,Н,Игрок
breitte01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
bresnro01h,1937,ББВАА,201.0,151.0,43.0,Н,Игрок
bresnro01h,1942,ББВАА,233.0,175.0,57.0,Н,Игрок
bridgto01h,1956,ББВАА,193.0,145.0,3.0,Н,Игрок
bridgto01h,1966,ББВАА,302.0,227.0,16.0,Н,Игрок
brownmo01h,1937,ББВАА,201.0,151.0,31.0,Н,Игрок
brownmo01h,1942,ББВАА,233.0,175.0,63.0,Н,Игрок
bulkemo99h,1937,Столетие,,,,Y,Пионер/Исполнительный
burkeje01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
burkeje01h,1942,ББВАА,233.0,175.0,4.0,Н,Игрок
burnsge01h,1937,ББВАА,201.0,151.0,3.0,Н,Игрок
bushdo01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
bushdo01h,1942,ББВАА,233.0,175.0,2.0,Н,Игрок
bushgu01h,1956,ББВАА,193.0,145.0,2.0,Н,Игрок
camildo01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
camparo01h,1966,ББВАА,302.0,227.0,197.0,Н,Игрок
camparo01h,1967,ББВАА,292.0,219.0,204.0,Н,Игрок
careyma01h,1937,ББВАА,201.0,151.0,6.0,Н,Игрок
careyma01h,1956,ББВАА,193.0,145.0,65.0,Н,Игрок
carrach01h,1966,ББВАА,302.0,227.0,1.0,Н,Игрок
carribi02h,1937,ББВАА,201.0,151.0,5.0,Н,Игрок
cavarph01h,1966,ББВАА,302.0,227.0,9.0,Н,Игрок
cavarph01h,1967,ББВАА,292.0,219.0,15.0,Н,Игрок
chancfr01h,1937,ББВАА,201.0,151.0,49.0,Н,Игрок
chancfr01h,1942,ББВАА,233.0,175.0,136.0,Н,Игрок
chandsp01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
chaseha01h,1937,ББВАА,201.0,151.0,18.0,Н,Игрок
chesbja01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
cissebi01h,1937,ББВАА,201.0,151.0,1.0,Н,Игрок
clarkfr01h,1937,ББВАА,201.0,151.0,22.0,Н,Игрок
clarkfr01h,1942,ББВАА,233.0,175.0,58.0,Н,Игрок
cochrmi01h,1942,ББВАА,233.0,175.0,88.0,Н,Игрок
cochrmi01h,1947,ББВАА,161.0,121.0,128.0,Y,Игрок
