orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10400,EASTC,1,1997-01-01T00:00:00,1997-01-29T00:00:00,1997-01-1600:00:00,3,83.93,Восточная связь,35 Король Георг,Лондон,,WX3 6FW,Соединенное Королевство
10403,ERNSH,4,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-09T00:00:00,3,73.79,Эрнст Хандель,Кирчгассе 6,Грац,,8010,Австрия
10404,MAGAA,2,1997-01-03T00:00:00,1997-01-31T00:00:00,1997-01-08T00:00:00,1,155.97,Магазини Алиментари Риунти,Виа Людовико Иль Моро 22,Бергамо,,24100,Италия
10406,QUEEN,7,1997-01-070000:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Королева Козинья,"Alameda dos Canrios, 891",Сан-Паулу,СП,05487-020,Бразилия
10408,FOLIG,8,1997-01-08T00:00:00,1997-02-05T00:00:00,1997-01-14T00:00:00,1,11.26,Фоли гурманды,"184, chausse de Tournai",Лилль,,59000,Франция
10409,OCEAN,3,1997-01-09T00:00:00,1997-02-06T00:00:00,1997-01-14T00:00:00,1,29.83,Окано Атлинтико Лтда.,Инг. Густаво Монкада 8585 Писо 20-А,Буэнос-Айрес,,1010,Аргентина
10413,LAMAI,3,1997-01-14T00:00:00,1997-02-11-T00:00:00,1997-01-1600:00:00,2,95.66,Мейсон д-Ази,1 ру-эль-эс-Лоррейн,Тулуза,,31000,Франция
10414,FAMIA,2,1997-01-14T00:00:00,1997-02-11-T00:00:00,1997-01-17T00:00:00,3,21.48,Фамилия Аркибалдо,"Руа Орс, 92",Сан-Паулу,СП,05442-030,Бразилия
10416,WARTH,8,1997-01-1600:00:00,1997-02-13-T00:00:00,1997-01-27T00:00:00,3,22.72,Вартиан Херкку,Торикату 38,Оулу,,90110,Германия
10417,SIMOB,4,1997-01-1600:00:00,1997-02-13-T00:00:00,1997-01-28T00:00,3,70.29,Саймонс Бистро,Винблит 34,Кобенхавн,,1734,Дания
10418,QUICK,4,1997-01-17T00:00:00,1997-02-14T00:00:00,1997-01-24T00:00:00,1,17.55,Стоп-стоп,Таучерстра 10,Кновальде,,1307,Германия
10421,QUEDE,8,1997-01-21T00:00:00,1997-03-0400:00:00,1997-01-27T00:00:00,1,99.23,Que Delcia,"&lt; &lt; Руа да панификадора &gt; &gt; , 12",Рио-де-Жанейро,RJ,02389-673,Бразилия
10422,FRANS,2,1997-01-22T00:00:00,1997 - 2002 - 19 ч. 00 м.,1997-01-31T00:00:00,1,3.02,Фрэнки С.П.А.,Виа Монте Бьянко 34,Торино,,10100,Италия
10424,MEREP,7,1997-01-23T00:00:00,1997-02-20T00:00:00,1997-01-27T00:00:00,2,370.61,Мр Пайард,43 руэ Сент-Лоран,Монреаль,Qubec,H1J 1C3,Канада
10429,HUNGO,3,1997-01-29T00:00:00,1997-03-1200:00:00,1997-02-07T00:00:00,2,56.63,Голодная сова Всепросветные разбойники,8 &lt; &lt; Джонстаун роуд &gt; &gt;,Корк,Ко. Корк,,Италия
10430,ERNSH,4,1997-01-30T00:00:00,1997-02-13-T00:00:00,1997-02-03T00:00:00,1,458.78,Эрнст Хандель,Кирчгассе 6,Грац,,8010,Австрия
10431,BOTTM,4,1997-01-30T00:00:00,1997-02-13-T00:00:00,1997-02-07T00:00:00,2,44.17,Рынки дотла,23 Цавассен Блвд.,Цавассен,БК,T2F 8M4,Канада
10432,SPLIR,3,1997-01-31T00:00:00,1997-02-14T00:00:00,1997-02-07T00:00:00,2,4.34,Разделить железнодорожное пиво & Ale,P.O. Вставка 555,Посадка,WY,82520,США
10438,TOMSP,3,1997-02-06T00:00:00,1997-03-06T00:00:00,1997-02-14T00:00:00,2,8.24,Toms Spezialitten,Луисенстр. 48,Ммстер,,44087,Германия
10439,MEREP,6,1997-02-07T00:00:00,1997-03-070000:00,1997-02-10T00:00:00,3,4.07,Мр Пайард,43 руэ Сент-Лоран,Монреаль,Qubec,H1J 1C3,Канада
10440,SAVEA,4,1997-02-10T00:00:00,1997-03-10T00:00:00,1997-02-28T00:00:00,2,86.53,Рынки &quot; сберегать &quot;,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США
10441,OLDWO,3,1997-02-10T00:00:00,1997-03-24T00:00:00,1997-03-14T00:00:00,2,73.02,Старый мир Деликатссен,2743 Bering St.,Крепление,АК,99508,США
10444,BERGS,3,1997-02-12-T00:00:00,1997-03-1200:00:00,1997-02-21T00:00:00,3,3.5,Берглунды сбивают с толку,Бергувсвген 8,Луле,,S-958 22,Франция
10446,TOMSP,6,1997-02-14T00:00:00,1997-03-14T00:00:00,1997 - 2002 - 19 ч. 00 м.,1,14.68,Toms Spezialitten,Луисенстр. 48,Ммстер,,44087,Германия
10447,RICAR,4,1997-02-14T00:00:00,1997-03-14T00:00:00,1997-03-070000:00,2,68.66,Рикардо Адокадо,"Ав. Копакабана, 267",Рио-де-Жанейро,RJ,02389-890,Бразилия
10448,RANCH,4,1997-02-17T00:00:00,1997-03-17T00:00:00,1997-02-24T00:00:00,2,38.82,Грань Ранчо,Ав. дель Либертадор 900,Буэнос-Айрес,,1010,Аргентина
10449,BLONP,3,1997-02-18T00:00:00,1997-03-18T00:00:00,1997-02-27T00:00:00,2,53.3,Blondel pre et fils,"24, место Клбер",Страсбург,,67000,Франция
10453,AROUT,1,1997-02-21T00:00:00,1997-03-21T00:00:00,1997-02-26T00:00:00,2,25.36,Вокруг Рога,Брук Фарм Стратфорд Сент-Мэри,Колчестер,Эссекс,CO7 6JX,Соединенное Королевство
10454,LAMAI,4,1997-02-21T00:00:00,1997-03-21T00:00:00,1997-02-25T00:00:00,3,2.74,Мейсон д-Ази,1 ру-эль-эс-Лоррейн,Тулуза,,31000,Франция
10456,KOENE,8,1997-02-25T00:00:00,1997-04-08T00:00:00,1997-02-28T00:00:00,2,8.12,Ноглич Эссен,Маубельстр. 90,Бранденбург,,14776,Германия
10458,SUPRD,7,1997-02-26T00:00:00,1997-03-26T00:00:00,1997-03-0400:00:00,3,147.06,Супримовые куски,"Бульвар Тиру, 255",Шарлерой,,B-6000,Бельгия
10460,FOLKO,8,1997-02-28T00:00:00,1997-03-28T00:00:00,1997-03-03T00:00,1,16.27,Народная оха f HB,Kergatan 24,Брчек,,S-844 72,Франция
10461,LILAS,1,1997-02-28T00:00:00,1997-03-28T00:00:00,1997-03-05T00:00:00,3,148.61,ЛИЛА-Супермеркадо,Каррера 52 con Ave. Bolvar #65-98 Llano Largo,Баркисимето,Лара,3508,Венесуэла
10463,SUPRD,5,1997-03-0400:00:00,1997-04-01T00:00:00,1997-03-06T00:00:00,3,14.78,Супримовые куски,"Бульвар Тиру, 255",Шарлерой,,B-6000,Бельгия
10465,VAFFE,1,1997-03-05T00:00:00,1997-04-02T00:00,1997-03-14T00:00:00,3,145.04,Vaffeljernet,Смагстет 45,Рус,,8200,Дания
10467,MAGAA,8,1997-03-06T00:00:00,1997-04-03T00:00:00,1997-03-11-T00:00:00,2,4.93,Магазини Алиментари Риунти,Виа Людовико Иль Моро 22,Бергамо,,24100,Италия
10469,WHITC,1,1997-03-10T00:00:00,1997-04-07:00:00,1997-03-14T00:00:00,1,60.18,Рынки белого кловера,1029 — 12-е авеню.,Сиэтл,WA,98124,США
10477,PRINI,5,1997-03-17T00:00:00,1997-04-14T00:00:00,1997-03-25-T00:00:00,2,13.02,Принцесса Изабель Виньос,"&quot; Эстрада да сад &quot; , No 58",Лисбоа,,1756,Португалия
10480,FOLIG,6,1997-03-2000:00:00,1997-04-17T00:00:00,1997-03-24T00:00:00,2,1.35,Фоли гурманды,"184, chausse de Tournai",Лилль,,59000,Франция
10481,RICAR,8,1997-03-2000:00:00,1997-04-17T00:00:00,1997-03-25-T00:00:00,2,64.33,Рикардо Адокадо,"Ав. Копакабана, 267",Рио-де-Жанейро,RJ,02389-890,Бразилия
10484,BSBEV,3,1997-03-24T00:00:00,1997-04-21T00:00:00,1997-04-01T00:00:00,3,6.88,B-s Напитки,Циркуляция Fauntleroy,Лондон,,EC2 5NT,Соединенное Королевство
10487,QUEEN,2,1997-03-26T00:00:00,1997-04-23T00:00:00,1997-03-28T00:00:00,2,71.07,Королева Козинья,"Alameda dos Canrios, 891",Сан-Паулу,СП,05487-020,Бразилия
10489,PICCO,6,1997-03-28T00:00:00,1997-04-25-T00:00:00,1997-04-0900:00:00,2,5.29,Пикколо und mehr,Гейслвег 14,Зальцбург,,5020,Австрия
10490,HILAA,7,1997-03-31-T00:00:00,1997-04-28T00:00:00,1997-04-03T00:00:00,2,210.19,ГИЛАРИОН-Абастос,Каррера 22 ав. Карлос Сублетт #8-35,Сан-Кристбал,Чира,5022,Венесуэла
10492,BOTTM,3,1997-04-01T00:00:00,1997-04-29-T00:00:00,1997-04-1100:00:00,1,62.89,Рынки дотла,23 Цавассен Блвд.,Цавассен,БК,T2F 8M4,Канада
10499,LILAS,4,1997-04-08T00:00:00,1997-05-06T00:00:00,1997-04-1600:00:00,2,102.02,ЛИЛА-Супермеркадо,Каррера 52 con Ave. Bolvar #65-98 Llano Largo,Баркисимето,Лара,3508,Венесуэла
