playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
esposto01,1978,1,CHI,NHL,63,3780,24,28,11,9,4,206,,4,243,0,4,,0,0,14,
masonch02,2010,1,ATL,NHL,33,1682,13,13,3,6,1,95,882,,,,,,,,,
middlli01,1981,1,MNS,NHL,3,140,0,0,2,0,0,7,,,,,,,,,,
aubryse01,1974,1,QUN,WHA,31,1762,17,11,0,0,0,109,959,,,,,,,,,
mckenmi01,2008,1,TBL,NHL,15,776,4,8,1,2,1,46,406,,,,,,,,,
brathfr01,1994,1,EDM,NHL,14,601,2,5,1,1,0,40,292,,,,,,,,,
loprepe01,1980,1,EDM,NHL,2,105,0,1,0,1,0,8,,,,,,,,,,
thibajo01,2003,1,CHI,NHL,14,821,5,7,2,0,1,39,450,,,,,,,,,
edwarga01,1971,1,LAK,NHL,44,2503,13,23,5,2,2,150,,,,,,,,,,
worthch01,1969,1,OAK,NHL,1,60,0,1,0,0,0,5,,,,,,,,,,
johnsed01,1962,1,BOS,NHL,50,2913,11,27,11,,1,196,,,,,,,,,,
plantja01,1957,1,MTL,NHL,57,3386,34,14,8,,9,119,,10,618,8,2,,,1,20,
dejorde01,1972,1,DET,NHL,24,1331,8,11,3,4,1,83,,,,,,,,,,
winklha01,1926,2,BOS,NHL,23,1445,12,9,2,,4,40,,8,520,2,2,4,,2,13,
caronse01,2006,2,AND,NHL,1,28,0,0,0,1,0,1,6,,,,,,,,,
sauveph01,2005,2,PHO,NHL,5,187,0,4,0,1,0,17,128,,,,,,,,,
rhodeda01,1993,1,TOR,NHL,22,1213,9,7,3,0,0,53,541,1,0,0,0,,0,0,0,0
rollial01,1952,1,CHI,NHL,70,4200,27,28,15,,6,175,,7,425,3,4,,,0,18,
pietrfr01,1988,1,PIT,NHL,15,669,5,3,0,1,0,45,409,,,,,,,,,
kolziol01,1989,1,WAS,NHL,2,120,0,2,0,0,0,12,63,,,,,,,,,
millery01,2009,1,BUF,NHL,69,4047,41,18,8,7,5,150,2098,6,384,2,4,,1,0,15,204
skudrpe01,2000,1,BUF,NHL,1,0,0,0,0,0,0,0,0,,,,,,,,,
gustade01,2000,1,MIN,NHL,4,239,1,3,0,1,0,10,97,,,,,,,,,
shielst01,1996,1,BUF,NHL,13,789,3,8,2,2,0,39,447,10,570,4,6,,3,1,26,334
myllyja01,1988,1,MNS,NHL,6,238,1,4,0,0,0,22,138,,,,,,,,,
stanied01,1983,2,HAR,NHL,18,1041,6,9,1,0,0,74,556,,,,,,,,,
basseha01,1963,1,DET,NHL,1,60,0,1,0,0,0,4,,,,,,,,,,
fitzpma01,1996,1,FLO,NHL,30,1680,8,9,9,4,0,66,771,,,,,,,,,
fisetst01,1990,1,QUE,NHL,3,186,0,2,1,0,0,12,123,,,,,,,,,
patrile01,1927,1,NYR,NHL,,,,,,,,,,1,46,1,0,0,,0,1,
