year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2000,CSF,L,STL,NHL,DAL,NHL,4,0,0,13,6,
1992,DSF,C,PIT,NHL,NJD,NHL,4,1,0,23,13,
1932,QF,B,DET,NHL,MTM,NHL,2,0,0,5,2,TG
1959,SCF,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1995,CSF,L,COL,NHL,CHI,NHL,4,2,0,21,14,
1994,SCF,O,NJD,NHL,DET,NHL,4,0,0,16,7,
1991,DSF,H,EDM,NHL,LAK,NHL,4,2,0,23,18,
1938,QF,C,DET,NHL,MTL,NHL,2,1,0,8,5,
1996,CSF,K,COL,NHL,EDM,NHL,4,1,0,19,11,
1993,CF,M,NYR,NHL,NJD,NHL,4,3,0,18,16,
1966,SF,A,TOR,NHL,CHI,NHL,4,2,0,18,14,
1968,SF,E,MTL,NHL,BOS,NHL,4,2,0,15,16,
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1928,SCF,E,BOS,NHL,NYR,NHL,2,0,0,4,1,
1984,SCF,O,EDM,NHL,PHI,NHL,4,1,0,21,14,
1986,DSF,A,QUE,NHL,HAR,NHL,4,2,0,27,19,
1999,CQF,B,PIT,NHL,WAS,NHL,4,1,0,17,8,
1976,QF,G,BOS,NHL,LAK,NHL,4,2,0,30,24,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1962,SF,A,TOR,NHL,MTL,NHL,4,1,0,14,6,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1979,QF,K,MNS,NHL,MTL,NHL,4,3,0,18,21,
1982,DSF,A,BOS,NHL,QUE,NHL,3,1,0,11,8,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1972,DF,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
2003,CF,N,CAL,NHL,SJS,NHL,4,2,0,16,12,
1985,DSF,C,NYR,NHL,PHI,NHL,3,2,0,18,15,
1987,DSF,G,CAL,NHL,LAK,NHL,4,1,0,30,18,
1980,Pre,E,BUF,NHL,VAN,NHL,3,0,0,13,7,
1985,DSF,E,TOR,NHL,CHI,NHL,3,0,0,18,9,
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
2003,CSF,K,CAL,NHL,DET,NHL,4,2,0,11,12,
1932,QF,C,NYR,NHL,MTL,NHL,1,0,1,8,5,TG
1973,DSF,,HOU,WHA,WIJ,WHA,4,0,0,23,9,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
1945,SCF,C,MTL,NHL,BOS,NHL,4,1,0,19,13,
2011,CSF,I,NYR,NHL,WAS,NHL,4,3,0,15,13,
1978,Pre,D,PIT,NHL,BUF,NHL,2,1,0,9,9,
1999,CQF,G,COL,NHL,PHO,NHL,4,1,0,17,10,
1922,F,,VAM,PCHA,VC1,PCHA,1,1,0,5,3,TG
1982,DF,J,NYI,NHL,NYR,NHL,4,2,0,28,15,
2005,CF,M,CAR,NHL,BUF,NHL,4,3,0,22,17,
2003,CQF,F,SJS,NHL,STL,NHL,4,1,0,12,9,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1987,DF,I,BOS,NHL,MTL,NHL,4,1,0,15,10,
1999,CQF,E,SJS,NHL,STL,NHL,4,3,0,20,22,
1957,SF,B,BOS,NHL,NYR,NHL,4,2,0,28,16,
1991,DF,J,PIT,NHL,NYR,NHL,4,2,0,24,19,
1974,SF,I,PHI,NHL,NYI,NHL,4,3,0,19,16,
1974,QF,E,PHI,NHL,TOR,NHL,4,0,0,15,6,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
1954,SF,B,MTL,NHL,BOS,NHL,4,1,0,16,9,
1967,SF,E,MTL,NHL,CHI,NHL,4,1,0,22,10,
1988,DSF,C,PHI,NHL,WAS,NHL,4,2,0,25,19,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
1972,DF,,NEW,WHA,CLC,WHA,4,1,0,16,14,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
2002,CF,M,NJD,NHL,OTT,NHL,4,3,0,17,13,
1960,SF,B,DET,NHL,TOR,NHL,4,1,0,15,8,
1961,SCF,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
2007,CQF,C,PHI,NHL,WAS,NHL,4,3,0,23,20,
1935,SF,D,TOR,NHL,NYA,NHL,2,1,0,6,3,
1991,DF,K,CHI,NHL,DET,NHL,4,0,0,11,6,
1976,DSF,,HOU,WHA,EDO,WHA,4,1,0,20,16,
1996,CF,N,DET,NHL,COL,NHL,4,2,0,16,12,
1992,DSF,H,LAK,NHL,CAL,NHL,4,2,0,33,28,
1984,CF,M,PHI,NHL,QUE,NHL,4,2,0,17,12,
2006,CQF,B,NJD,NHL,TBL,NHL,4,2,0,19,14,
1951,SF,A,DET,NHL,TOR,NHL,4,0,0,13,3,
1935,QF,C,NYA,NHL,CHI,NHL,1,1,0,7,5,TG
1987,DSF,D,WAS,NHL,PHI,NHL,4,3,0,31,25,
1981,DSF,F,NYR,NHL,PHI,NHL,3,1,0,19,15,
1999,CSF,L,COL,NHL,DET,NHL,4,1,0,13,8,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1939,SCF,E,NYR,NHL,TOR,NHL,4,2,0,14,11,
1974,SF,,QUN,WHA,MFS,WHA,4,2,0,25,16,
1967,QF,A,MTL,NHL,BOS,NHL,4,0,0,15,8,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
1942,SF,B,BOS,NHL,MTL,NHL,4,1,0,18,17,
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
1993,CQF,C,NJD,NHL,BUF,NHL,4,3,0,14,14,
1940,QF,C,CHI,NHL,MTL,NHL,2,1,0,8,7,
1916,F,,MOC,NHA,OT1,NHA,1,1,0,7,6,TG
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
2008,CSF,K,DET,NHL,AND,NHL,4,3,0,22,17,
1980,Pre,D,NYR,NHL,LAK,NHL,3,1,0,23,12,
1989,DSF,C,NYR,NHL,NYI,NHL,4,1,0,22,13,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
2010,CQF,F,SJS,NHL,LAK,NHL,4,2,0,20,20,
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1977,ACF,,WIJ,WHA,NEW,WHA,4,0,0,24,8,
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
1986,DF,J,PHI,NHL,NYI,NHL,4,3,0,23,16,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1972,Pre,,MFS,WHA,ALB,WHA,1,0,0,4,2,
1976,ACF,,QUN,WHA,WIJ,WHA,4,3,0,31,28,
1993,CSF,K,TOR,NHL,SJS,NHL,4,3,0,26,21,
1930,QF,B,CHI,NHL,TOR,NHL,1,0,1,4,3,TG
