playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
maxwebr02,1982,1,WIN,NHL,D,54,7,13,20,131,6,1,,0,,0,0,78,3,1,0,1,23,,1,,0,,0,
mezeibr01,2006,1,FLO,NHL,D,45,0,3,3,55,5,0,0,0,0,0,,24,,,,,,,,,,,,
jackspe01,1935,1,BOS,NHL,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
perreya01,1995,1,LAK,NHL,C,78,25,24,49,16,-11,8,9,3,1,7,0,175,,,,,,,,,,,,
staiost01,2006,1,EDM,NHL,D,58,2,15,17,97,-5,0,2,0,0,0,,71,,,,,,,,,,,,
gardnca01,1951,1,TOR,NHL,C,70,15,26,41,40,,,,,,,,,3,0,0,0,2,,,,,,,
mcewemi01,1977,1,NYR,NHL,D,57,5,13,18,52,-11,2,,0,,0,0,65,,,,,,,,,,,,
kurtga01,1975,1,PHR,WHA,G,40,0,4,4,2,0,0,,0,,0,,0,,,,,,,,,,,,
kellyre01,1947,1,DET,NHL,D,60,6,14,20,13,,,,,,,,,10,3,2,5,2,,,,,,,
lindgma01,1998,1,EDM,NHL,C,48,5,12,17,22,4,0,0,1,1,0,0,53,,,,,,,,,,,,
bloemje01,1988,1,NYR,NHL,D,9,0,0,0,0,2,0,0,0,0,0,0,9,,,,,,,,,,,,
hughejo01,1975,1,CIN,WHA,D,79,3,34,37,204,-3,0,,0,,0,,171,,,,,,,,,,,,
mcshebr01,1974,1,BUF,NHL,R,3,0,0,0,0,1,0,,0,,0,0,1,,,,,,,,,,,,
fleurth01,1998,2,COL,NHL,R,15,10,14,24,18,8,1,4,0,0,2,1,51,18,5,12,17,20,-2,2,2,0,0,0,56
grattch01,1993,1,TBL,NHL,C,84,13,29,42,123,-25,5,11,1,0,2,1,161,,,,,,,,,,,,
lipumch01,1994,1,TBL,NHL,D,1,0,0,0,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,
hebenan01,1956,1,NYR,NHL,R,70,21,23,44,10,,,,,,,,,5,2,0,2,2,,,,,,,
dowdji01,1993,1,NJD,NHL,C,15,5,10,15,0,8,2,5,0,0,0,0,26,19,2,6,8,8,-3,0,4,0,0,0,30
langlal01,1963,2,DET,NHL,D,17,1,6,7,13,,0,,0,,0,0,,14,0,0,0,12,,,,,,0,
pattege01,1927,2,MTL,NHL,R,16,1,0,1,0,,,,,,,,,,,,,,,,,,,,
hughejo01,1977,1,HOU,WHA,D,79,3,25,28,130,20,1,,0,,,,62,6,1,1,2,6,2,,,,,0,
mowerma01,1998,1,NAS,NHL,R,30,0,6,6,4,-4,0,0,0,0,0,0,24,,,,,,,,,,,,
hamilch01,1961,1,MTL,NHL,L/D,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
lowero01,1951,1,MTL,NHL,D,31,1,5,6,42,,,,,,,,,,,,,,,,,,,,
inglibi01,1968,1,LAK,NHL,C,10,0,1,1,0,-2,0,,0,,0,0,18,11,1,2,3,4,,0,,0,,0,
hodgech01,1968,1,OAK,NHL,G,14,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
phairly01,1987,1,LAK,NHL,L,28,4,6,10,8,-5,0,2,0,1,0,0,35,1,0,0,0,0,-1,0,0,0,0,0,0
bathefr01,1975,1,DET,NHL,D,7,0,1,1,9,-1,0,,0,,0,0,6,,,,,,,,,,,,
rolosdw01,2009,1,NYI,NHL,G,50,0,0,0,14,0,0,0,0,0,0,,0,,,,,,,,,,,,
fleurth01,1996,1,CAL,NHL,R,81,29,38,67,104,-12,9,15,2,1,3,3,336,,,,,,,,,,,,
grandje01,2001,1,CBS,NHL,D,81,2,6,8,90,-28,0,0,0,0,0,0,62,,,,,,,,,,,,
carlske01,1984,1,MTL,NHL,D,18,1,1,2,33,1,0,,0,,0,0,5,,,,,,,,,,,,
eakinda01,1996,2,NYR,NHL,D,3,0,0,0,6,-1,0,0,0,0,0,0,2,4,0,0,0,4,-1,0,0,0,0,0,1
tsyplvl01,1996,1,LAK,NHL,L,67,16,23,39,12,8,1,5,0,0,2,0,118,,,,,,,,,,,,
plihato01,2007,1,SJS,NHL,C,22,2,1,3,4,4,0,0,0,0,0,,34,4,0,0,0,0,1,0,0,0,0,0,9
riendvi01,1991,2,DET,NHL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
liljaan01,2010,1,AND,NHL,D,52,1,6,7,28,-15,0,0,0,0,0,,31,3,0,0,0,0,0,0,0,0,0,0,0
morenbr01,1974,1,SDM,WHA,C,78,20,19,39,76,-5,0,,2,,,,133,10,0,3,3,8,,0,,0,,0,
flamafe01,1954,1,BOS,NHL,D,70,4,14,18,150,,,,,,,,,4,1,0,1,2,,,,,,,
godinsa01,1927,1,OTS,NHL,W,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,
krakesk01,1965,1,BOS,NHL,C,2,0,0,0,0,,0,,0,,0,0,,,,,,,,,,,,,
perrajo01,2007,1,PHO,NHL,C,49,7,10,17,48,-11,3,4,0,0,2,,87,,,,,,,,,,,,
gelinja01,1953,1,CHI,NHL,G,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
burtad01,1992,1,HAR,NHL,D,65,6,14,20,116,-11,0,2,0,0,0,0,81,,,,,,,,,,,,
macinal01,1995,1,STL,NHL,D,82,17,44,61,88,5,9,25,1,1,1,1,317,13,3,4,7,20,2,1,4,0,0,0,48
chernri01,1987,1,CAL,NHL,R,2,1,0,1,0,1,0,0,0,0,0,0,5,,,,,,,,,,,,
mckayra02,1992,1,NJD,NHL,R,73,11,11,22,206,0,1,0,0,0,2,0,94,5,0,0,0,16,1,0,0,0,0,0,1
kozlovi01,1997,2,FLO,NHL,C,46,12,11,23,14,-1,3,1,2,0,0,0,114,,,,,,,,,,,,
boldiiv01,1978,2,ATF,NHL,C,13,6,8,14,6,1,4,,0,,0,0,33,2,0,2,2,2,,0,,0,,0,
lindbch01,1993,1,QUE,NHL,L,37,6,8,14,12,-1,0,0,0,0,0,0,42,,,,,,,,,,,,
zombori01,1989,1,DET,NHL,D,77,5,20,25,95,13,0,4,0,1,0,0,62,,,,,,,,,,,,
gibsoja01,1972,1,OTN,WHA,L,59,22,13,35,48,,3,,0,,,,,1,1,0,1,0,,0,,0,,0,
fosteku01,2010,1,EDM,NHL,D,74,8,14,22,45,-12,5,9,0,0,0,,182,,,,,,,,,,,,
macmibo01,1974,1,NYR,NHL,C,22,1,2,3,4,3,0,,0,,0,0,16,,,,,,,,,,,,
bridear01,1926,2,DTC,NHL,L,26,5,2,7,28,,,,,,,,,,,,,,,,,,,,
clarkwe01,1993,1,TOR,NHL,L,64,46,30,76,115,10,21,11,0,0,8,0,275,18,9,7,16,24,0,2,3,0,0,1,72
forbemi01,1977,1,BOS,NHL,D,32,0,4,4,15,-5,0,,0,,0,0,22,,,,,,,,,,,,
sydorda01,2005,1,TBL,NHL,D,80,4,19,23,30,-18,1,6,0,0,0,,64,5,0,1,1,0,-3,0,1,0,0,0,5
nabokev01,2008,1,SJS,NHL,G,62,0,1,1,12,0,0,1,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,0
