playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
halljo01,1918,MTL,NHL,D,5,0,0,0,6
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
tobinch01,1919,SEA,PCHA,R,5,0,0,0,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
campbea01,1922,EDE,WCHL,L,2,0,0,0,0
gerared01,1921,TRS,NHL,D,1,0,0,0,0
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
phillme01,1925,MTM,NHL,F,4,1,1,2,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
grahale01,1914,OT1,NHA,L,3,1,0,1,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
marshja02,1913,TBS,NHA,D,3,1,0,1,2
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
lalonne01,1915,MOC,NHA,C,4,3,2,5,28
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
rossar01,1914,OT1,NHA,D,3,0,0,0,12
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
merriho01,1914,OT1,NHA,D,3,0,0,0,0
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
andrell01,1921,TRS,NHL,F,5,2,0,2,3
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
duforan01,1914,OT1,NHA,C,2,0,1,1,0
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
foystfr01,1919,SEA,PCHA,C,5,6,1,7,7
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
camerha01,1921,TRS,NHL,D,4,0,2,2,11
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
parkeer01,1923,VAM,PCHA,R,2,0,0,0,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
halljo01,1912,QU1,NHA,D,3,0,0,0,7
malleke01,1914,VML,PCHA,C,3,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
