name,id,award,year,lgid,note
Al Arbour,arboual01,Patrick,1991,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
John Bucyk,bucykjo01,Patrick,1976,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Ray Miron,,Patrick,2003,NHL,
Cammi Granato,,Patrick,2006,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Brian Burke,,Patrick,2007,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
George Leader,,Patrick,1975,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
John Mayasich,,Patrick,1997,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Peter Karmanos,,Patrick,1997,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Stan Fischler,,Patrick,2006,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Robert Ridder,,Patrick,1993,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Donald Clark,,Patrick,1974,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Bill Cleary,,Patrick,1996,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Lou Vairo,,Patrick,1999,NHL,
Mike Emrick,,Patrick,2003,NHL,
Bruce McNall,,Patrick,1992,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Bob Naegele,,Patrick,2007,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Gary Bettman,,Patrick,2000,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Bud Poile,poilebu01,Patrick,1988,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
David Poile,,Patrick,2000,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Art Berglund,,Patrick,1991,NHL,
John MacInnes,,Patrick,1985,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Gil Stein,,Patrick,1992,NHL,
