playerid,year,ppa,sha
dineego01,1988,2,
thibagi01,1989,2,
lemiejo01,1989,1,1
charbjo01,1988,1,
makelmi01,1989,1,
allismi01,1987,5,
mcintjo01,1990,,2
mckegto01,1989,3,
duguaro01,1987,2,
manthmo01,1987,15,1
cullejo01,1990,29,
josepch01,1987,6,
zezelpe01,1990,5,1
gingrga01,1987,9,
broteaa01,1990,1,
wellsja01,1989,3,2
pederba01,1989,7,1
poulida02,1989,1,1
erickbr01,1987,6,
maroima01,1988,3,
grahadi01,1987,7,1
courtge01,1987,7,
murphla01,1990,19,
linseke01,1989,8,
mckegto01,1990,7,
macivno01,1988,19,
sandsto01,1989,20,
cunnera01,1989,4,
laughcr01,1987,3,
creigad01,1988,7,
brownro01,1990,10,
deblolu01,1990,,1
konrost01,1988,1,1
norwole01,1990,3,
bradlbr01,1990,10,
mcbeawa01,1988,1,
franclo01,1990,1,1
gartnmi01,1989,14,1
loisecl01,1990,1,1
hunteda01,1988,,1
bassebo01,1988,,1
ysebapa01,1990,4,1
tuckejo01,1990,1,
bullami01,1988,13,
nylunga01,1988,1,
ledyagr01,1987,5,
johanca01,1988,7,
iafraal01,1990,11,1
hrdinji01,1990,4,
gartnmi01,1988,9,
fentopa01,1990,2,
ledyagr01,1988,6,
kaspest01,1988,6,2
carsoji01,1989,5,
krushmi01,1990,3,
stastpe01,1989,23,
kontoch01,1987,6,
lawtobr01,1989,1,
donnemi01,1987,2,
tantito01,1989,9,
kennede01,1988,,2
coxecr01,1987,1,
wilsoca01,1988,19,
bodgedo01,1988,25,1
carsoli01,1987,1,1
frasecu01,1987,2,
tuckejo01,1989,6,
manthmo01,1988,9,
ramagro01,1987,19,2
sheehne01,1987,1,
wilsoca01,1990,4,
maclebr01,1988,8,
broteaa01,1989,3,
joycebo01,1989,3,
dineego01,1987,2,
ruffli01,1988,1,
ferrara01,1990,5,
wilsoca01,1987,9,3
frycemi01,1988,3,
pavesji01,1987,1,
foligmi01,1990,1,
playfla01,1988,,1
lawtobr01,1988,4,
rousebo01,1988,,1
murphla01,1988,22,
sanipev01,1989,2,
hullbr01,1987,10,
halwado01,1988,1,
momesse01,1990,1,
jonssto01,1988,24,
adamsgr01,1988,1,
malondo01,1988,2,
bennibr01,1989,5,
quinnda01,1989,15,1
goulemi01,1989,15,1
cyrpa01,1987,1,
petitmi01,1990,16,
hardyma01,1988,5,
simpscr01,1987,10,1
larsore01,1988,14,
hardyma01,1987,10,1
crossdo01,1990,21,
huberwi01,1987,14,
