playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
tetreje01,,,Jean,Tetreault,,Jean,,72,170,L,,8706,tetreje01,,,1973,1975,L,1953,1,22,Canada,QC,Ste. Therese,,,,,,
kocurjo01,,,Joe,Kocur,,Joseph George,K.O.,72,205,R,10810,2767,kocurjo01,1984,1998,,,R,1964,12,21,Canada,AB,Calgary,,,,,,
vyborda01,,,David,Vyborny,,,,70,189,L,17925,5608,vyborda01,2000,2007,,,R,1975,1,22,Czech Republic,,Jihlava,,,,,,
balach01,,,Chris,Bala,,,,73,196,L,16630,35439,balach01,2001,2001,,,L,1978,9,24,USA,VA,Alexandria,,,,,,
,querrch01c,,Charles,Querrie,,Charles,,,,,,,querrch99c,,,,,,,,,,,,9999,,,,,
eddolfr01,eddolfr01c,,Frank,Eddolls,,Frank Herbert,,68,180,L,12534,1532,eddolfr01,1944,1951,,,D,1921,7,5,Canada,QC,Lachine,1961,8,13,Canada,ON,Ridgeway
kristja01,,,Jaroslav,Kristek,,,,73,188,L,16528,36985,kristja01,2002,2002,,,R,1980,3,16,Czech Republic,,Zlin,,,,,,
lasakja01,,,Jan,Lasak,,,,73,200,L,19311,45125,lasakja01,2001,2002,,,G,1979,4,10,Slovakia,,Zvolen,,,,,,
adamsbi01,,,Bill,Adams,,William,,,,R,,60149,,,,,,R,,,,,,,,,,,,
mongrbo01,,,Bob,Mongrain,,Robert Julien,,70,165,L,13766,6572,mongrbo01,1979,1985,,,C,1959,8,31,Canada,QC,LaSarre,,,,,,
anderru01,,,Russ,Anderson,,Russell Vincent,The Enforcer,75,210,L,11844,73,anderru01,1976,1984,,,D,1955,2,12,USA,MN,Minneapolis,,,,,,
sobchde01,,,Dennis,Sobchuk,,Dennis James,The Greyhound,74,176,L,14392,5076,sobchde01,1979,1982,1974,1978,C,1954,1,12,Canada,SK,Lang,,,,,,
