playerid,award,year,lgid,note,pos
sedinda01,First Team All-Star,2010,NHL,,LW
kariypa01,First Team All-Star,1996,NHL,,LW
cechmro01,Jennings,2002,NHL,shared,
joliaau01,Second Team All-Star,1934,NHL,,LW
belivje01,Second Team All-Star,1968,NHL,,C
kellyre01,First Team All-Star,1952,NHL,,D
trembjc01,Second Team All-Star,1967,NHL,,D
gretzwa01,Conn Smythe,1984,NHL,,
lemiema01,Second Team All-Star,2000,NHL,,C
gadsbbi01,First Team All-Star,1957,NHL,,D
esposto01,First Team All-Star,1969,NHL,,G
sevigri01,Vezina,1980,NHL,shared,
charazd01,Plus-Minus,2010,NHL,,
ogrodjo01,First Team All-Star,1984,NHL,,LW
loobha01,First Team All-Star,1987,NHL,,RW
conacch01,First Team All-Star,1933,NHL,,RW
heatlda01,All-Rookie,2001,NHL,,F
bourqra01,First Team All-Star,1993,NHL,,D
prongch01,Norris,1999,NHL,,
brodatu01,First Team All-Star,1947,NHL,,G
belivje01,Hart,1963,NHL,,
bouchbu01,First Team All-Star,1945,NHL,,D
jarvido01,Selke,1983,NHL,,
howego01,First Team All-Star,1959,NHL,,RW
hainsge01,Vezina,1928,NHL,,
orrbo01,Norris,1969,NHL,,
warwigr01,Calder,1941,NHL,,
bouchfr01,Second Team All-Star,1930,NHL,,C
mikitst01,First Team All-Star,1967,NHL,,C
selante01,First Team All-Star,1996,NHL,,RW
bergepa01,Selke,2011,NHL,,
messima01,Second Team All-Star,1983,NHL,,LW
bouchfr01,Lady Byng,1932,NHL,,
datsypa01,Selke,2009,NHL,,
forsbpe01,Plus-Minus,2002,NHL,tie,
hallgl01,Vezina,1962,NHL,,
sandede01,Calder,1967,NHL,,
vernomi01,Jennings,1995,NHL,shared,
cheecjo01,Richard,2005,NHL,,
fernama01,Jennings,2008,NHL,shared,
larocmi01,Vezina,1980,NHL,shared,
seibeea01,Second Team All-Star,1937,NHL,,D
francro01,Lady Byng,2001,NHL,,
morrike01,Second Team All-Star,1975,WHA,,D
burepa01,Richard,1999,NHL,,
dunhami01,Jennings,1996,NHL,shared,
kerrti01,Second Team All-Star,1986,NHL,,RW
drydeke01,First Team All-Star,1977,NHL,,G
clancki01,Second Team All-Star,1932,NHL,,D
roypa01,Jennings,1988,NHL,shared,
mcleodo01,Hatskin,1973,WHA,Best Goaltender,
elliobr01,Jennings,2011,NHL,shared,
waltomi01,Hunter,1973,WHA,Scoring,
toneljo01,Second Team All-Star,1984,NHL,,LW
messima01,Pearson,1989,NHL,,
hawerda01,Second Team All-Star,1984,NHL,,C
turcoma01,Second Team All-Star,2002,NHL,,G
thompti01,First Team All-Star,1937,NHL,,G
mikitst01,First Team All-Star,1963,NHL,,C
jacksbu01,Second Team All-Star,1932,NHL,,LW
liutmi01,Pearson,1980,NHL,,
gretzwa01,Hart,1982,NHL,,
thompti01,Vezina,1932,NHL,,
laperja01,Second Team All-Star,1963,NHL,,D
trembjc01,First Team All-Star,1975,WHA,,D
landega01,All-Rookie,2011,NHL,,F
hedbean01,Masterton,1984,NHL,,
lehtije01,Selke,1998,NHL,,
esposph01,Pearson,1970,NHL,,
mahovfr01,Second Team All-Star,1964,NHL,,LW
chevrre01,Second Team All-Star,1956,NHL,,LW
lumleha01,First Team All-Star,1953,NHL,,G
gagnesi01,All-Rookie,1999,NHL,,F
fuhrgr01,First Team All-Star,1987,NHL,,G
leyri01,Murphy,1978,WHA,Best Defenceman,
lidstni01,Norris,2005,NHL,,
stewaga01,Second Team All-Star,1947,NHL,,LW
martiri01,First Team All-Star,1973,NHL,,LW
dionnma01,Second Team All-Star,1978,NHL,,C
stuarbr01,All-Rookie,1999,NHL,,D
staplpa01,Second Team All-Star,1970,NHL,,D
bouchfr01,Lady Byng,1930,NHL,,
lidstni01,All-Rookie,1991,NHL,,D
kariypa01,First Team All-Star,1995,NHL,,LW
roypa01,All-Rookie,1985,NHL,,G
charazd01,Norris,2008,NHL,,
iginlja01,Richard,2001,NHL,,
thomati01,Vezina,2010,NHL,,
duchest01,All-Rookie,1986,NHL,,D
schoeji01,Second Team All-Star,1979,NHL,,D
worslgu01,Vezina,1967,NHL,shared,
savarse01,Conn Smythe,1968,NHL,,
durnabi01,First Team All-Star,1944,NHL,,G
brodema01,Jennings,1997,NHL,,
seibeea01,Second Team All-Star,1936,NHL,,D
siebeba01,First Team All-Star,1936,NHL,,D
bentlma01,Art Ross,1945,NHL,,
whiteco01,All-Rookie,2000,NHL,,D
carlyra01,First Team All-Star,1980,NHL,,D
hullbo01,Lady Byng,1964,NHL,,
leclajo01,Plus-Minus,1998,NHL,,
pilotpi01,Norris,1964,NHL,,
mikitst01,Second Team All-Star,1969,NHL,,C
turekro01,Second Team All-Star,1999,NHL,,G
hextaro01,All-Rookie,1986,NHL,,G
graharo02,Hatskin,1976,WHA,Best Goaltender,
longba01,Second Team All-Star,1974,WHA,,D
reisele02,Second Team All-Star,1949,NHL,,D
neelyca01,Second Team All-Star,1993,NHL,,RW
