year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2000,NHL,COL,23,16,7,0,69,41,256,6,23,116,2,13,92,0
1970,NHL,TOR,6,2,4,0,15,16,147,,3,,1,4,,0
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
2009,NHL,OTT,6,2,4,0,19,24,123,6,7,22,1,7,28,0
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
1992,NHL,MTL,20,16,4,0,66,51,277,0,15,82,1,13,86,1
1983,NHL,BUF,3,0,3,0,5,13,75,0,0,16,2,2,10,0
1939,NHL,BOS,6,2,4,0,9,15,22,,,,,,,
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
1987,NHL,PHI,7,3,4,0,25,31,286,0,5,41,,8,47,0
1980,NHL,BUF,8,4,4,0,30,30,175,0,10,27,1,5,28,0
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1957,NHL,DET,4,0,4,0,6,19,68,,,,,,,
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1919,PCHA,SEA,2,1,1,0,7,3,,,,,,,,
1991,NHL,STL,6,2,4,0,19,23,166,2,7,36,1,9,42,1
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
1969,NHL,BOS,14,12,2,0,65,33,330,,14,,0,14,,5
1936,NHL,NYR,9,6,3,0,18,10,68,,,,,,,
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
2011,NHL,OTT,7,3,4,0,13,14,107,0,4,26,0,5,32,0
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1929,NHL,BOS,6,3,3,0,14,12,90,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1916,NHA,OT1,2,1,1,0,6,7,,,,,,,,
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
1952,NHL,MTL,12,8,4,0,34,23,118,,,,,,,
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
1990,NHL,PIT,24,16,8,0,95,68,571,12,26,137,4,25,120,3
