playerid,year,stint,tmid,w,l,sa,ga
reimeja01,2010,1,TOR,1,3,11,3
fleurma01,2010,1,PIT,8,2,38,6
johnsbr02,2010,1,PIT,2,1,11,1
lundqhe01,2011,1,NYR,4,3,25,7
drouije01,2008,1,EDM,1,0,3,0
bachmri01,2011,1,DAL,0,1,3,1
aubinje01,2006,1,TOR,1,1,11,3
sabouda01,2006,1,VAN,0,1,4,2
brodema01,2005,1,NJD,8,3,38,9
conklty01,2010,1,STL,0,2,7,6
lundqhe01,2006,1,NYR,8,4,50,9
mcelhcu01,2009,1,CAL,1,0,4,2
garonma01,2009,1,CBS,2,3,18,8
vokouto01,2010,1,FLO,2,1,13,2
dubiewa01,2009,1,MIN,1,0,2,0
khabini01,2006,1,CHI,4,4,33,11
rolosdw01,2007,1,EDM,5,4,37,10
danisya01,2009,1,NJD,0,1,3,3
kiprumi01,2011,1,CAL,3,8,40,15
masonch02,2008,1,STL,3,4,18,7
markkju01,2005,1,EDM,1,3,16,8
theodjo01,2006,1,COL,2,0,6,0
montoal01,2011,1,NYI,2,2,13,5
clemmsc01,2008,1,NJD,2,1,12,3
toivoha01,2007,1,STL,1,2,9,2
mcelhcu01,2009,2,AND,1,2,8,4
clemmsc01,2007,1,TOR,1,0,3,1
bryzgil01,2007,1,AND,0,1,3,1
howarji01,2011,1,DET,7,2,27,5
theodjo01,2007,1,COL,6,1,28,6
bouchbr01,2009,1,PHI,1,2,7,4
turcoma01,2009,1,DAL,4,8,53,15
rolosdw01,2009,1,NYI,5,5,39,15
clemmsc01,2006,1,NJD,0,2,6,3
clemmsc01,2009,1,FLO,2,1,11,1
kolziol01,2007,1,WAS,2,4,34,11
dubnyde01,2011,1,EDM,5,2,27,7
norrefr01,2007,1,CBS,0,4,10,4
gigueje01,2007,1,AND,6,5,30,10
kiprumi01,2005,1,CAL,1,7,23,12
quickjo01,2010,1,LAK,10,0,44,8
ellisda01,2009,1,NAS,2,1,10,2
belfoed01,2006,1,FLO,1,5,25,9
garonma01,2005,1,LAK,4,1,16,3
luongro01,2008,1,VAN,3,4,29,8
thomati01,2008,1,BOS,4,4,28,9
lehtoka01,2005,1,ATL,5,0,20,3
legacma01,2007,1,STL,2,3,17,4
wardca01,2011,1,CAR,1,4,14,6
wardca01,2005,1,CAR,1,0,3,0
niittan01,2005,1,PHI,3,4,24,10
elliobr01,2009,1,OTT,2,4,21,7
holmqjo01,2007,1,TBL,1,0,4,1
conklty01,2005,1,EDM,0,1,2,2
sabouda01,2008,1,PIT,3,2,19,5
bouchbr01,2005,1,PHO,1,0,3,0
thomati01,2010,1,BOS,1,5,19,9
pavelon01,2009,1,ATL,0,4,11,6
leclapa01,2008,1,CBS,0,1,3,2
bouchbr01,2006,1,CHI,0,2,4,4
emeryra01,2006,1,OTT,1,4,19,8
dubiewa01,2007,1,NYI,2,1,13,4
caronse01,2005,1,PIT,0,3,10,6
turcoma01,2010,1,CHI,2,2,13,7
rasktu01,2011,1,BOS,2,2,14,6
budajpe01,2009,1,COL,0,1,5,1
markkju01,2006,1,EDM,0,1,3,2
bobrose01,2011,1,PHI,1,2,8,4
