coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
sindeha01c,1969,BOS,NHL,1,,76,40,17,19,14,12,2,0
mauripa01c,1996,HAR,NHL,1,,82,32,39,11,,,,
rossar01c,1913,MOW,NHA,2,,5,3,2,0,,,,
blaketo01c,1956,MTL,NHL,1,,70,35,23,12,10,8,2,0
patrile01c,1922,VC1,PCHA,1,,30,16,14,0,2,1,1,0
quennjo01c,2010,CHI,NHL,1,,82,44,29,9,7,3,4,0
berrybo01c,1993,STL,NHL,1,,84,40,33,11,4,0,4,0
sutteda01c,2002,SJS,NHL,1,,24,8,14,2,,,,
mauripa01c,1995,HAR,NHL,2,,70,29,33,8,,,,
lowro01c,1995,EDM,NHL,1,,82,30,44,8,,,,
sonmogl01c,1981,MNS,NHL,1,,80,37,23,20,4,1,3,0
cherrdo01c,1975,BOS,NHL,1,,80,48,15,17,12,5,7,0
oreilte01c,1987,BOS,NHL,1,,80,44,30,6,23,12,10,1
simpste01c,1986,NYI,NHL,1,,80,35,33,12,14,7,7,0
arboual01c,1977,NYI,NHL,1,,80,48,17,15,7,3,4,0
demerja01c,1989,DET,NHL,1,,80,28,38,14,,,,
nolanch01c,1911,QU1,NHA,1,,18,10,8,0,,,,
garvite01c,1973,DET,NHL,1,,11,2,8,1,,,,
hitchke01c,1995,DAL,NHL,2,,43,15,23,5,,,,
quinnmi01c,1916,QU1,NHA,1,,20,10,10,0,,,,
nolanch01c,1910,QU1,NHA,1,,16,4,12,0,,,,
nolante01c,1995,BUF,NHL,1,,82,33,42,7,,,,
macledo02c,2003,CBS,NHL,1,,37,9,24,4,,,,
saccojo01c,2010,COL,NHL,1,,82,30,44,8,,,,
bergemi03c,1987,NYR,NHL,1,,80,36,34,10,,,,
cunnijo01c,1990,NJD,NHL,1,,67,28,28,11,,,,
whitebi01c,1976,CHI,NHL,2,,46,16,24,6,2,0,2,0
arboual01c,1981,NYI,NHL,1,,80,54,16,10,19,15,4,0
pagepi01c,1995,CAL,NHL,1,,82,34,37,11,4,0,4,0
arboual01c,1982,NYI,NHL,1,,80,42,26,12,20,15,5,0
rossar01c,1936,BOS,NHL,1,,48,23,18,7,3,1,2,0
smithal03c,1913,OT1,NHA,1,,20,11,9,0,,,,
muckljo01c,1997,NYR,NHL,2,,25,8,15,2,,,,
vachoro01c,1987,LAK,NHL,2,,1,0,1,0,,,,
hartscr01c,1995,CHI,NHL,1,,82,40,28,14,10,6,4,0
shawbr02c,1974,EDO,WHA,1,,59,30,26,3,,,,
trotzba01c,2005,NAS,NHL,1,,82,49,25,8,5,1,4,0
wilkiia01c,1972,NRA,WHA,2,interim,1,1,0,0,,,,
reaybi01c,1973,CHI,NHL,1,,78,41,14,23,11,6,5,0
hartce01c,1938,MTL,NHL,1,,30,6,18,6,,,,
quinnpa01c,1999,TOR,NHL,1,,82,45,30,7,12,6,6,0
imlacpu01c,1958,TOR,NHL,2,,50,22,20,8,12,5,7,0
boilema01c,1974,PIT,NHL,1,,80,37,28,15,9,5,4,0
kennege01c,1916,MOC,NHA,1,,20,10,10,0,,,,
abelsi01c,1952,CHI,NHL,1,,70,27,28,15,7,3,4,0
mcleljo01c,1971,TOR,NHL,1,,78,33,31,14,5,1,4,0
dandule01c,1922,MTL,NHL,1,,24,13,9,2,2,1,1,0
johnsbo02c,1982,CAL,NHL,1,,80,32,34,14,9,4,5,0
sutteda01c,1999,SJS,NHL,1,,82,35,37,10,12,5,7,0
gerared01c,1933,MTM,NHL,1,,48,19,18,11,4,1,2,1
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
keenami01c,1985,PHI,NHL,1,,80,53,23,4,5,2,3,0
gorinbu01c,1985,BOS,NHL,1,,80,37,31,12,3,0,3,0
gainebo01c,1990,MNS,NHL,1,,80,27,39,14,23,14,9,0
macmibi01c,1982,NJD,NHL,1,,80,17,49,14,,,,
smythco01c,1930,TOR,NHL,1,,2,1,0,1,,,,
carpedo01c,1990,TOR,NHL,1,,11,1,9,1,,,,
sutteda01c,1993,CHI,NHL,1,,84,39,36,9,6,2,4,0
irvindi01c,1940,MTL,NHL,1,,48,16,26,6,3,1,2,0
kellyre01c,1976,TOR,NHL,1,,80,33,32,15,9,4,5,0
pulfobo01c,1976,LAK,NHL,1,,80,34,31,15,9,4,5,0
weilaco01c,1939,BOS,NHL,1,,48,31,12,5,6,2,4,0
murphmi01c,1986,LAK,NHL,2,,38,13,21,4,5,1,4,0
johnsed01c,1979,CHI,NHL,1,,80,34,27,19,7,3,4,0
nolante01c,1996,BUF,NHL,1,,82,40,30,12,12,5,7,0
