playerid,year,stint,tmid,s,g,gdg
niedero01,2008,1,AND,1,0,0
staffdr01,2010,1,BUF,3,1,0
hossama01,2009,1,CHI,5,2,0
hechtjo01,2007,1,BUF,1,0,0
pyorami01,2009,1,PHI,1,1,1
jokinju01,2008,1,TBL,9,3,0
wardja01,2006,3,TBL,1,0,0
nashri01,2005,1,CBS,8,3,2
kostian01,2010,1,MTL,3,0,0
stamkst01,2009,1,TBL,9,3,1
wolskwo01,2011,1,NYR,0,1,0
littlbr01,2010,1,ATL,10,3,0
afanadm01,2006,1,TBL,2,1,1
willija01,2008,2,CBS,7,2,1
kunitch01,2007,1,AND,6,2,1
nasluma02,2005,1,VAN,7,2,1
kovalil01,2007,1,ATL,10,4,2
eriksan01,2006,1,CBS,1,0,0
carcida01,2008,1,PHO,1,1,1
lisinen01,2009,1,NYR,1,0,0
visnolu01,2010,1,AND,1,0,0
sobotvl01,2010,1,STL,1,0,0
mccleja01,2005,1,STL,4,2,0
wellmca01,2009,1,MIN,1,0,0
satanmi01,2008,1,PIT,4,0,0
ruututu01,2009,1,CAR,6,2,1
modanmi01,2008,1,DAL,5,2,1
hejdaja01,2011,1,COL,6,11,3
perroda01,2009,1,STL,5,1,1
smythry01,2008,1,COL,4,1,1
toewsjo01,2007,1,CHI,2,0,0
bourqre01,2008,1,CAL,1,0,0
filatni01,2009,1,CBS,2,0,0
giontbr01,2011,1,MTL,2,4,1
comrimi01,2006,1,PHO,2,1,1
cheecjo01,2007,1,SJS,6,1,0
legwada01,2008,1,NAS,3,1,1
bergese01,2009,1,NYI,2,0,0
blakeja01,2006,1,NYI,6,1,1
fishemi01,2007,1,OTT,2,1,0
bochebr01,2009,1,TBL,1,0,0
selante01,2005,1,ANA,7,2,0
marlepa01,2006,1,SJS,1,0,0
kobasch01,2007,1,BOS,3,0,0
arnasty01,2007,1,COL,1,1,0
horcosh01,2005,1,EDM,1,0,0
hemskal01,2010,1,EDM,3,0,0
boedkmi01,2008,1,PHO,1,0,0
letankr01,2011,1,PIT,2,9,1
czerkma01,2005,2,BOS,2,0,0
vincoto01,2011,1,DAL,1,2,1
brodzky01,2011,1,MIN,1,2,1
nealja01,2011,1,PIT,4,9,2
widemde01,2006,1,STL,1,0,0
bochebr01,2007,2,AND,1,0,0
roenije01,2008,1,SJS,4,1,0
balasja01,2005,1,CBS,9,6,3
iginlja01,2010,1,CAL,1,0,0
sturmma01,2009,1,BOS,2,1,0
macarcl01,2009,1,BUF,2,0,0
stollja01,2011,1,LAK,2,8,0
whiteto02,2005,1,MIN,2,1,0
savarma01,2007,1,BOS,1,0,0
legwada01,2007,1,NAS,1,0,0
bergfni01,2009,2,ATL,1,0,0
whiteto02,2007,1,ATL,1,0,0
yorkmi01,2007,1,PHO,1,1,0
mitchto01,2009,1,SJS,1,0,0
tjarnda01,2005,1,MIN,1,0,0
zedniri01,2007,1,FLO,1,0,0
recchma01,2008,1,TBL,1,0,0
bertuto01,2006,1,FLO,1,0,0
kulikdm01,2011,1,FLO,2,4,1
okposky01,2011,1,NYI,0,2,0
spezzja01,2005,1,OTT,2,0,0
mackede01,2010,1,CBS,1,0,0
oreilca01,2009,1,NAS,4,2,1
fischpa01,2006,1,PHO,1,0,0
lehtije01,2007,1,DAL,2,0,0
mcammde01,2006,1,OTT,5,2,1
langro01,2008,1,MTL,1,0,0
stlouma01,2009,1,TBL,3,0,0
fosteku01,2010,1,EDM,1,0,0
connoti01,2011,1,TOR,2,2,0
yipbr01,2010,1,COL,1,1,1
chimeja01,2007,1,CBS,2,0,0
gordobo01,2011,1,PHO,0,1,0
zettehe01,2008,1,DET,9,3,0
mcdonan01,2010,1,STL,5,3,1
reinpst01,2005,2,PHO,1,1,1
zubruda01,2006,1,WAS,1,0,0
reinpst01,2007,1,PHO,2,0,0
