year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1972,NHL,MTL,29,4,6.0,,23,6,10.0,,,,,,7,0,4,,8,3,2,,7,3,3,,10,1,2.0,,9,1,3.0,,10,2,2,,1,0,0,
1991,NHL,NJD,24,12,4.0,,14,19,7.0,,,,,,8,5,0,,6,5,1,,4,4,5,,7,2,1.0,,8,5,2.0,,4,8,2,,1,2,0,
2011,NHL,NJD,24,13,,4,24,15,,2,,,,,4,4,,1,8,6,,0,9,5,,0,6,4,,2,8,4,,1,10,5,,2,3,0,,0
1998,NHL,CAR,20,12,9.0,,14,18,9.0,,,,,,4,3,3,,7,7,0,,6,4,2,,6,4,3.0,,4,5,4.0,,4,5,4,,3,2,2,
1977,NHL,BOS,29,6,5.0,,22,12,6.0,,,,,,3,3,3,,10,2,1,,10,2,2,,8,4,0.0,,7,2,2.0,,11,2,3,,2,3,0,
1921,PCHA,VML,9,3,0.0,,3,9,0.0,,,,,,,,,,,,,,4,4,0,,5,4,0.0,,3,4,0.0,,,,,,,,,
1931,NHL,CHI,13,5,6.0,,5,14,5.0,,,,,,,,,,2,2,3,,3,4,3,,5,4,4.0,,4,5,0.0,,4,4,1,,,,,
1984,NHL,EDM,26,7,7.0,,23,13,4.0,,,,,,8,0,2,,10,3,1,,7,4,1,,11,2,2.0,,7,4,1.0,,5,6,3,,1,1,1,
1968,NHL,TOR,20,8,10.0,,15,18,5.0,,,,,,4,2,1,,5,4,4,,8,4,1,,5,5,4.0,,5,6,2.0,,8,5,3,,,,,
1945,NHL,MTL,16,6,3.0,,12,11,2.0,,,,,,1,0,0,,7,4,0,,5,3,3,,4,5,0.0,,7,3,0.0,,4,2,2,,,,,
2005,NHL,PHO,19,18,,4,19,21,,1,,,,,5,8,,1,8,4,,1,7,6,,0,6,7,,1,1,3,,1,8,6,,0,3,5,,1
1967,NHL,PHI,17,13,7.0,,14,19,4.0,,,,,,3,3,1,,7,4,3,,7,5,1,,4,7,2.0,,5,6,2.0,,5,7,2,,,,,
2008,NHL,WAS,29,9,,3,21,15,,5,,,,,5,3,,1,8,5,,2,11,3,,0,7,4,,1,9,3,,1,6,5,,2,4,1,,1
1986,NHL,MNS,17,20,3.0,,13,20,7.0,,,,,,4,5,1,,5,6,1,,7,6,1,,6,4,4.0,,5,7,0.0,,3,11,2,,0,1,1,
1974,WHA,QUN,27,12,0.0,,19,20,0.0,,,,,,4,1,0,,8,6,0,,7,8,0,,11,2,0.0,,9,4,0.0,,4,10,0,,3,1,0,
1975,NHL,BOS,27,5,8.0,,21,10,9.0,,,,,,4,3,2,,8,3,4,,8,3,2,,10,1,1.0,,10,1,2.0,,7,3,5,,1,1,1,
1974,NHL,PIT,25,5,10.0,,12,23,5.0,,,,,,2,4,1,,6,6,3,,4,6,4,,8,3,2.0,,7,3,3.0,,9,4,2,,1,2,0,
1915,PCHA,VA1,3,4,0.0,,2,9,0.0,,,,,,,,,,,,,,2,3,0,,1,5,0.0,,2,5,0.0,,,,,,,,,
1947,NHL,BOS,12,8,10.0,,11,16,3.0,,,,,,4,1,0,,4,5,3,,2,7,3,,4,4,3.0,,4,6,1.0,,5,1,3,,,,,
2001,NHL,ATL,11,21,9.0,0,8,26,2.0,5,,,,,3,4,1,2,2,11,1,0,3,8,3,1,5,8,1.0,1,2,3,1.0,0,4,10,1,0,0,3,3,1
1930,NHL,CHI,13,8,1.0,,11,9,2.0,,,,,,,,,,5,0,1,,4,5,1,,7,3,0.0,,3,5,1.0,,5,4,0,,,,,
2001,NHL,FLO,11,23,3.0,4,11,21,7.0,2,,,,,3,7,2,1,3,7,0,2,6,6,1,0,4,10,1.0,0,1,5,1.0,1,4,7,2,1,1,2,3,1
1969,NHL,OAK,15,16,7.0,,7,24,7.0,,,,,,4,4,1,,2,9,1,,3,7,3,,3,8,3.0,,5,6,1.0,,4,5,4,,1,1,1,
1996,NHL,PHO,15,19,7.0,,23,18,0.0,,,,,,4,6,1,,4,6,3,,9,5,0,,5,7,0.0,,6,7,0.0,,7,4,2,,3,2,1,
1943,NHL,MTL,22,0,3.0,,16,5,4.0,,,,,,0,0,1,,9,0,2,,6,2,0,,8,1,3.0,,8,1,1.0,,7,1,0,,,,,
1974,WHA,SDM,26,11,2.0,,17,20,2.0,,,,,,4,1,0,,7,6,0,,4,9,1,,8,4,0.0,,6,7,1.0,,12,3,1,,2,1,1,
2005,NHL,ATL,24,13,,4,17,20,,4,,,,,3,8,,0,7,4,,3,6,5,,3,7,7,,0,3,2,,0,9,5,,0,6,2,,2
1927,NHL,NYR,10,8,4.0,,9,8,5.0,,,,,,,,,,4,1,1,,4,5,3,,6,3,1.0,,3,3,3.0,,2,4,1,,,,,
2009,NHL,MTL,20,16,,5,19,17,,5,,,,,7,7,,0,5,5,,2,9,7,,1,4,6,,3,4,3,,0,8,4,,2,2,1,,2
2005,NHL,CBS,23,18,,0,12,25,,4,,,,,4,8,,0,3,10,,0,5,8,,1,8,4,,1,3,3,,0,7,7,,1,5,3,,1
2007,NHL,BOS,21,16,,4,20,13,,8,,,,,6,4,,0,7,4,,2,6,8,,2,8,3,,1,7,4,,1,6,5,,5,1,1,,1
1971,NHL,STL,17,17,5.0,,11,22,6.0,,,,,,3,6,1,,4,6,3,,3,9,2,,7,5,1.0,,5,7,2.0,,6,4,2,,0,2,0,
1990,NHL,BUF,15,13,12.0,,16,17,7.0,,,,,,3,5,4,,6,4,2,,5,7,3,,7,5,1.0,,3,4,6.0,,7,5,3,,,,,
1984,NHL,WIN,21,13,6.0,,22,14,4.0,,,,,,3,3,1,,8,6,1,,8,5,2,,7,7,1.0,,6,5,2.0,,10,1,2,,1,0,1,
1997,NHL,OTT,18,16,7.0,,16,17,8.0,,,,,,8,3,3,,2,10,1,,8,5,0,,4,5,5.0,,1,4,1.0,,5,4,3,,6,2,2,
1996,NHL,STL,17,20,4.0,,19,15,7.0,,,,,,5,7,0,,8,4,0,,4,9,2,,8,3,2.0,,3,6,4.0,,5,5,1,,3,1,2,
1956,NHL,TOR,12,16,7.0,,9,18,8.0,,,,,,4,1,4,,1,9,2,,6,7,1,,5,6,2.0,,2,5,4.0,,3,6,2,,,,,
2011,NHL,WPG,23,13,,5,14,22,,5,,,,,4,6,,1,5,5,,3,10,3,,1,4,8,,1,7,5,,2,6,7,,1,1,1,,1
1946,NHL,DET,14,10,6.0,,8,17,5.0,,,,,,1,4,1,,6,6,1,,1,6,4,,4,6,1.0,,4,2,3.0,,6,3,1,,,,,
1973,NHL,LAK,22,13,4.0,,11,20,8.0,,,,,,3,4,2,,2,10,1,,6,4,3,,6,6,2.0,,5,6,2.0,,9,2,2,,2,1,0,
1985,NHL,EDM,32,6,2.0,,24,11,5.0,,,,,,8,1,0,,8,3,3,,10,3,1,,10,4,1.0,,7,3,1.0,,11,2,1,,2,1,0,
1994,NHL,NYR,11,10,3.0,,11,13,0.0,,,,,,,,,,,,,,,,,,2,4,0.0,,7,4,3.0,,4,8,0,,9,6,0,
1921,NHL,TRS,8,4,0.0,,5,6,1.0,,,,,,,,,,,,,,3,2,0,,4,4,0.0,,4,3,1.0,,2,1,0,,,,,
2007,NHL,AND,28,9,,4,19,18,,4,1,1,,0,3,6,,2,8,4,,2,7,6,,1,8,4,,1,10,2,,1,8,4,,1,2,0,,0
1981,NHL,VAN,20,8,12.0,,10,25,5.0,,,,,,4,5,3,,7,5,1,,3,7,4,,3,7,3.0,,7,3,3.0,,4,6,3,,2,0,0,
1979,NHL,DET,14,21,5.0,,12,22,6.0,,,,,,2,5,2,,4,5,2,,5,7,3,,8,6,0.0,,3,7,2.0,,4,10,2,,0,3,0,
1944,NHL,MTL,21,2,2.0,,17,6,2.0,,,,,,1,0,0,,8,4,1,,7,0,1,,10,1,0.0,,7,0,2.0,,5,3,0,,,,,
2003,NHL,OTT,23,8,5.0,5,20,15,5.0,1,,,,,5,2,0,1,4,6,2,2,9,2,3,0,10,4,2.0,0,7,2,2.0,2,7,6,1,1,1,1,0,0
2003,NHL,BUF,21,13,4.0,3,16,21,3.0,1,,,,,6,5,0,0,5,6,2,1,4,8,1,0,8,6,2.0,0,5,5,1.0,0,9,2,1,3,0,2,0,0
1993,NHL,NYI,23,15,4.0,,13,21,8.0,,,,,,3,7,1,,6,6,1,,6,4,1,,2,8,2.0,,9,4,1.0,,5,6,4,,5,1,2,
1950,NHL,DET,25,3,7.0,,19,10,6.0,,,,,,4,2,1,,6,3,3,,11,2,2,,7,4,3.0,,6,1,4.0,,10,1,0,,,,,
1992,NHL,VAN,27,11,4.0,,19,18,5.0,,,,,,5,4,1,,9,5,1,,9,1,1,,6,4,5.0,,6,5,0.0,,5,8,1,,6,2,0,
1978,NHL,NYI,31,3,6.0,,20,12,8.0,,,,,,5,2,2,,9,1,2,,10,1,3,,8,4,2.0,,7,3,1.0,,8,3,4,,4,1,0,
