corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
20,Корп. Бостон Транспорт Инк., , ,,,,,2004-10-12 10:41:26,2,
34,Компания «Driven Needlework Inc.», , ,,,,,2004-10-12 10:41:26,1,
50,Corp. Эксперт ТранспортИнк., , ,,,,,2004-10-12 10:41:26,6,
64,"Корп. ""Гигант Нитковыми Рукавами""", , ,,,,,2004-10-12 10:41:26,8,
104,Корп. Апекс Нидлворк Ко., , ,,,,,2004-10-12 10:41:26,2,
140,Корп. Драйвен ТранситКо, , ,,,,,2004-10-12 10:41:26,6,
144,Корп. Эксперт-Вязальщица, , ,,,,,2004-10-12 10:41:26,5,
148,Corp. Эксперт РесторансоП., , ,,,,,2004-10-12 10:41:26,4,
183,Корп. Имперская Машинерия, , ,,,,,2004-10-12 10:41:26,7,
204,Корп. Апа Нидлворк, , ,,,,,2004-10-12 10:41:26,2,
220,Корп. Бостон Трансит Корп., , ,,,,,2004-10-12 10:41:26,7,
227,Корп. Компьютер Квесты, , ,,,,,2004-10-12 10:41:26,2,
235,Корпорация Драйвен, , ,,,,,2004-10-12 10:41:26,7,
276,Корп. Уместная НефтьКорп., , ,,,,,2004-10-12 10:41:26,8,
277,Корп. Умильные Квесты, , ,,,,,2004-10-12 10:41:26,4,
278,Корп. Хумбл Ресторанс, , ,,,,,2004-10-12 10:41:26,1,
332,Corp. Драйвен Лайтинг Лтд., , ,,,,,2004-10-12 10:41:26,7,
340,Корп. Драйвен Тرانсит Ltd., , ,,,,,2004-10-12 10:41:26,4,
342,Компания Эксперт-Освещение Ltd., , ,,,,,2004-10-12 10:41:26,5,
357,Corp. Знаменитые Квесты Ltd., , ,,,,,2004-10-12 10:41:26,6,
377,Corp. «Умный Квест» Ltd., , ,,,,,2004-10-12 10:41:26,1,
